dataset_id,lineage,strategy,cluster,n_cells,n_samples,dominant_sample,dominant_sample_n,dominant_sample_fraction,normalized_shannon_entropy,simpson_diversity,effective_sample_number,dominance_label
"GSE154600","T_NK_like","B_harmony_sample","2",1208,5,"T59",1056,0.874172185430464,0.320579995538699,0.229774735757204,1.29832147350177,"strong_sample_dominance"
"GSE154600","T_NK_like","B_harmony_sample","5",623,5,"T59",164,0.263242375601926,0.970827678686303,0.783090158169062,4.61021036002328,"mixed"
"GSE154600","T_NK_like","B_harmony_sample","9",237,4,"T77",133,0.561181434599156,0.715953387737164,0.61653225088572,2.60778123404058,"mixed"
"GSE154600","T_NK_like","B_harmony_sample","8",304,5,"T59",165,0.542763157894737,0.720263798034118,0.612339854570637,2.57957907664824,"mixed"
"GSE154600","T_NK_like","B_harmony_sample","6",366,5,"T77",296,0.808743169398907,0.445149923344827,0.333527426916301,1.50043683774278,"strong_sample_dominance"
"GSE154600","T_NK_like","B_harmony_sample","7",329,5,"T76",114,0.346504559270517,0.850440089896526,0.718988183775094,3.55856922115922,"mixed"
"GSE154600","T_NK_like","B_harmony_sample","4",718,5,"T77",518,0.721448467966574,0.460066997214907,0.422517671340229,1.73165471975708,"moderate_sample_dominance"
"GSE154600","T_NK_like","B_harmony_sample","10",210,4,"T77",67,0.319047619047619,0.843147343926269,0.736281179138322,3.79191745485813,"mixed"
"GSE154600","T_NK_like","B_harmony_sample","1",1299,4,"T76",1292,0.994611239414935,0.0234946712940599,0.0107324814907659,1.01084891729483,"strong_sample_dominance"
"GSE154600","T_NK_like","B_harmony_sample","0",1614,4,"T89",843,0.522304832713755,0.442637654205985,0.501948563452689,2.00782474784611,"mixed"
"GSE154600","T_NK_like","B_harmony_sample","3",950,3,"T90",572,0.602105263157895,0.447839260382674,0.487304155124654,1.95047416513222,"moderate_sample_dominance"
