"","Smooth_muscle_cells","CNV_Subclone_01","T_NK_¦Ã¦ÄT","Macrophages","T_NK_CD4+ T effector","T_NK_CD8+ T cytotoxic","Myeloid_Macro-LYVE1","Myeloid_Macro-THBS1","T_NK_Th17","T_NK_CD8+ T effector","Myeloid_Macro-Inflammatory_M1","Myeloid_Macro-TIMD4","T_NK_CD4+ T naive","T cells","B_Bn_TCL1A","CNV_Subclone_02","T_NK_CD56dim cytotoxic NK","Myeloid_Macro-Inflammatory_TNF","CNV_Subclone_03","T_NK_CD8+ T resident memory","CNV_Subclone_04","Myeloid_Macro-M2-like","Myeloid_Macro-MCEMP1","Myeloid_Proliferating Myeloid","Myeloid_Monocyte-like","Myeloid_Macro-C3/CX3CR1","T_NK_MAIT","B cells","B_Classical-Bm_TXNIP","T_NK_CD56bright regulatory","Myeloid_cDC2","T_NK_CD4+ T regulatory","Myeloid_Interferon-Responsive Myeloid","Myeloid_cDC2-like","B_PC_IGHG","Monocytes","Myeloid_cDC1","T_NK_CD8+ T CXCL13","DC","B_Bm_stress-response","CNV_Subclone_05","Myeloid_mDC_LAMP3","NK cells","B_Early-PC_MS4A1low"
"ACVR1B",0.0984046118782679,0.029535864978903,0.00626086956521739,0.0280016970725499,0.00768187980117488,0.00829673011224988,0.0517153097798259,0.0489467162329616,0.015807560137457,0.00648414985590778,0.0204241948153967,0.0388751033912324,0.0125208681135225,0.0135021097046414,0.00507185122569738,0.106442577030812,0.00673724735322425,0.0244618395303327,0.0225269343780607,0.00784313725490196,0.112887112887113,0.00518672199170124,0.0373216245883644,0.039237668161435,0.0470035252643948,0.0192554557124519,0.00602409638554217,0.0455235204855842,0.00631911532385466,0.0132890365448505,0.0214669051878354,0.0043859649122807,0.0455635491606715,0.0217983651226158,0,0.072463768115942,0.00829875518672199,0.00465116279069767,0.014218009478673,0,0.03125,0.0208333333333333,0,0
"ACVR1C",0.00160879474460383,0.00150693188667872,0.00382608695652174,0.00296987696224014,0.00497062810664257,0.00341630063445583,0.000512032770097286,0,0.0213058419243986,0.00144092219020173,0,0,0.0141903171953255,0.0143459915611814,0,0.0065359477124183,0.00673724735322425,0,0.0029382957884427,0.00196078431372549,0.003996003996004,0,0,0.00112107623318386,0,0,0.00150602409638554,0.00606980273141123,0.00157977883096367,0.00166112956810631,0,0.00219298245614035,0,0,0.00711743772241993,0.0108695652173913,0,0,0.00947867298578199,0,0,0.0208333333333333,0,0
"ACVR2A",0.0750770880815123,0.0135623869801085,0.000347826086956522,0.0415782774713619,0.0112968820605513,0.00292825768667643,0.146441372247824,0.219330855018587,0.00756013745704467,0.00144092219020173,0.0369206598586017,0.021505376344086,0.0208681135225376,0.00759493670886076,0,0.0494864612511671,0.00577478344562079,0.0264187866927593,0.0137120470127326,0,0.0659340659340659,0.0217842323651452,0.021953896816685,0.0639013452914798,0.0176263219741481,0.0192554557124519,0,0.0515933232169954,0,0.00332225913621262,0.0107334525939177,0.0109649122807018,0.0335731414868106,0.147138964577657,0.00711743772241993,0.0978260869565217,0.016597510373444,0,0.0473933649289099,0,0.0208333333333333,0.0833333333333333,0.0131578947368421,0.0149253731343284
"ACVR2B",0.0225231264244537,0.0201928872814949,0.00243478260869565,0.0123037759864234,0.00271125169453231,0.00244021473889702,0.00665642601126472,0.00371747211895911,0.0178694158075601,0.000720461095100865,0.0109976433621367,0.00578990901571547,0.00417362270450751,0.010126582278481,0.00253592561284869,0.11391223155929,0.00192492781520693,0.0136986301369863,0.0421155729676787,0.000980392156862745,0.124875124875125,0.00829875518672199,0.00439077936333699,0.0123318385650224,0.00117508813160987,0.00898587933247754,0.00451807228915663,0.0227617602427921,0,0.00166112956810631,0.00178890876565295,0.0043859649122807,0.0191846522781775,0.00272479564032698,0.0106761565836299,0.0072463768115942,0.00829875518672199,0,0.014218009478673,0.00909090909090909,0.03125,0,0.0131578947368421,0.0149253731343284
"ACVRL1",0.048800107252983,0.0539481615430983,0,0.0305473058973271,0,0,0.0901177675371224,0.0458488228004957,0,0.000720461095100865,0.0204241948153967,0.0777502067824648,0,0.000843881856540084,0,0.00373482726423903,0,0.00978473581213307,0,0,0.00799200799200799,0.00933609958506224,0.0417124039517014,0.0672645739910314,0.0199764982373678,0.0154043645699615,0,0.0349013657056146,0,0,0.0250447227191413,0,0.11031175059952,0.0190735694822888,0,0.0326086956521739,0.037344398340249,0,0.028436018957346,0,0,0.03125,0,0
"ADAM10",0.258211556508915,0.136829415310428,0.154086956521739,0.221467967755622,0.133303208314505,0.084431429965837,0.355350742447517,0.37360594795539,0.187628865979381,0.069164265129683,0.204241948153967,0.315136476426799,0.113522537562604,0.090295358649789,0.0963651732882502,0.296918767507003,0.204042348411935,0.23091976516634,0.0734573947110676,0.122549019607843,0.262737262737263,0.117219917012448,0.356750823271131,0.37780269058296,0.351351351351351,0.232349165596919,0.177710843373494,0.286798179059181,0.110584518167457,0.122923588039867,0.325581395348837,0.138157894736842,0.474820143884892,0.318801089918256,0.0818505338078292,0.452898550724638,0.269709543568465,0.102325581395349,0.303317535545024,0.0636363636363636,0.125,0.114583333333333,0.197368421052632,0.373134328358209
"ADAM11",0.00361978817535863,0.000904159132007233,0,0.00169707254985151,0,0,0.00153609831029186,0.000619578686493185,0,0,0,0,0,0,0,0.0065359477124183,0,0,0,0,0.00599400599400599,0,0,0,0,0,0,0.00455235204855842,0,0,0,0,0,0,0,0.0036231884057971,0,0,0,0,0,0,0,0
"ADAM12",0.110872771148948,0.01416515973478,0.000347826086956522,0.0156979210861264,0.00542250338906462,0,0.00153609831029186,0.00185873605947955,0.00343642611683849,0.00432276657060519,0.00392772977219167,0,0.000834724540901503,0.00421940928270042,0,0.0102707749766573,0.00288739172281039,0.00293542074363992,0.0029382957884427,0,0.011988011988012,0.0020746887966805,0.0021953896816685,0.00336322869955157,0,0.00513478818998716,0.052710843373494,0.0576631259484067,0.00157977883096367,0,0.0035778175313059,0.00657894736842105,0.00479616306954436,0.00272479564032698,0.0106761565836299,0.0036231884057971,0,0.00465116279069767,0.00947867298578199,0,0.0104166666666667,0.322916666666667,0.0394736842105263,0
"ADAM15",0.219198283952272,0.141048824593128,0.032,0.161221892235893,0.0799819249887031,0.0302586627623231,0.327700972862263,0.329615861214374,0.0584192439862543,0.00936599423631124,0.0832678711704635,0.315963606286187,0.0333889816360601,0.0548523206751055,0.0101437024513948,0.395891690009337,0.0452358036573628,0.0870841487279843,0.173359451518119,0.0235294117647059,0.481518481518482,0.0539419087136929,0.290889132821076,0.43609865470852,0.262044653349001,0.115532734274711,0.0466867469879518,0.192716236722307,0.0568720379146919,0.0299003322259136,0.477638640429338,0.0635964912280702,0.26378896882494,0.367847411444142,0.0462633451957295,0.300724637681159,0.609958506224066,0.0558139534883721,0.246445497630332,0,0.145833333333333,0.104166666666667,0.0263157894736842,0.208955223880597
"ADAM17",0.172945435044912,0.0690174804098855,0.031304347826087,0.15782774713619,0.0302756439222775,0.0297706198145437,0.343061955965182,0.311648079306072,0.0432989690721649,0.0165706051873199,0.153181461115475,0.325062034739454,0.0292153589315526,0.0278481012658228,0.0490278951817413,0.146591970121382,0.0433108758421559,0.180039138943249,0.0440744368266405,0.0205882352941176,0.181818181818182,0.0684647302904564,0.310647639956092,0.315022421524664,0.245593419506463,0.159178433889602,0.0301204819277108,0.195751138088012,0.0853080568720379,0.0332225913621262,0.193202146690519,0.043859649122807,0.3621103117506,0.209809264305177,0.0569395017793594,0.297101449275362,0.136929460580913,0.0418604651162791,0.127962085308057,0.0272727272727273,0.0833333333333333,0.09375,0.0394736842105263,0.223880597014925
"ADAM23",0.0117978281270948,0.00361663652802893,0.000347826086956522,0.00254560882477726,0.0117487573429733,0,0,0,0.0371134020618557,0.00216138328530259,0,0,0.00250417362270451,0.00253164556962025,0.00760777683854607,0,0.000962463907603465,0,0.000979431929480901,0,0.000999000999000999,0.00103734439834025,0,0,0,0,0,0.00455235204855842,0.00315955766192733,0,0,0,0,0,0,0.0036231884057971,0,0,0,0,0,0,0,0
"ADAM28",0.0211824641372838,0.0114526823387583,0.0048695652173913,0.0984302078913874,0.000451875282422052,0.00292825768667643,0.0681003584229391,0.11090458488228,0,0.00504322766570605,0.182246661429694,0.054590570719603,0.000834724540901503,0.00843881856540084,0.254437869822485,0.065359477124183,0.0202117420596728,0.183953033268102,0.0146914789422135,0,0.0829170829170829,0.0995850622406639,0.0307354555433589,0.179372197309417,0.0305522914218566,0.267008985879332,0,0.213960546282246,0.357030015797788,0.0830564784053156,0.307692307692308,0.00219298245614035,0.364508393285372,0.50408719346049,0.0640569395017794,0.0398550724637681,0.402489626556017,0.00930232558139535,0.213270142180095,0.2,0.0520833333333333,0.479166666666667,0.0131578947368421,0.194029850746269
"ADAM9",0.277785225901595,0.083785412899337,0.00626086956521739,0.234620280016971,0.00406687754179846,0.00292825768667643,0.530977982590886,0.424411400247831,0.00206185567010309,0.000720461095100865,0.25451688923802,0.449131513647643,0.00751252086811352,0.0160337552742616,0.00422654268808115,0.202614379084967,0.00384985563041386,0.258317025440313,0.0617042115572968,0.00490196078431373,0.230769230769231,0.176348547717842,0.36443468715697,0.488789237668161,0.0975323149236193,0.273427471116816,0.00602409638554217,0.273141122913505,0,0.00664451827242525,0.241502683363148,0.0043859649122807,0.515587529976019,0.272479564032698,0.0213523131672598,0.206521739130435,0.128630705394191,0.00465116279069767,0.127962085308057,0,0.0520833333333333,0.0833333333333333,0,0.0746268656716418
"ADCY1",0.00361978817535863,0.0322483423749247,0,0.00127280441238863,0,0,0.000512032770097286,0.000619578686493185,0,0,0,0,0,0.000843881856540084,0,0.00280112044817927,0,0.00195694716242661,0.000979431929480901,0,0.001998001998002,0,0,0,0,0,0,0.00303490136570561,0.004739336492891,0,0,0,0.00719424460431655,0,0,0.0036231884057971,0,0,0,0,0.0104166666666667,0,0,0.0149253731343284
"ADCY7",0.0130044241855477,0.0192887281494876,0.0740869565217391,0.112855324565125,0.0578400361500226,0.0624694973157638,0.14900153609831,0.106567534076828,0.0673539518900344,0.0216138328530259,0.128829536527887,0.201819685690653,0.0375626043405676,0.0388185654008439,0.0126796280642434,0.0158730158730159,0.107795957651588,0.14187866927593,0.00587659157688541,0.0607843137254902,0.013986013986014,0.0860995850622407,0.143798024149286,0.226457399103139,0.169212690951821,0.166880616174583,0.0647590361445783,0.115326251896813,0.033175355450237,0.0714285714285714,0.228980322003578,0.0635964912280702,0.261390887290168,0.119891008174387,0.0213523131672598,0.25,0.265560165975104,0.0372093023255814,0.203791469194313,0.0363636363636364,0.0104166666666667,0.03125,0.0921052631578947,0.104477611940299
"ADCY8",0.0112615632122268,0.00904159132007233,0,0.00636402206194315,0,0,0,0,0,0.000720461095100865,0.00157109190887667,0,0,0.00253164556962025,0,0.0980392156862745,0,0.00293542074363992,0.0470127326150832,0,0.0789210789210789,0,0,0,0,0.00128369704749679,0,0.0121396054628225,0,0,0,0,0,0,0,0,0,0,0,0,0.0416666666666667,0,0,0
"ADCY9",0.0406220673012468,0.0111512959614225,0.0139130434782609,0.0127280441238863,0.000903750564844103,0.00732064421669107,0.0174091141833077,0.0216852540272615,0.00687285223367698,0.00504322766570605,0.0102120974076984,0.00909842845326716,0.00250417362270451,0.00506329113924051,0.00169061707523246,0.00746965452847806,0.0153994225216554,0.00489236790606654,0.0019588638589618,0.00686274509803922,0.014985014985015,0.00933609958506224,0.026344676180022,0.0280269058295964,0.0481786133960047,0.00641848523748395,0.00602409638554217,0.0182094081942337,0,0.00996677740863787,0.0125223613595707,0,0.0191846522781775,0.0108991825613079,0,0.036231884057971,0.00829875518672199,0.00930232558139535,0.023696682464455,0,0.0104166666666667,0.03125,0.0131578947368421,0
"ADCYAP1",0.0123340930419627,0.000602772754671489,0,0.000424268137462877,0,0,0,0,0,0,0,0,0,0,0,0.0065359477124183,0,0,0.0039177277179236,0,0.001998001998002,0,0,0,0,0,0,0.00151745068285281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADCYAP1R1",0.00214505965947178,0.00241109101868596,0,0.000848536274925753,0,0,0,0,0,0,0,0,0,0.000843881856540084,0,0.0177404295051354,0,0,0.000979431929480901,0,0.018981018981019,0,0,0,0,0,0,0.00455235204855842,0,0,0,0,0,0,0,0,0,0,0,0,0.0208333333333333,0,0,0
"ADGRA2",0.181257541225365,0.0403857745629898,0.00104347826086957,0.0296987696224014,0.000903750564844103,0.00195217179111762,0.00563236047107015,0.0080545229244114,0.000687285223367698,0.000720461095100865,0.00157109190887667,0.000827129859387924,0,0.00928270042194093,0,0.0140056022408964,0.00577478344562079,0.000978473581213307,0,0,0.016983016983017,0.0020746887966805,0.00658616904500549,0.00112107623318386,0.0176263219741481,0.00128369704749679,0,0.112291350531108,0,0.00498338870431894,0.0035778175313059,0,0,0,0.00355871886120996,0.0108695652173913,0,0,0.00947867298578199,0,0.0104166666666667,0,0,0.0149253731343284
