"","Smooth_muscle_cells","CNV_Subclone_01","T_NK_¦Ã¦ÄT","Macrophages","T_NK_CD4+ T effector","T_NK_CD8+ T cytotoxic","Myeloid_Macro-LYVE1","Myeloid_Macro-THBS1","T_NK_Th17","T_NK_CD8+ T effector","Myeloid_Macro-Inflammatory_M1","Myeloid_Macro-TIMD4","T_NK_CD4+ T naive","T cells","B_Bn_TCL1A","CNV_Subclone_02","T_NK_CD56dim cytotoxic NK","Myeloid_Macro-Inflammatory_TNF","CNV_Subclone_03","T_NK_CD8+ T resident memory","CNV_Subclone_04","Myeloid_Macro-M2-like","Myeloid_Macro-MCEMP1","Myeloid_Proliferating Myeloid","Myeloid_Monocyte-like","Myeloid_Macro-C3/CX3CR1","T_NK_MAIT","B cells","B_Classical-Bm_TXNIP","T_NK_CD56bright regulatory","Myeloid_cDC2","T_NK_CD4+ T regulatory","Myeloid_Interferon-Responsive Myeloid","Myeloid_cDC2-like","B_PC_IGHG","Monocytes","Myeloid_cDC1","T_NK_CD8+ T CXCL13","DC","B_Bm_stress-response","CNV_Subclone_05","Myeloid_mDC_LAMP3","NK cells","B_Early-PC_MS4A1low"
"CCR2",0.000536264914867945,0.00120554550934298,0.00243478260869565,0.0110309715740348,0.026660641662901,0.00292825768667643,0.00204813108038914,0.0142503097893432,0.0178694158075601,0.0208933717579251,0.00706991358994501,0.000827129859387924,0,0.00421940928270042,0,0,0,0.00293542074363992,0.000979431929480901,0.00392156862745098,0,0.00103734439834025,0.021953896816685,0.00896860986547085,0.110458284371328,0.00898587933247754,0.0271084337349398,0.0212443095599393,0.00315955766192733,0,0.0483005366726297,0.0087719298245614,0.00239808153477218,0.0136239782016349,0.0676156583629893,0.0144927536231884,0,0.00465116279069767,0.0521327014218009,0,0,0,0,0.0746268656716418
"CCR3",0.000134066228716986,0.000602772754671489,0.000695652173913044,0.00127280441238863,0.000451875282422052,0,0.000512032770097286,0,0,0,0,0,0,0.000843881856540084,0,0,0.00192492781520693,0.00195694716242661,0,0.000980392156862745,0,0,0,0,0,0,0,0,0,0,0,0.00219298245614035,0.00239808153477218,0.00272479564032698,0,0,0,0,0,0,0,0,0,0
"CCR4",0.000938463601018903,0.00391802290536468,0.0156521739130435,0.00509121764955452,0.0447356529597831,0.0268423621278673,0,0,0.0783505154639175,0.0115273775216138,0.00157109190887667,0,0.0308848080133556,0.00590717299578059,0,0.000933706816059757,0.00288739172281039,0,0,0.00686274509803922,0.000999000999000999,0,0,0.00224215246636771,0,0,0.00150602409638554,0.00455235204855842,0,0.00166112956810631,0.0035778175313059,0.0614035087719298,0,0.00817438692098093,0,0.0181159420289855,0.004149377593361,0,0.00947867298578199,0,0,0,0,0
"CCR5",0.00442418554766054,0.0132610006027728,0.0413913043478261,0.0538820534577853,0.0253050158156349,0.0287945339189849,0.0865335381464414,0.100371747211896,0.00412371134020619,0.0389048991354467,0.0761979575805185,0.134822167080232,0,0.0118143459915612,0,0,0.014436958614052,0.0410958904109589,0.000979431929480901,0.0774509803921569,0.003996003996004,0.00829875518672199,0.104281009879254,0.0852017937219731,0.00940070505287897,0.0603337612323492,0.0451807228915663,0.047040971168437,0.00315955766192733,0.0166112956810631,0.128801431127013,0.0394736842105263,0.23021582733813,0.0790190735694823,0.00355871886120996,0.072463768115942,0.016597510373444,0.0744186046511628,0.0853080568720379,0,0.0104166666666667,0.0208333333333333,0,0
"CCR6",0.00241319211690575,0.00572634116937914,0.0111304347826087,0.0169707254985151,0.115680072300045,0.00390434358223524,0.000512032770097286,0,0.301718213058419,0.0324207492795389,0.002356637863315,0,0.0358931552587646,0.0329113924050633,0.0422654268808115,0.00186741363211951,0.00384985563041386,0.00391389432485323,0,0.00980392156862745,0.002997002997003,0,0,0.00336322869955157,0,0.00128369704749679,0.248493975903614,0.031866464339909,0.0521327014218009,0.00332225913621262,0.0250447227191413,0.120614035087719,0.00479616306954436,0.0272479564032698,0,0.0326086956521739,0.020746887966805,0,0.042654028436019,0.00909090909090909,0,0.166666666666667,0.105263157894737,0.0149253731343284
"CCR7",0.00563078160611342,0.0162748643761302,0.0514782608695652,0.0509121764955452,0.248531405332128,0.225475841874085,0.0133128520225294,0.0192069392812887,0.321649484536082,0.0489913544668588,0.0369206598586017,0.00661703887510339,0.65025041736227,0.293670886075949,0.363482671174979,0.0102707749766573,0.00673724735322425,0.012720156555773,0.000979431929480901,0.0156862745098039,0.00899100899100899,0.00622406639004149,0.0164654226125137,0.0201793721973094,0,0.00256739409499358,0.0406626506024096,0.209408194233687,0.262243285939968,0.0448504983388704,0.0661896243291592,0.116228070175439,0.0407673860911271,0.392370572207084,0.0142348754448399,0.130434782608696,0.020746887966805,0.00930232558139535,0.194312796208531,0.118181818181818,0,0.9375,0.0263157894736842,0.0447761194029851
"CCR8",0.000536264914867945,0.00210970464135021,0,0.00169707254985151,0.00180750112968821,0,0,0,0.00549828178694158,0.000720461095100865,0,0,0.00166944908180301,0.00337552742616034,0,0.00186741363211951,0,0,0.000979431929480901,0,0.004995004995005,0,0,0,0,0,0,0.00151745068285281,0,0,0,0.0723684210526316,0,0,0,0.0036231884057971,0,0,0,0,0,0,0,0
"CCR9",0.000134066228716986,0.000301386377335744,0.000347826086956522,0.000424268137462877,0.00316312697695436,0.000976085895558809,0,0,0.00824742268041237,0.000720461095100865,0,0,0.00333889816360601,0.00421940928270042,0,0,0,0,0,0.00196078431372549,0,0,0,0,0,0,0.00301204819277108,0.00151745068285281,0.00157977883096367,0.0299003322259136,0,0.00219298245614035,0,0,0,0.0036231884057971,0.00829875518672199,0,0,0,0,0,0,0
"CCRL2",0.00643517897841534,0.0220012055455093,0.0215652173913043,0.133220195163343,0.00858563036601898,0.025378233284529,0.271377368151562,0.288104089219331,0.0013745704467354,0.00648414985590778,0.212882953652789,0.125723738626964,0.000834724540901503,0.00590717299578059,0.00169061707523246,0.00560224089635854,0.0202117420596728,0.231898238747554,0.000979431929480901,0.0264705882352941,0.00999000999000999,0.0363070539419087,0.208562019758507,0.23542600896861,0.045828437132785,0.0975609756097561,0.016566265060241,0.103186646433991,0.00789889415481832,0.0299003322259136,0.114490161001789,0.0153508771929825,0.239808153477218,0.196185286103542,0.0249110320284698,0.134057971014493,0.020746887966805,0.0232558139534884,0.0900473933649289,0,0,0.145833333333333,0,0.0298507462686567
"CD109",0.108861777718193,0.0440024110910187,0.000695652173913044,0.0801866779804837,0.00768187980117488,0.00292825768667643,0.0865335381464414,0.0892193308550186,0.000687285223367698,0.00288184438040346,0.10369206598586,0.161290322580645,0.00667779632721202,0.00928270042194093,0.00169061707523246,0.140056022408964,0.00481231953801732,0.196673189823875,0.0342801175318315,0.000980392156862745,0.140859140859141,0.0311203319502075,0.233809001097695,0.242152466367713,0.00940070505287897,0.110397946084724,0,0.104704097116844,0.00157977883096367,0.00166112956810631,0.543828264758497,0.00657894736842105,0.479616306954436,0.217983651226158,0.00355871886120996,0.0797101449275362,0.141078838174274,0.027906976744186,0.203791469194313,0,0.0625,0.0208333333333333,0,0
"CD14",0.0605979353800778,0.0482218203737191,0.00556521739130435,0.62240135765804,0.0140081337550836,0.0195217179111762,0.984639016897081,0.965923172242875,0.00343642611683849,0.0136887608069164,0.856245090337785,0.963606286186931,0.0108514190317195,0.0168776371308017,0.0101437024513948,0.117647058823529,0.00673724735322425,0.817025440313112,0.0381978452497551,0.00588235294117647,0.122877122877123,0.732365145228216,0.929747530186608,0.930493273542601,0.853113983548766,0.924261874197689,0.019578313253012,0.611532625189681,0.014218009478673,0.00664451827242525,0.758497316636851,0.0131578947368421,0.964028776978417,0.547683923705722,0.0427046263345196,0.608695652173913,0.0995850622406639,0.00930232558139535,0.374407582938389,0.00909090909090909,0.0520833333333333,0.0833333333333333,0.0921052631578947,0.0298507462686567
"CD151",0.68950261429146,0.298071127185051,0.0629565217391304,0.339838778107764,0.0971531857207411,0.04099560761347,0.407066052227343,0.344485749690211,0.0852233676975945,0.0410662824207493,0.246661429693637,0.507030603804797,0.0434056761268781,0.10042194092827,0.00422654268808115,0.865546218487395,0.132820019249278,0.332681017612524,0.431929480901077,0.0764705882352941,0.865134865134865,0.147302904564315,0.51152579582876,0.614349775784753,0.267920094007051,0.378690629011553,0.11144578313253,0.525037936267071,0.0489731437598736,0.156146179401993,0.447227191413238,0.0833333333333333,0.618705035971223,0.337874659400545,0.192170818505338,0.41304347826087,0.419087136929461,0.0697674418604651,0.222748815165877,0.00909090909090909,0.520833333333333,0.333333333333333,0.157894736842105,0.26865671641791
"CD177",0.000670331143584931,0.000602772754671489,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000933706816059757,0,0,0.000979431929480901,0,0.003996003996004,0,0,0,0,0,0,0,0,0,0,0.0285087719298246,0,0,0,0,0,0,0,0,0,0,0,0
"CD180",0.0029494570317737,0.00331525015069319,0.000347826086956522,0.0857021637675011,0,0,0.136712749615975,0.0439900867410161,0,0.000720461095100865,0.0997643362136685,0.200992555831266,0,0,0.0287404902789518,0.00186741363211951,0,0.120352250489237,0.0019588638589618,0,0.00699300699300699,0.0643153526970954,0.125137211855104,0.297085201793722,0.0129259694477086,0.123234916559692,0,0.106221547799697,0.0616113744075829,0,0.13953488372093,0,0.338129496402878,0.0762942779291553,0.106761565836299,0.0398550724637681,0.0663900414937759,0,0.0805687203791469,0.0363636363636364,0.0104166666666667,0.0416666666666667,0,0.432835820895522
"CD19",0.00241319211690575,0.000904159132007233,0,0.00593975392448027,0,0,0.00409626216077829,0.00557620817843866,0,0,0.00628436763550668,0.0033085194375517,0.000834724540901503,0.00168776371308017,0.331360946745562,0.00280112044817927,0,0.00391389432485323,0.000979431929480901,0,0.010989010989011,0.004149377593361,0.00439077936333699,0.0246636771300448,0.00352526439482961,0.00385109114249037,0,0.168437025796662,0.418641390205371,0.00166112956810631,0.0035778175313059,0,0.0167865707434053,0.0163487738419619,0.163701067615658,0.0072463768115942,0.004149377593361,0,0,0.136363636363636,0,0,0,0.641791044776119
"CD1A",0,0.000602772754671489,0.000347826086956522,0.00169707254985151,0,0,0.00102406554019457,0.00247831474597274,0,0.000720461095100865,0.002356637863315,0.000827129859387924,0,0,0.00507185122569738,0,0,0,0,0,0,0,0.00109769484083425,0.00560538116591928,0.0105757931844888,0.00128369704749679,0,0,0.00157977883096367,0,0.0679785330948122,0,0.00239808153477218,0.0544959128065395,0,0,0.033195020746888,0,0.037914691943128,0.00909090909090909,0,0,0,0
"CD1B",0.00134066228716986,0.000602772754671489,0,0.00212134068731438,0,0,0.000512032770097286,0.00123915737298637,0,0,0.00471327572663001,0,0,0,0,0,0,0,0,0,0.000999000999000999,0,0.0021953896816685,0.00672645739910314,0.00352526439482961,0.00128369704749679,0,0.00151745068285281,0,0,0.134168157423971,0,0.00479616306954436,0.119891008174387,0,0,0,0,0.0853080568720379,0,0,0.125,0,0
"CD1D",0.0077758412655852,0.0120554550934298,0.000347826086956522,0.0462452269834535,0,0,0.025089605734767,0.0489467162329616,0,0,0.0628436763550668,0.0206782464846981,0,0,0.0211327134404057,0.00840336134453781,0.000962463907603465,0.0577299412915851,0.0019588638589618,0,0.00999000999000999,0.00933609958506224,0.0965971459934138,0.104260089686099,0.244418331374853,0.112965340179718,0,0.0682852807283763,0.042654028436019,0,0.46690518783542,0,0.148681055155875,0.242506811989101,0.0782918149466192,0.0833333333333333,0.244813278008299,0,0.203791469194313,0.0363636363636364,0.0104166666666667,0.0833333333333333,0.0131578947368421,0.134328358208955
