"","Smooth_muscle_cells","CNV_Subclone_01","T_NK_¦Ã¦ÄT","Macrophages","T_NK_CD4+ T effector","T_NK_CD8+ T cytotoxic","Myeloid_Macro-LYVE1","Myeloid_Macro-THBS1","T_NK_Th17","T_NK_CD8+ T effector","Myeloid_Macro-Inflammatory_M1","Myeloid_Macro-TIMD4","T_NK_CD4+ T naive","T cells","B_Bn_TCL1A","CNV_Subclone_02","T_NK_CD56dim cytotoxic NK","Myeloid_Macro-Inflammatory_TNF","CNV_Subclone_03","T_NK_CD8+ T resident memory","CNV_Subclone_04","Myeloid_Macro-M2-like","Myeloid_Macro-MCEMP1","Myeloid_Proliferating Myeloid","Myeloid_Monocyte-like","Myeloid_Macro-C3/CX3CR1","T_NK_MAIT","B cells","B_Classical-Bm_TXNIP","T_NK_CD56bright regulatory","Myeloid_cDC2","T_NK_CD4+ T regulatory","Myeloid_Interferon-Responsive Myeloid","Myeloid_cDC2-like","B_PC_IGHG","Monocytes","Myeloid_cDC1","T_NK_CD8+ T CXCL13","DC","B_Bm_stress-response","CNV_Subclone_05","Myeloid_mDC_LAMP3","NK cells","B_Early-PC_MS4A1low"
"CD109",0.0773634998758726,0.0396179294645266,0.00102046547775278,0.0739186132056036,0.011136833457464,0.00442496945041375,0.0747986965284705,0.0903636506115589,0.000444060560695089,0.00686554154450806,0.133827122878323,0.166495057074745,0.00802882323211782,0.00956084527118913,0.00336388614027031,0.101865252159339,0.00693482354405061,0.275203190640043,0.02456122540253,0.00137279915112514,0.0902889521720461,0.0537433192621923,0.268941685082131,0.202072508763551,0.010142420170277,0.133454056920355,0,0.0719915677536194,0.00230401032557204,0.00309026959643135,0.558303096128871,0.0066496983384951,0.420313123889998,0.191711591806922,0.00177999014238062,0.0754100659774054,0.0987921084654023,0.0455658949433069,0.175457821791664,0,0.102411324425845,0.0104817417088964,0,0
"CD14",0.0713311871218771,0.078400104299366,0.009452133380296,1.50374849244271,0.0197359301098353,0.031319477138054,3.15591375327201,2.8178697142372,0.00440344208085174,0.0307855517993113,2.38295831507395,2.86262663099031,0.0156996450188263,0.0299584368152519,0.0171529182489538,0.11529513747064,0.0119973390447509,1.95686118307185,0.0419201473259508,0.00913934378424236,0.130895973038792,2.29642501658265,2.53349107675844,2.31802141510919,2.03615313445111,2.49851266729486,0.0265739274190332,1.2926987827584,0.0213213509468049,0.0144320616901008,1.52825215762324,0.0206052801387705,2.69557038497755,0.999885927581918,0.0406714877329814,1.33765124192274,0.127505229768398,0.0153773477784391,0.688346435292266,0.0188296341543962,0.0793679248845826,0.113204175150501,0.192735369633357,0.0418580827313425
"CD151",1.19278062135481,0.499256168836047,0.0924499944151208,0.385810724490804,0.132324374324801,0.0628240174130444,0.39753280204397,0.349311339990387,0.0970285823857225,0.0888648590233469,0.313670951062517,0.614575872132887,0.0598954878683587,0.149509294364778,0.00745739963601717,1.26026118604915,0.199554282496821,0.435686714870021,0.648526941280111,0.121601174739001,1.20524049544519,0.250111310805044,0.650223057570999,0.621437260747042,0.317167592696694,0.524506742326808,0.160324664279339,0.639329697061654,0.0606001683801536,0.243837950119826,0.408954139684444,0.131676591245657,0.591247722188272,0.27530386912171,0.130431766057871,0.418266860759981,0.310811626896041,0.119196162807813,0.180626327767834,0.0183710833450263,0.963997828917894,0.254890307986241,0.285704650945135,0.110931568885072
"CD177",0.000491578503949524,0.00165914085031966,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000929344477538973,0,0,0.000722297905767149,0,0.00152643023238858,0,0,0,0,0,0,0,0,0,0,0.0579620064207121,0,0,0,0,0,0,0,0,0,0,0,0
"CD180",0.001622579864027,0.00296021524246247,0.000585295939133669,0.075945724920718,0,0,0.108404262334841,0.0367669266357079,0,0.00155015909260533,0.118522402138049,0.187962059623037,0,0,0.0505165708981333,0.000597766186624006,0,0.143857137495674,0.000964667915438496,0,0.00327831799073344,0.0961632304270272,0.118247022623659,0.23771961129559,0.0113628613420668,0.1463633073626,0,0.0830635241774034,0.0797950833266914,0,0.105513983190702,0,0.249355534084228,0.0583079459434037,0.0656474433742802,0.035180699569622,0.0362062170505092,0,0.0617154081268765,0.0946334205843427,0.00320006753233606,0.0358938978553404,0,0.207011554995233
"CD19",0.00209098675473131,0.000782869753229438,0,0.00458101576394786,0,0,0.00264100773111069,0.00495039417093189,0,0,0.00730238264164186,0.00243545341760778,0.00141725273645625,0.00195098315492533,0.618591946363458,0.00161563079006422,0,0.00506003925591127,0.00114271338599635,0,0.00533305684311982,0.00503557840700127,0.0038248500954337,0.0160532195137839,0.00340945315056784,0.00334822728165371,0,0.174760322483668,0.691112225740337,0.00190504927480702,0.00268691946930544,0,0.00866127960629654,0.0103665066546387,0.0994918275843639,0.00621761765417419,0.00232530727792578,0,0,0.297811170230906,0,0,0,0.385836659199883
"CD1A",0,0.000908799588740481,0.000590816778011681,0.00124674883289684,0,0,0.000590898152966056,0.00172340571605323,0,0.00189720405594435,0.00229253813854458,0.00186872982544241,0,0,0.0071807227399504,0,0,0,0,0,0,0,0.0011535271668574,0.00272858393829351,0.0085558668049444,0.00148896298108337,0,0,0.00253851945785927,0,0.0567608126322294,0,0.000919679335657257,0.0441801668540727,0,0,0.0212661788570311,0,0.0270543473824131,0.027959278706606,0,0,0,0
"CD1B",0.000717414829045638,0.000818090261393158,0,0.00222198888878424,0,0,0.000136931287300433,0.000910723495237148,0,0,0.00608414906577721,0,0,0,0,0,0,0,0,0,0.00036538724039003,0,0.0020900942616771,0.00453746382124552,0.00287242609897561,0.00161809372544701,0,0.000402848448313078,0,0,0.121533864303416,0,0.00605529018517713,0.0986113903066576,0,0,0,0,0.0682567319716703,0,0,0.16722824617159,0,0
"CD1D",0.00489291177388006,0.0115501526730725,0.000461104020581731,0.0382098473730586,0,0,0.0185044079354355,0.0405968556556085,0,0,0.0707249928950856,0.0155340437927836,0,0,0.0367707280944235,0.00527567570692768,0.00154289553816037,0.0660264490416594,0.000923440893446349,0,0.00525575827794606,0.0129148290642422,0.106382149934747,0.0765730008679029,0.288810148862892,0.146116170453208,0,0.0477543725387963,0.0553236618781734,0,0.449125837347067,0,0.106431035201402,0.195267303931112,0.0439493580928052,0.0771164112987105,0.176549675966998,0,0.181220471490798,0.08191103347337,0.0134899185490111,0.0695419352951194,0.0172687703807203,0.0616935769211884
"CD2",0.0203784881894386,0.147024954247137,1.0031862183309,0.176800493059863,1.19968579779694,1.09609012799172,0.00331137077505457,0.00272097566387963,1.08149099526421,1.0451768773701,0.00530227790892916,0.00169758590816612,0.751321616082842,0.645055287681307,0.00133096579059056,0.00978874799628136,0.697129989909642,0.00434639005626908,0.00960333282678337,1.4394114996392,0.0184241507718709,0,0.00390033783728837,0.0425418413476146,0.00506605762696092,0.00262434373094798,0.887469251052341,0.233013402960288,0,0.622878175402333,0.179221160006376,1.35868993696521,0.00504256627474281,0.043240322861536,0.0132057048336666,0.307631379286241,0.0407988320676111,1.79163512680308,0.224603564801055,0,0.0383949354949552,0,0.667219304943262,0.0027545572388011
"CD209",0.00126030455603716,0.00143980624687234,0,0.0389820569100311,0,0,0.146994672300733,0.0287886464727191,0,0,0.0679059003513712,0.0390605129770725,0.00111719567587264,0,0,0.000457056472220864,0,0.0121213308745777,0.0018039041292794,0,0.00260107510114985,0.272209033084271,0.0114480742967776,0.0548766934458366,0.00475281145199608,0.00799976413747549,0,0.0225645910765694,0,0,0.00533407316606131,0,0.0306517945790126,0.0183598037797466,0,0.00556744715299039,0,0,0.010379253288742,0,0,0,0,0
"CD22",0.0232806433534276,0.0241248196760209,0,0.0193244514711795,0,0.000761696176701835,0.0130456452053374,0.0116870891625744,0,0.00430102465497888,0.0233607180056364,0.0115287782787817,0,0.00330669987457942,0.447213139914417,0.0484772398170419,0,0.0419161464374694,0.0139983114107819,0,0.0311746030928064,0.00462129871874038,0.0160657257867614,0.0310167435374251,0,0.039439842666985,0,0.119663049743045,0.381179313396827,0,0.0225824842189095,0,0.0366705665510887,0.0108091548766607,0.00540408057330972,0.00594509623710332,0.00820512331897937,0,0.0102690841144528,0.207731905641941,0.0198131032397743,0.00733409868738904,0,0.0249113585274546
"CD226",0.00623100863367322,0.0116032904020373,0.0845714427922131,0.0276648162682646,0.169836823691028,0.0474850842457578,0.0304573562247643,0.0171603600592505,0.170323775041803,0.0603822849410417,0.0185174082709262,0.0543469065130625,0.0938499064062028,0.0681694525401619,0,0.00252063333263523,0.105483324679439,0.0135163564980419,0,0.119648461453364,0.00487608092619717,0.00448977411298569,0.0366922216256433,0.0505257640653765,0.00638087244205187,0.0163112826708077,0.102560087301718,0.049722087715652,0.0103591619503148,0.0675564476374056,0.26545509522248,0.0964757515224075,0.0482283858750393,0.262589845639136,0,0.0405971262040904,0.487610802776211,0.066229960587221,0.0964242895417078,0,0,0.0369341056773539,0.0480435157733966,0.00924133607260863
"CD24",0.127173392993639,0.468396888954352,0.00112880276483749,0.138994995917529,0,0,0.000726917915843678,0,0,0.0412729482697609,0.0403066790387002,0.00267451690934211,0.00131684069401465,0.113797159051557,0.390593090378572,1.36208788272471,0,0.0379104061143163,0.974117515308494,0.0016317929988828,1.40744519722678,0.0699013755576058,0.0013852309975912,0.0240587203287161,0.00881730210130243,0.0448971882555813,0,0.236437626949483,0.583128529156497,0.00728812815416848,0.00107852623557347,0.0188336540806425,0.00474818053483314,0.0022018896237184,0.0223262135650489,0.0155280616811813,0.00380658561259676,0,0.082418682497908,1.05664032431746,0.80292364506666,0,0.118027772628419,0.00353398186973935
"CD244",0.00183209141460098,0.0116743881941702,0.124777742202535,0.0112879000901326,0.00280207520637982,0.0278754100628161,0.0054261787022623,0.0131757244565732,0.00386562244915877,0.0681562584723973,0.00355716484456532,0.00681574934970215,0,0.016938710390008,0.00124868976647435,0.00135030766756083,0.354143066550379,0.00460757974606013,0,0.157537993019292,0.000460318864677929,0.00204058190679828,0.0178127764936201,0.0106656330309729,0.081205685739079,0.00637719287309887,0.0527768630464016,0.0112565866843156,0,0.22981010162432,0.0474705711359879,0.00194823917997119,0.00841309145309465,0.0448499145348497,0,0.0673476567367652,0.00645077066595381,0.100931580618921,0.018627878385406,0,0,0,0.0965167856085171,0
"CD247",0.0120277995389211,0.096414851769343,0.796647195591369,0.115835949346271,0.720394779844294,0.698671544310358,0.000489858963776059,0,0.793988789795099,0.433692290476825,0.00269976042322543,0.000403355579024432,0.837271066184822,0.673482156410854,0.00127955755886259,0.00208630609655838,1.55255939204512,0.00295631373150624,0.00224022675069152,0.703594864710355,0.00482460751417798,0.00153793774784441,0.000898001549831184,0.0232498455686372,0.00381084180570486,0.00112634363500758,0.844059742615559,0.19434418876024,0.0542130768470738,1.28201018552289,0,0.889304977015523,0.00344131479889516,0,0.00166644186467651,0.249788595253997,0.0244355423150167,0.667843656146938,0.164283910108016,0,0.00603268040384313,0.00731478157854397,0.50470091490875,0.0110144554769364
"CD27",0.0123538079315084,0.0801754583324512,0.694758009308855,0.092814007496493,0.47134445287938,0.546087968808747,0.00039007876785241,0.000580077661960161,0.771919400605232,0.483934872409404,0.00297960662510834,0.00131632698228987,0.516348368791192,0.571668872797047,0.0129822563281015,0.00895571290881307,0.0652028546660077,0,0.0100745343656262,0.673013029219203,0.00377386667478733,0,0.000898001549831184,0.0187118202650282,0.00344071882754157,0.00372977451179201,0.411362393868091,0.175966978543117,0.391390866366093,0.152574973568699,0,1.26794686169251,0.00695195584082482,0.00281686802416609,0.582209822286471,0.223755902768283,0.0384885233707793,1.14918189117441,0.104440621841175,0.318679884417421,0.0129848740426243,0,0.0409081284756905,1.150741050041
"CD274",0.0064111409806349,0.0025105157649788,0.00707080641709969,0.0248851889812377,0.0269720735995836,0.0115647696274229,0.113130671452094,0.229944719631976,0.0109998519623719,0.00989918605059988,0.0401965143743843,0.00920556408649657,0.0104725245949296,0.0119833646635733,0.0012277190274958,0.00361080975217705,0.0111804638325816,0.00496476513592008,0.000311950505000674,0.0129874081699578,0.00410166396153536,0.0162589993069093,0.00301534332803954,0.0440377906713933,0.00165291097335618,0.00740822015097128,0.013380282263499,0.0274216254706898,0.00339513453414848,0.0102022439721227,0.00268471989746877,0.0183697415295765,0.0507449414956639,0.254584233555355,0.0072985199439105,0.0633936365958249,0.0131103444012498,0.0364093959442628,0.0554870970371265,0,0,0.747671841100962,0.0180227096680613,0.013054296533946
"CD276",0.177953468136611,0.0631898098172581,0.00070667205502631,0.106118188840765,0.00191726169090219,0.000708218256653975,0.207590765097281,0.0848407128043806,0,0.00172955836984805,0.142418703390886,0.235130339293804,0.00109518348652032,0.00646993809662631,0,0.0449530023478671,0,0.24848068418902,0.0204305318267576,0,0.0557440005045862,0.104261412673712,0.0735913777364744,0.245962311378104,0,0.227687861147016,0.00371343788494829,0.133771935920233,0,0,0.0438677283353779,0.00340448667787425,0.3877274709005,0.0655510560535179,0.00559045642939457,0.00894745351139851,0.0129869530131994,0,0.0253012063186962,0,0.00863209307961049,0.0160654385687001,0,0.00353398186973935
"CD28",0.00492938809240886,0.0271852446070635,0.115135456841294,0.110988290982319,0.260585927255621,0.222274786588743,0.188288765053873,0.0331059610346244,0.350485090281403,0.126153353024068,0.120726813283824,0.311784305790839,0.286029502110224,0.180170266035086,0.00286499110913089,0.00231488493534675,0.0122387595654715,0.116949799889226,0.000933166546998127,0.0672381078169739,0.0040004353631254,0.170383912699409,0.0582080229066411,0.13028433845235,0.00204141165798858,0.118228450237246,0.201818432875204,0.0960955479410621,0,0.00984525439923302,0.00729239654567903,0.304948450496294,0.154883286122479,0.00194168730916604,0.00773078405261074,0.0679088996373014,0.00856485687679938,0.0841065639315732,0.053932880694001,0,0,0,0.0204192005556788,0.00410203863667442
"CD320",0.187554868289799,0.199543450048644,0.195694091437369,0.0594040202742964,0.236119343666712,0.101805401436261,0.017315483110426,0.0358549570252774,0.195191321972743,0.108266951738508,0.0356705310902667,0.00713822099120074,0.13473312971935,0.154439546096953,0.0642742763766292,0.17842446618866,0.194161335097031,0.0171517059786015,0.108729097822424,0.167280526312885,0.208004072435117,0.0293655838503761,0.0612516561787869,0.0671243245141868,0.010239697903078,0.0210350055583698,0.148460002204513,0.155250045034086,0.0799363266809533,0.151111800028046,0.0118384434189067,0.32572992559898,0.0469262439146897,0.00932096575045609,0.103714503404624,0.0830779339862131,0.0513563908187796,0.194896803958127,0.183651478988358,0.0956162716537496,0.122016961885602,0.0071486339547321,0.190322169454586,0.623993052094356
"CD34",0.0951066154457257,0.216326903403004,0.00138468862894819,0.0100750560178588,0,0,0.00677505087629152,0.00317504404584623,0,0.00368055558812334,0.0049276781732976,0.00125525019812312,0,0.00582099575642024,0,0.00702726916790468,0,0,0.00858656360962326,0.00177316007380398,0.0126118929797072,0.00896402641105102,0,0.00547581455821689,0,0.00148742109564708,0,0.0482505412003174,0,0,0,0,0,0.00268053217853959,0,0,0,0,0,0,0,0,0,0
"CD36",0.054156434214957,0.0156342466750133,0.000404650732527399,0.138768841498618,0.0009163798176404,0.00224621667900075,0.4558704604026,0.890670600185504,0.000805861915253252,0.00165346919134115,0.0384291183940152,0.139060499369384,0.00137024710039223,0.0023720959991575,0.00329586870936378,0.00621633787275834,0,0.0308447056619948,0.0010666720149892,0.00145933294778956,0.0107412820253444,0.299746192301333,1.03164456829503,0.146337770980546,0.913619085617239,0.0292129170997795,0.00245219950362096,0.129759223675234,0.00237059556372276,0.00364398156441021,0.146258780967947,0,0.224444493305533,0.121426252855372,0.0054221767473404,0.488525551977084,0.0930433499662204,0,0.390606838507659,0,0,0.0294661836251706,0,0.00915526177460855
"CD3D",0.0306023339682668,0.211126845829744,1.86344036227557,0.256690645430264,1.62669080569841,1.62236427479737,0.00151455859672803,0.000631516705967529,1.53518227701878,1.49113299196498,0.00160956906707761,0.00059369377561041,1.3127347916902,1.23038647739024,0,0.0138792854349785,0.935665697808619,0.00530834133310421,0.0071379974154413,2.04142176154321,0.0177053795669366,0.00100836144631898,0.00264897428525256,0.0465167427265337,0.00761535665184548,0.00304902590988195,1.6091157470068,0.363338398038853,0,0.122967773069067,0.0136348899133351,1.77304713706855,0.00886862314485488,0.00172139365734191,0.0182861880061044,0.481085438863912,0.0714202495651164,2.1692571308914,0.335248042515798,0.0144057002723412,0.0129848740426243,0.0215804156600779,0.188307681003891,0.00593537307031484
"CD3G",0.0127643206020141,0.127339788822273,1.15432179197894,0.145584992358955,0.957860531913531,0.942452908552488,0.000506305944051469,0,1.00292471264814,0.631562318224444,0.00221049558446446,0.00144895824542579,0.739515127964589,0.775377610003304,0,0.0147098527296704,0.576564687238431,0,0.0052429800461115,1.18656648570913,0.00853997812368734,0,0,0.0245292693250062,0.0013796369839906,0,0.874775526719824,0.219870081375449,0,0.0446337600447559,0.000889457488785665,0.86066947712135,0.0038093526216414,0.0045185313251684,0.00331052049365499,0.309771118022567,0.0348860150342808,1.04662779366472,0.171172350931274,0,0.0110354859653352,0.00652831991587198,0.086575899326296,0.00349515536782528
"CD4",0.0586040658614353,0.0456663450651996,0.0678818202890943,0.473579192665703,0.525363039199038,0.137532132300406,1.06888886639127,0.81223678802661,0.518284670752544,0.116112601415217,0.891301664594479,1.06936417885603,0.284641901490827,0.190196038905774,0,0.0224051529530565,0.0139508709022376,0.660942247663931,0.0109746478020769,0.0225877673705242,0.0269008930794396,0.703907615361896,0.457004394347841,0.867094361366759,0.606264890182661,0.78813027676304,0.0361949674220717,0.433401875621517,0.00706554765060694,0.0082315567251244,0.733010471429364,0.50925861030846,1.05690529633826,0.73121267136972,0.00719318319185807,0.597806177561225,0.371555114024565,0,0.809161269350104,0,0.00762314675052156,0.314964681938201,0.00990700448732229,0.0123247012662819
"CD40",0.148687903528139,0.0777632310424476,0.00598376135468751,0.161518728215715,0.0042755802907683,0.00763052168024469,0.271832965464783,0.290774986819502,0.00444739176072681,0,0.343458065901809,0.214512702138584,0.00100685932736207,0.033243069381894,0.45593093586697,0.228733103896528,0.0180802002867253,0.252948529567669,0.0684499576521007,0.00241406173962396,0.197975783241155,0.121222171361709,0.135457594702942,0.200227374097001,0.0284505427731119,0.350113774832635,0.00994682994126428,0.257385978484057,0.505537643043756,0.00922402714168514,0.182744999131956,0.0261621973666863,0.409241694458262,0.659926298706493,0.0909085144405698,0.18512903044235,0.84230287867268,0,0.228385968663026,0.426852195345002,0.220774948583458,1.352762679511,0.0242459159048732,0.108632039619554
"CD40LG",0.00298936301324434,0.0136216698188787,0.0530382933932513,0.0165441285935356,0.281218663037529,0.0318262496178194,0,0,0.391310636634021,0.208877844817174,0.000538980337669384,0,0.0694919232793158,0.135730970856571,0,0.00240271112137762,0.00783013301948017,0.00161714815774582,0,0.0120590456379599,0.00335253951936662,0.00116500385741835,0,0.00329127611513827,0,0.00213885372220622,0.165770121698296,0.0300686578587709,0.00370064945923059,0.00678038001755201,0,0.0301951437073842,0,0,0,0.019332827295549,0.0041860460409433,0.0610967776336377,0.0195154615307877,0,0,0,0.0863846927393824,0
"CD44",0.257257643189934,0.265533523629421,1.14572248441719,0.784275320728219,1.13303519654019,1.23569819238947,2.12725378473807,2.3522579235153,1.15501162881976,0.843890027998883,0.914471686091273,1.41858222996478,0.823871437735372,0.846784311352677,0.461008429003618,0.150673254013164,0.748609347330022,0.955084335043455,0.151490835492413,1.25662138258068,0.357606161001,0.415680950297281,1.69127452610134,1.24135859385907,1.59180565245108,0.682725676837858,1.0072665402038,1.00621408281185,0.745922198552211,1.16581949113362,1.1285255537671,1.03625756325906,0.938886680303939,1.58903157363091,0.449467619641797,1.67055433658457,0.694341120938139,1.16476174310539,1.04189952810217,0.539081570417989,0.049360954555233,1.18782277871766,0.640057033113303,0.704061830013118
"CD46",0.371877013967078,0.259636539989479,0.322600238997313,0.311949111844237,0.346291918422162,0.316805423613592,0.236703709875804,0.233149742377741,0.35808214467165,0.26099223936092,0.298146113543371,0.322387584141618,0.229747947811677,0.340584570031392,0.215166944513254,0.857721710172003,0.306804584384632,0.262772156097991,0.230270427272977,0.288213209086492,0.866193975373205,0.277486253693599,0.239119911640498,0.279519603724791,0.481584288541136,0.31722767137867,0.319877807097014,0.365509477945299,0.242574061969663,0.337111669917803,0.300485872484518,0.305734224360408,0.407257764685396,0.245375880474652,0.110409340432319,0.46233909814007,0.317912986506894,0.352443287328171,0.340078631944932,0.162526448585302,0.652634415442986,0.438173585893014,0.375253456693032,0.180701090934781
"CD47",0.433362731502555,0.227889916647195,0.566346693102127,0.304899104314741,0.634178055378999,0.574732609126763,0.617168361311204,0.673390890016758,0.580636362552376,0.314785754005244,0.323696785611324,0.368899372921857,0.52730020185382,0.36460374335405,0.532972459234687,0.36552876947282,0.587581526064698,0.318851430968676,0.152544823060586,0.557405580946693,0.40767160608396,0.238748138348485,0.560061231092742,0.537309939384286,0.257791160396891,0.413842019982665,0.506447273630458,0.551003677113786,0.524185333228557,0.378738749314142,0.584418571011084,0.585566277171182,0.620131513363547,0.367570619462697,0.174815735078862,0.622214381710855,0.619479344119921,0.573692847204797,0.549521656454332,0.200495866307774,0.255675529865946,0.496543147955156,0.307527122062654,0.70800578853591
"CD48",0.0222371974670973,0.0991596138019669,1.04117329731735,0.365438882051918,1.14602244558572,0.884395616943262,0.24992448429371,0.460995849005427,1.44504095174291,0.814819356323435,0.409807720490401,0.190586553291609,1.0591826326652,0.915128084354299,0.659634330309036,0.00949913026906642,0.844039576733657,0.361319594815414,0.00694738455274884,0.91659750909973,0.0171667141413342,0.109618473013681,0.450207229083323,0.410599964065342,0.92393279268609,0.45084927132786,1.15132784538322,0.537394515047846,1.05833370768084,0.717480333336078,0.70480228648211,0.704053553986544,0.624280908939805,0.685131807469113,0.0579081504157638,1.0115905836736,0.850864194190652,0.875249405987281,0.720259247635289,0.686499577491107,0.0378055754745165,0.06407772244169,0.497994222365175,0.690150886419331
"CD5",0.00637408720917045,0.065105016710721,0.541324235343209,0.0701416704865516,0.719651156021707,0.661113725688244,0.00175256574942905,0.00123496245759625,0.672712595494704,0.288645841002368,0.00284351100539483,0.00168578778831971,0.57265969318936,0.363223254242334,0.0444986730631607,0.00478422759272245,0.0580836252798786,0,0.00177022093278766,0.486980928401137,0.00315439469378761,0,0,0.0165822089391443,0,0,0.392282187868891,0.116864518787235,0.0136068738302889,0.0226019087971027,0.0897432359879021,0.522686886982552,0.00099037727535063,0.122283949625515,0.00323131584971977,0.178956245324827,0.0199117990789897,0.367781682628755,0.126843475499157,0.0333073283265933,0,0.123700652989603,0.00990700448732229,0
"CD53",0.0307445467507732,0.141852511587585,0.995727846631905,0.625354684520221,0.953893649702177,0.794095171473021,0.809679204899515,1.00313156162278,0.836008655424913,0.685032841994378,0.80974636115971,0.861902292104385,0.69113486650488,0.600940085260429,0.798683698125617,0.0215827557727786,1.14536649986218,0.948216088957534,0.0114740300494066,1.1312564816914,0.039618525070967,0.61038513590996,1.08264403132326,0.97702986499413,0.602600768786622,1.25090288791976,0.951953876268171,0.710651588766225,1.03047456993623,0.945422583306869,1.29557298730139,0.99677015062427,1.17508393719743,1.40368589195395,0.267960344329543,0.991169575904351,1.00273371007554,1.05108775486218,1.11970946591683,0.845435096540079,0.0131011287662474,0.342769086028209,0.780010741382402,1.01351774203278
"CD55",0.279316382415435,0.195726790753837,0.321727141797485,0.282959725526665,0.488703894183146,0.459191603167009,0.307357149169308,0.467138866927566,0.566458926045605,0.165143967894859,0.237293060810822,0.52686634659621,0.847253650145326,0.58497943060054,1.077006841816,0.805844881467021,0.372950969744782,0.152133605721291,0.186802744108493,0.219199121878537,0.746898947201282,0.177435687305137,0.662257553528558,0.254964471814298,0.664627180259725,0.120307788797427,0.440862942386027,0.577947956835008,0.787093602364471,0.361172580467439,0.641673808985584,0.381352027247146,0.214160978574046,0.473147957976534,0.234872595587626,0.723059678443804,0.561286233628412,0.0419434120999541,0.467811464255892,1.0036051382657,0.383400124209211,0.48244357840329,0.127264560859286,0.474948352958641
"CD58",0.0839760558198304,0.0793481682988917,0.214011913798673,0.168621655181012,0.205338621266664,0.176083570935402,0.256755767968172,0.361279532176746,0.132714800877955,0.186310865464476,0.217404416050448,0.23376135850521,0.0582980701389606,0.0846088215583244,0.0263443640882298,0.0378177132700787,0.216510875984993,0.306557622615085,0.0172623783966262,0.274784878057328,0.0413699115767115,0.104893210625541,0.32753661348932,0.3124517495016,0.186347099591036,0.392976478409277,0.177865547237813,0.167573754067149,0.102189204244757,0.219380076659242,0.351018268883152,0.288593091217428,0.331267331580391,0.988662305083911,0.0201036687472966,0.34144631946866,0.301649503390673,0.239751535666289,0.281951951185842,0.112746179734665,0.0548047111847486,0.389324494978423,0.189373815280934,0.142709943184885
"CD5L",0,0,0,0.000987828779159057,0,0,0.0073560864581688,0.00394317210634963,0,0,0.00248280393755138,0.00424103776571397,0,0,0,0,0,0.00196854553432446,0,0,0,0.00236815870805118,0,0.00276915925021093,0,0,0,0.000845466743868334,0,0,0,0,0.00156788569702661,0,0,0,0,0,0,0,0,0.0129653721107735,0,0
"CD63",2.42153221522681,0.96700693182413,0.846750057389745,1.47413354418751,0.610947620841347,0.611843146669376,2.17804324978904,2.12106112111478,0.332511425994365,0.587954592877646,1.99766479433893,2.09979463333712,0.244179835661421,0.596524770103552,0.148637353915513,1.88767337081777,1.43379330851847,1.86990500500463,0.819709421995847,1.30667366624512,1.67696768720093,1.81189007195944,2.14998813149049,2.11628415881446,1.00274123234591,2.40945263286909,0.815698966833079,1.73238662177099,0.412372964825557,1.88501508415885,1.69343851874042,0.529948545075365,2.67428539375647,1.6178645449446,1.10394222107139,1.35071889417692,1.36054835101498,1.40029446360776,1.10557752373753,0.19303958495803,1.75257861975601,1.37718115882569,1.68555652552435,0.724118568581678
"CD69",0.0662664941700026,0.276443130262083,1.98900739185036,0.546191275323769,2.68349258772477,1.90831301627148,0.028954199886313,0.0316591054837805,2.02269868438274,2.30737405689178,0.413956711141649,0.0613402280555321,1.77583694449008,1.38336612781335,1.31362772784449,0.0413824533859191,1.740587650938,0.74173137827255,0.0327306738507711,2.32830354973839,0.0781129390358486,0.154612695102301,0.204954122228046,0.499160406935732,0.0262283535197462,0.582734918681383,2.63766180588575,0.910110796625097,1.20373340594752,2.05958651743305,0.503639232891338,1.61328642553739,0.359466969183548,0.11922347173911,0.0711073370291521,0.866572849188116,0.193089023081749,2.20520144532385,0.801898088619841,2.17141550064053,0.0671524456976518,0.039843130245146,2.29299714414111,0.421802797564989
"CD70",0.00383191251962409,0.0307556099810514,0.082669958320257,0.0192705746353102,0.100515461213193,0.129652396545297,0.00235623680651193,0.00787451166648358,0.032212439355433,0.0983520594983342,0.00651417923266879,0.000367483048513174,0.00913146565925047,0.02624438367507,0.0555251405055059,0.00354959093012806,0.0246566672758867,0.0127327666447973,0.00413508492447396,0.067065261228277,0.00128356156976968,0.00260542740362251,0.00154591656396544,0.009579297477649,0,0.00367416972267473,0.151416675428571,0.0866555578797856,0.426155104811844,0.0522203991529339,0.0207343290831195,0.355450634569476,0.0114826609811467,0.138161906258671,0.0356661443192773,0.0289718339069482,0.00492411526883779,0.454040873326437,0.04764852785563,0.479975281467789,0,0.071475027581637,0.0345234028350829,0.213826129633546
