cluster,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,gene
"Cycling_like__B_harmony_sample__0",2.97023272656969e-21,3.61416529677077,0.439,0.158,9.96156651836944e-17,"HES1"
"Cycling_like__B_harmony_sample__0",3.695276949905e-10,3.2657749862703,0.202,0.051,1.23932198345914e-05,"EMX2"
"Cycling_like__B_harmony_sample__0",4.45255149963069e-10,2.98474831975324,0.246,0.085,1.49329672194614e-05,"C19orf33"
"Cycling_like__B_harmony_sample__0",2.47624001721111e-09,2.92378286455136,0.243,0.09,8.30481376972261e-05,"IGFBP2"
"Cycling_like__B_harmony_sample__0",1.29054715180677e-06,2.88501292245611,0.206,0.09,0.0432823703772953,"S100A13"
"Cycling_like__B_harmony_sample__0",5.29766824756602e-07,2.48245354463958,0.212,0.09,0.0177673197686869,"DMKN"
"Cycling_like__B_harmony_sample__0",1.49189611198084e-06,2.35344594321311,0.221,0.099,0.0500352118036135,"CRABP2"
"Cycling_like__B_harmony_sample__0",4.15347977208895e-05,2.33749760000522,0.237,0.141,1,"POLR2I"
"Cycling_like__B_harmony_sample__0",0.000370123198044609,2.31623247590523,0.202,0.121,1,"FXR1"
"Cycling_like__B_harmony_sample__0",0.000380730141598071,2.26074338841661,0.212,0.132,1,"IMPDH2"
"Cycling_like__B_harmony_sample__0",2.44145897807461e-17,2.22941262910355,0.595,0.465,8.18816512066664e-13,"COX6B1"
"Cycling_like__B_harmony_sample__0",1.3362718175063e-05,2.22035416319075,0.234,0.127,0.448158842155263,"SNCG"
"Cycling_like__B_harmony_sample__0",2.91437016640296e-06,2.21271708208069,0.277,0.163,0.0977421466408225,"ATOX1"
"Cycling_like__B_harmony_sample__0",6.47316474873555e-09,2.21198816946582,0.355,0.214,0.000217096999343093,"CD24"
"Cycling_like__B_harmony_sample__0",0.00239361919209667,2.19788421084555,0.343,0.293,1,"IGLC3"
"Cycling_like__B_harmony_sample__0",0.00217307622529059,2.08950567656106,0.218,0.152,1,"ID1"
"Cycling_like__B_harmony_sample__0",0.000506158258975399,2.05712945516693,0.274,0.206,1,"RCN2"
"Cycling_like__B_harmony_sample__0",9.30778044465962e-14,2.03882345079072,0.511,0.372,3.12164340552995e-09,"ATP5MD"
"Cycling_like__B_harmony_sample__0",3.49007676877402e-06,2.03613587580306,0.389,0.313,0.117050194671143,"NDUFA13"
"Cycling_like__B_harmony_sample__0",2.27668221195962e-33,1.98583142671473,0.738,0.549,7.63553680247018e-29,"GSTP1"
"Cycling_like__B_harmony_sample__1",1.13335333747343e-12,3.6865302659077,0.208,0.042,3.80104042321841e-08,"CCR7"
"Cycling_like__B_harmony_sample__1",1.0966654767283e-22,3.2145053847412,0.35,0.064,3.67799667585138e-18,"GZMK"
"Cycling_like__B_harmony_sample__1",3.89586364160825e-12,3.19876939303833,0.248,0.069,1.30659474812258e-07,"KLRB1"
"Cycling_like__B_harmony_sample__1",1.27123611842452e-10,2.49197871573754,0.279,0.102,4.26347169397216e-06,"CST7"
"Cycling_like__B_harmony_sample__1",1.70753380086427e-07,2.49149355969029,0.212,0.082,0.0057267268613386,"IL7R"
"Cycling_like__B_harmony_sample__1",1.67155141682948e-10,2.4893900918918,0.212,0.056,5.60604914176273e-06,"PIK3R1"
"Cycling_like__B_harmony_sample__1",1.09189666679783e-11,2.4737071440558,0.243,0.067,3.66200304110657e-07,"AC058791.1"
"Cycling_like__B_harmony_sample__1",1.76670248164936e-08,2.42172267078862,0.235,0.091,0.000592516678295564,"FYN"
"Cycling_like__B_harmony_sample__1",8.40476114906714e-53,2.34974942320637,0.876,0.373,2.81878879417414e-48,"CXCR4"
"Cycling_like__B_harmony_sample__1",1.24245240861696e-06,2.34934255545403,0.204,0.084,0.0416693688801954,"EVI2A"
"Cycling_like__B_harmony_sample__1",1.50707083242894e-10,2.34558522689505,0.265,0.093,5.05441415780018e-06,"PIK3IP1"
"Cycling_like__B_harmony_sample__1",2.72880851401201e-12,2.3254320023148,0.354,0.138,9.15187799429349e-08,"CD69"
"Cycling_like__B_harmony_sample__1",5.37547149915718e-18,2.32150157474172,0.407,0.136,1.80282563138733e-13,"YPEL5"
"Cycling_like__B_harmony_sample__1",8.22809217659424e-10,2.32103481611338,0.243,0.082,2.75953755418617e-05,"CITED2"
"Cycling_like__B_harmony_sample__1",4.0311555977561e-23,2.25584010397345,0.531,0.182,1.35196896437544e-18,"CCL5"
"Cycling_like__B_harmony_sample__1",2.95682739156654e-34,2.18874760595924,0.73,0.311,9.91660770583587e-30,"TSC22D3"
"Cycling_like__B_harmony_sample__1",2.43548669854115e-55,2.18244257216373,0.925,0.433,8.16813528956732e-51,"BTG1"
"Cycling_like__B_harmony_sample__1",3.66893318041229e-15,2.10150852198725,0.398,0.156,1.23048681004668e-10,"BIRC3"
"Cycling_like__B_harmony_sample__1",3.41231428302133e-08,2.083163343061,0.27,0.12,0.00114442196423969,"RNF19A"
"Cycling_like__B_harmony_sample__1",1.43215839184597e-07,2.07680482279536,0.23,0.093,0.00480317281457301,"IDS"
"Cycling_like__B_harmony_sample__2",5.68803434496282e-32,3.12644179861395,0.326,0.016,1.90765295861363e-27,"ASF1B"
"Cycling_like__B_harmony_sample__2",1.8032213858419e-19,2.9141391985742,0.24,0.022,6.04764388383656e-15,"CTLA4"
"Cycling_like__B_harmony_sample__2",5.09001067358437e-21,2.89582456233124,0.248,0.02,1.70708777970673e-16,"CD79B"
"Cycling_like__B_harmony_sample__2",5.78132725755971e-25,2.82360503747974,0.403,0.062,1.93894153564038e-20,"GZMB"
"Cycling_like__B_harmony_sample__2",2.16587280945888e-23,2.74907745840082,0.248,0.015,7.26390422836319e-19,"CNTRL"
"Cycling_like__B_harmony_sample__2",1.83409305956508e-26,2.72181971603422,0.302,0.022,6.15118130316936e-22,"ASPM"
"Cycling_like__B_harmony_sample__2",1.54482868326588e-21,2.68848550431707,0.24,0.016,5.18104643793711e-17,"TSPAN5"
"Cycling_like__B_harmony_sample__2",9.50054872719324e-36,2.68416792598923,0.465,0.049,3.18629403212607e-31,"TNFRSF18"
"Cycling_like__B_harmony_sample__2",4.94718008377675e-20,2.60759235409395,0.256,0.026,1.65918525649705e-15,"GNLY"
"Cycling_like__B_harmony_sample__2",2.81875216963258e-25,2.58884414736827,0.31,0.027,9.45353102651375e-21,"IL2RA"
"Cycling_like__B_harmony_sample__2",2.92408186880256e-40,2.57226521763143,0.512,0.048,9.80678577159004e-36,"RRM2"
"Cycling_like__B_harmony_sample__2",5.4752568693896e-49,2.55461251954091,0.628,0.06,1.83629164885588e-44,"MKI67"
"Cycling_like__B_harmony_sample__2",7.38313042560182e-34,2.53258845180413,0.372,0.024,2.47615428213834e-29,"CLSPN"
"Cycling_like__B_harmony_sample__2",7.31043033753909e-30,2.53197496797857,0.318,0.018,2.45177212660386e-25,"CENPN"
"Cycling_like__B_harmony_sample__2",1.45623070509948e-21,2.52616122425158,0.24,0.016,4.88390653876263e-17,"ATAD2"
"Cycling_like__B_harmony_sample__2",9.44868751836127e-21,2.50331212645482,0.24,0.018,3.168900819908e-16,"CDKN2D"
"Cycling_like__B_harmony_sample__2",2.30188862552478e-21,2.47643741137543,0.271,0.026,7.72007407228502e-17,"LINC01943"
"Cycling_like__B_harmony_sample__2",5.71664745678728e-29,2.44421302549522,0.62,0.141,1.91724922405732e-24,"HIST1H4C"
"Cycling_like__B_harmony_sample__2",2.43380352626146e-19,2.3099937691476,0.248,0.024,8.1624902663757e-15,"MYO1G"
"Cycling_like__B_harmony_sample__2",9.85850224174118e-20,2.26933839931139,0.225,0.016,3.30634448183516e-15,"CBFB"
