"source_group","target_group","ligand","receptor","score","ligand_avg","receptor_avg","ligand_pct","receptor_pct","lr_pair"
"Myeloid_Interferon-Responsive Myeloid","CNV_Subclone_02","TNFSF12","TNFRSF12A",0.195050708770738,0.650650073926053,0.771091316506126,0.654676258992806,0.593837535014006,"TNFSF12 -> TNFRSF12A"
"CNV_Subclone_04","Myeloid_Macro-C3/CX3CR1","HSP90B1","TLR4",0.190514807742784,1.95193574241106,0.363773917959682,0.95004995004995,0.282413350449294,"HSP90B1 -> TLR4"
"CNV_Subclone_02","B_Early-PC_MS4A1low","CDH1","ITGB7",0.186957321331023,0.487579779895141,0.906273531682292,0.515406162464986,0.82089552238806,"CDH1 -> ITGB7"
"Smooth_muscle_cells","CNV_Subclone_02","DCN","ERBB4",0.183945417147072,2.23468116377403,0.303358609717828,0.772891808553425,0.351073762838469,"DCN -> ERBB4"
"Myeloid_Macro-C3/CX3CR1","CNV_Subclone_02","APOE","LRP1",0.18343247082584,4.09195737669252,0.189185279884369,0.957637997432606,0.247432306255836,"APOE -> LRP1"
"Smooth_muscle_cells","CNV_Subclone_02","FBLN1","ITGB1",0.182658419359981,1.2625086934592,0.478860108047156,0.603700227912589,0.50046685340803,"FBLN1 -> ITGB1"
"CNV_Subclone_04","Myeloid_cDC2","ERBB3","AREG",0.181259822933475,0.266465094565602,2.06840225895165,0.380619380619381,0.864042933810376,"ERBB3 -> AREG"
"Myeloid_cDC2","CNV_Subclone_04","AREG","ERBB3",0.181259822933475,2.06840225895165,0.266465094565602,0.864042933810376,0.380619380619381,"AREG -> ERBB3"
"Smooth_muscle_cells","CNV_Subclone_02","COL6A2","SDC4",0.175875005226315,2.48889309542183,0.256420661851469,0.891674487196675,0.30905695611578,"COL6A2 -> SDC4"
"Myeloid_Macro-TIMD4","CNV_Subclone_02","C1QB","LRP1",0.17539679432124,3.78767779472614,0.189185279884369,0.989247311827957,0.247432306255836,"C1QB -> LRP1"
