"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
0,3.49609503434235,0.287,0.042,0,"2","TGFB1"
0,2.46855541363856,0.2,0.061,0,"2","BRD9"
0,2.15999459681611,0.355,0.132,0,"2","AAK1"
0,2.0351702649425,0.318,0.142,0,"2","AC114760.2"
0,1.88175187698744,0.303,0.117,0,"2","LTB"
0,1.73677908467258,0.496,0.293,0,"2","AC058791.1"
0,1.63836780225187,0.297,0.184,0,"2","C1orf56"
0,1.59487672666788,0.206,0.121,0,"2","CDV3"
0,1.47488743119386,0.221,0.121,0,"2","PRMT9"
0,1.45809742843641,0.228,0.116,0,"2","CRYBG1"
0,1.45647773107066,0.261,0.139,0,"2","SOCS1"
0,1.44770979775251,0.218,0.093,0,"2","SCAND1"
0,1.43418179247288,0.312,0.174,0,"2","LINC00513"
0,1.34796122676294,0.219,0.125,0,"2","RCAN3"
0,1.34171352524528,0.213,0.123,0,"2","IKZF1"
0,1.3416284068382,0.253,0.153,0,"2","SMCHD1"
0,1.34128574928672,0.403,0.246,0,"2","CD3G"
0,1.31030724368771,0.307,0.188,0,"2","ARGLU1"
0,1.29140279884128,0.297,0.173,0,"2","KTN1"
0,1.27168519030814,0.415,0.186,0,"2","MIF"
0,1.2521175861815,0.203,0.126,0,"2","ODC1"
0,1.24359272043911,0.266,0.18,0,"2","AC245297.3"
0,1.23410456697614,0.269,0.15,0,"2","C16orf54"
0,1.17319418991764,0.297,0.176,0,"2","RNF125"
0,1.16158449751394,0.345,0.228,0,"2","PDE4B"
0,1.15971453056843,0.21,0.133,0,"2","RNF213"
0,1.15431898235817,0.24,0.152,0,"2","AC026979.2"
0,1.12003855656063,0.253,0.187,0,"2","HIST1H4C"
0,1.11244091332322,0.304,0.223,0,"2","ETS1"
0,1.09541111977841,0.362,0.288,0,"2","TSPYL2"
0,1.08596396604843,0.235,0.15,0,"2","GTF3A"
0,1.08223507385329,0.25,0.165,0,"2","ANKRD28"
0,1.06880367029288,0.383,0.287,0,"2","LRRFIP1"
0,1.06738521288278,0.253,0.174,0,"2","PDE4D"
0,1.05074230429219,0.233,0.167,0,"2","EIF5A"
0,1.05069343596276,0.29,0.225,0,"2","FOXP1"
0,1.04228976722492,0.391,0.29,0,"2","FNBP1"
0,0.996792094403393,0.461,0.329,0,"2","IDS"
0,0.996269612067427,0.992,0.779,0,"2","RPL13"
0,0.993808478234417,0.387,0.253,0,"2","MT-ND4L"
0,0.986288243788395,0.28,0.221,0,"2","CHD1"
0,0.982656803959063,0.28,0.21,0,"2","EPC1"
5.06261699229071e-14,0.981649846976697,0.27,0.237,1.69790048687446e-09,"2","CDC42SE1"
0,0.979469860973579,0.402,0.305,0,"2","CNOT6L"
0,0.936159577012667,0.933,0.897,0,"2","MT-ND1"
0,0.934069641694659,0.515,0.403,0,"2","PPP2R5C"
2.20801155137451e-12,0.926976289860286,0.308,0.288,7.40522914099984e-08,"2","TRA2A"
0,0.922026332535259,0.206,0.158,0,"2","SLC7A5"
0,0.921083178473864,0.538,0.345,0,"2","KLRB1"
0,0.904862663264607,0.254,0.204,0,"2","TNRC6B"
0,8.28936242308658,0.318,0.004,0,"15","ACKR1"
0,8.25821774901057,0.341,0.002,0,"15","CCL14"
0,7.90834837752972,0.315,0.002,0,"15","VWF"
0,7.86521944418609,0.392,0.003,0,"15","ADGRL4"
0,7.43113111093915,0.217,0.002,0,"15","CXorf36"
0,7.3126759088937,0.54,0.008,0,"15","EMCN"
0,7.30545176167003,0.418,0.006,0,"15","PLVAP"
0,7.10957186206047,0.472,0.008,0,"15","AQP1"
0,6.96986288991305,0.343,0.006,0,"15","FLT1"
0,6.83100078781209,0.256,0.004,0,"15","CYYR1"
0,6.79707009489716,0.274,0.006,0,"15","CLEC14A"
0,6.78089011618348,0.296,0.004,0,"15","TSPAN7"
0,6.63564332716632,0.25,0.003,0,"15","NRN1"
0,6.57300894334107,0.476,0.012,0,"15","LIFR"
0,6.56490855557194,0.255,0.006,0,"15","RAMP3"
0,6.44182894775739,0.217,0.003,0,"15","TM4SF18"
0,6.37851483005622,0.373,0.01,0,"15","EGFL7"
0,6.34733124314597,0.242,0.004,0,"15","CLDN5"
0,6.21776991210119,0.363,0.006,0,"15","ECSCR"
0,6.12532914209791,0.246,0.006,0,"15","ESAM"
0,5.74509632764536,0.221,0.007,0,"15","CALCRL"
0,5.64223480115272,0.754,0.097,0,"15","TM4SF1"
0,5.58340432044855,0.446,0.035,0,"15","RAMP2"
0,5.29724275882458,0.561,0.034,0,"15","A2M"
0,5.2967552574878,0.381,0.039,0,"15","ENPP2"
0,5.22242158651291,0.393,0.016,0,"15","LMCD1"
0,5.17768764931468,0.336,0.017,0,"15","THBD"
0,5.16119899329837,0.263,0.017,0,"15","TMEM88"
0,5.15037309757511,0.234,0.015,0,"15","ABCG2"
0,5.12401594940668,0.514,0.039,0,"15","CAVIN2"
0,5.10231931438496,0.206,0.006,0,"15","HLA-DRB5"
0,4.97488709245713,0.289,0.019,0,"15","JAM2"
0,4.90611005760012,0.507,0.024,0,"15","PCAT19"
0,4.89631277001787,0.207,0.01,0,"15","PODXL"
0,4.87015524827192,0.29,0.014,0,"15","PALMD"
0,4.86195836388011,0.873,0.141,0,"15","IFI27"
0,4.80847412046526,0.213,0.018,0,"15","RND1"
0,4.69825667221492,0.256,0.019,0,"15","LEPR"
0,4.67269963581453,0.419,0.038,0,"15","LDB2"
0,4.66551959884908,0.21,0.01,0,"15","FAM107A"
0,4.54799846773533,0.23,0.017,0,"15","NNMT"
0,4.5388398896408,0.226,0.029,0,"15","HYAL2"
0,4.47730721914851,0.331,0.046,0,"15","SLC9A3R2"
0,4.45117976579861,0.353,0.056,0,"15","INSR"
0,4.41690416132776,0.215,0.016,0,"15","ARHGAP29"
0,4.3777834195721,0.211,0.026,0,"15","RCAN1"
0,4.36378142672141,0.398,0.041,0,"15","MEF2C"
0,4.2849488635222,0.267,0.023,0,"15","APOLD1"
0,4.28310422366027,0.383,0.032,0,"15","BCAM"
0,4.24789193646994,0.669,0.09,0,"15","CAV1"
0,6.75851431731721,0.207,0.002,0,"17","LYPD1"
0,6.16624891435204,0.326,0.01,0,"17","MMP7"
0,5.35929973570296,0.254,0.005,0,"17","KRT7"
0,5.0945877065687,0.204,0.007,0,"17","EDN1"
0,5.07550665754567,0.399,0.014,0,"17","MSLN"
0,4.96916461978545,0.235,0.008,0,"17","S100A1"
0,4.96328406005424,0.374,0.02,0,"17","TACSTD2"
0,4.86878777872692,0.58,0.024,0,"17","C19orf33"
0,4.81767386503131,0.367,0.014,0,"17","DAPL1"
0,4.1866353288486,0.248,0.012,0,"17","EHF"
0,4.18625247862381,0.284,0.013,0,"17","UGT2B7"
0,4.05585386079162,0.423,0.036,0,"17","KLF5"
0,3.97226297320614,0.514,0.057,0,"17","CLDN4"
0,3.96266031645865,0.933,0.232,0,"17","CLU"
0,3.95365913074337,0.202,0.016,0,"17","PARD6B"
0,3.91883619792904,0.233,0.017,0,"17","FGGY"
0,3.86325240587762,0.215,0.013,0,"17","ERP27"
0,3.71239148791378,0.386,0.025,0,"17","PART1"
0,3.66934400198241,0.377,0.033,0,"17","BCAM"
0,3.66491643174728,0.792,0.07,0,"17","CRISP3"
0,3.66237797857724,0.203,0.012,0,"17","TTYH1"
0,3.59995462796821,0.257,0.033,0,"17","ID4"
0,3.56647920458497,0.427,0.058,0,"17","SNHG19"
0,3.56028567795963,0.248,0.016,0,"17","CLDN10"
0,3.53971057116458,0.284,0.022,0,"17","MUC1"
0,3.37211029348577,0.619,0.066,0,"17","KRT8"
0,3.35528231463367,0.694,0.084,0,"17","KRT18"
0,3.23611492886543,0.466,0.062,0,"17","ELF3"
0,3.23278617730395,0.257,0.039,0,"17","ASS1"
0,3.20164685034577,0.271,0.026,0,"17","SOX17"
0,3.11562515559434,0.361,0.057,0,"17","INSR"
0,3.03597519995354,0.412,0.085,0,"17","USP53"
0,3.02141320499634,0.382,0.037,0,"17","FOLR1"
0,2.97779076634291,0.274,0.036,0,"17","C3"
0,2.80648663000009,0.207,0.031,0,"17","LRRC75A"
0,2.7548872206475,0.489,0.076,0,"17","DMKN"
0,2.72020020899442,0.43,0.097,0,"17","FBXO21"
0,2.67301427415609,0.457,0.091,0,"17","SLC40A1"
0,2.59358124790757,0.854,0.154,0,"17","WFDC2"
0,2.59162893573011,0.227,0.031,0,"17","CLDN7"
0,2.54377739370981,0.262,0.068,0,"17","AR"
0,2.49715133373445,0.351,0.095,0,"17","EMX2"
0,2.48645613656177,0.228,0.03,0,"17","EPCAM"
0,2.4180594889508,0.335,0.088,0,"17","ISYNA1"
0,2.4087846852941,0.346,0.075,0,"17","MYL6B"
0,2.40050220445846,0.516,0.099,0,"17","OVGP1"
0,2.39822783130797,0.21,0.055,0,"17","RND3"
0,2.37603185489522,0.289,0.064,0,"17","RAB13"
0,2.31737017728773,0.313,0.04,0,"17","ASRGL1"
0,2.3150411327237,0.255,0.038,0,"17","CLDN3"
0,6.14768814176583,0.213,0.009,0,"7","SFRP2"
0,6.11908561610915,0.43,0.067,0,"7","CFD"
0,6.00670916973151,0.307,0.014,0,"7","RARRES1"
0,4.9601079642121,0.489,0.054,0,"7","APOD"
0,4.71497404848119,0.341,0.025,0,"7","C7"
0,4.40733280396093,0.307,0.03,0,"7","SRPX"
0,4.31676483742815,0.211,0.02,0,"7","AC116366.1"
0,4.24109528917946,0.363,0.047,0,"7","MRNIP"
0,3.98233133471928,0.285,0.042,0,"7","CXCL12"
0,3.87881753943406,0.203,0.031,0,"7","NOVA1"
0,3.87090149497701,0.698,0.172,0,"7","GSN"
0,3.81522008325855,0.383,0.042,0,"7","ADH1B"
0,3.78326823374641,0.235,0.035,0,"7","PLEKHH2"
0,3.75483393929652,0.742,0.173,0,"7","MGP"
0,3.71992942555618,0.303,0.043,0,"7","PDGFRA"
0,3.69103785637563,0.399,0.056,0,"7","MAFB"
0,3.61843179674975,0.537,0.084,0,"7","COL6A2"
0,3.59471014413393,0.314,0.051,0,"7","ADM"
0,3.53050000760236,0.245,0.036,0,"7","CTSF"
0,3.50270536685625,0.515,0.092,0,"7","ADAMTS1"
0,3.45270722556052,0.602,0.104,0,"7","CYR61"
0,3.42552634048214,0.272,0.041,0,"7","ABCA8"
0,3.42250558682958,0.225,0.031,0,"7","C3"
0,3.40565663827167,0.558,0.056,0,"7","MTRNR2L12"
0,3.36012854141718,0.375,0.065,0,"7","PLPP3"
0,3.35290419045237,0.401,0.079,0,"7","DPT"
0,3.31318737124191,0.88,0.164,0,"7","FBLN1"
0,3.29477998222457,0.324,0.032,0,"7","MTRNR2L8"
0,3.28168553479468,0.225,0.038,0,"7","PLK2"
0,3.23597698215381,0.356,0.068,0,"7","AKAP12"
0,3.22028963162743,0.38,0.076,0,"7","NR2F1"
0,3.19690201151146,0.875,0.299,0,"7","EGR1"
0,3.18955224849265,0.627,0.128,0,"7","CCDC80"
0,3.18753260974155,0.339,0.072,0,"7","F3"
0,3.18201142565588,0.957,0.244,0,"7","DCN"
0,3.1805332262075,0.233,0.049,0,"7","LHFPL6"
0,3.16107286940091,0.266,0.057,0,"7","SSPN"
0,3.12458351106353,0.553,0.128,0,"7","HES1"
0,3.10619970358552,0.25,0.053,0,"7","GADD45G"
0,3.10050745551351,0.249,0.048,0,"7","RND3"
0,3.08811823330732,0.312,0.062,0,"7","MXRA8"
0,3.07897985097232,0.254,0.047,0,"7","RASD1"
0,3.07776442776201,0.2,0.043,0,"7","KANK2"
0,3.07525476559011,0.517,0.1,0,"7","LTBP4"
0,3.07384104657535,0.499,0.112,0,"7","SERPING1"
0,3.06586028465763,0.292,0.06,0,"7","LRP1"
0,3.05655714187526,0.442,0.085,0,"7","PLAC9"
0,3.00757208351334,0.302,0.059,0,"7","CTGF"
0,2.99309072000696,0.581,0.13,0,"7","SOX4"
0,2.96878188302204,0.774,0.163,0,"7","IGFBP6"
0,11.2405795646261,0.994,0.018,0,"25","CCL21"
0,9.61953074065538,0.686,0.003,0,"25","MMRN1"
0,9.42192585177816,0.226,0,0,"25","TBX1"
0,9.19129185307422,0.547,0.002,0,"25","PROX1"
0,8.30869871974669,0.289,0.002,0,"25","FLT4"
0,7.94141076288578,0.333,0.002,0,"25","LYVE1"
0,7.14302868005168,0.308,0.002,0,"25","GPM6A"
0,6.86625474514861,0.258,0.003,0,"25","SLC24A1"
0,6.67718132473085,0.333,0.004,0,"25","ROBO4"
0,6.56795350907918,0.434,0.007,0,"25","CLDN5"
0,6.4659935188807,0.604,0.011,0,"25","ECSCR"
0,6.3430778963909,0.296,0.007,0,"25","SMAD1"
0,6.32915795802712,0.478,0.01,0,"25","NRP2"
0,6.32710788302126,0.258,0.005,0,"25","LMO2"
0,6.28535087645575,0.409,0.006,0,"25","TM4SF18"
0,6.24992640813795,0.836,0.046,0,"25","CAVIN2"
0,6.24512400430645,0.296,0.005,0,"25","TIE1"
0,6.19083873261622,0.648,0.025,0,"25","PPFIBP1"
0,6.11318255282298,0.252,0.006,0,"25","LOX"
0,5.92393101976252,0.321,0.014,0,"25","EFNA5"
0,5.84387120630875,0.296,0.005,0,"25","MYCT1"
