patient_id,timepoint,cluster,n_cells,cluster_fraction
"P10","Pre-treatment","26",0,0
"P11","Pre-treatment","26",0,0
"P12","Pre-treatment","26",0,0
"P13","Pre-treatment","26",0,0
"P14","Pre-treatment","26",0,0
"P15","Pre-treatment","26",0,0
"P16","Pre-treatment","26",0,0
"P17","Pre-treatment","26",0,0
"P18","Post-treatment","26",0,0
"P19","Post-treatment","26",0,0
"P20","Post-treatment","26",0,0
"P21","Post-treatment","26",0,0
"P23","Post-treatment","26",0,0
"P24","Post-treatment","26",619,0.265323617659666
"P01","Time1","27",0,0
"P01","Time2","27",0,0
"P02","Time1","27",94,1
"P02","Time2","27",73,1
"P02","Time3","27",204,1
"P03","Time1","27",83,0.943181818181818
"P03","Time2","27",0,0
"P03","Time3","27",0,0
"P04","Time1","27",0,0
"P04","Time2","27",0,0
"P04","Time3","27",0,0
"P05","Time1","27",0,0
"P05","Time2","27",0,0
"P05","Time3","27",0,0
"P06","Time1","27",0,0
"P06","Time2","27",0,0
"P06","Time3","27",0,0
"P07","Time1","27",0,0
"P07","Time2","27",0,0
"P08","Time1","27",0,0
"P08","Time2","27",0,0
"P08","Time3","27",0,0
"P09","Time1","27",0,0
"P09","Time2","27",0,0
"P09","Time3","27",0,0
"P10","Pre-treatment","27",0,0
"P11","Pre-treatment","27",0,0
"P12","Pre-treatment","27",0,0
"P13","Pre-treatment","27",0,0
"P14","Pre-treatment","27",0,0
"P15","Pre-treatment","27",0,0
"P16","Pre-treatment","27",0,0
"P17","Pre-treatment","27",0,0
"P18","Post-treatment","27",0,0
"P19","Post-treatment","27",0,0
"P20","Post-treatment","27",0,0
"P21","Post-treatment","27",0,0
"P23","Post-treatment","27",0,0
"P24","Post-treatment","27",0,0
"P01","Time1","28",0,0
"P01","Time2","28",0,0
"P02","Time1","28",0,0
"P02","Time2","28",0,0
"P02","Time3","28",0,0
"P03","Time1","28",0,0
"P03","Time2","28",0,0
"P03","Time3","28",0,0
"P04","Time1","28",0,0
"P04","Time2","28",0,0
"P04","Time3","28",0,0
"P05","Time1","28",0,0
"P05","Time2","28",0,0
"P05","Time3","28",0,0
"P06","Time1","28",0,0
"P06","Time2","28",0,0
"P06","Time3","28",0,0
"P07","Time1","28",0,0
"P07","Time2","28",0,0
"P08","Time1","28",0,0
"P08","Time2","28",0,0
"P08","Time3","28",0,0
"P09","Time1","28",0,0
"P09","Time2","28",0,0
"P09","Time3","28",0,0
"P10","Pre-treatment","28",0,0
"P11","Pre-treatment","28",0,0
"P12","Pre-treatment","28",0,0
"P13","Pre-treatment","28",0,0
"P14","Pre-treatment","28",1,0.000280190529560101
"P15","Pre-treatment","28",0,0
"P16","Pre-treatment","28",295,0.0817627494456763
"P17","Pre-treatment","28",0,0
"P18","Post-treatment","28",0,0
"P19","Post-treatment","28",0,0
"P20","Post-treatment","28",0,0
"P21","Post-treatment","28",0,0
"P23","Post-treatment","28",0,0
"P24","Post-treatment","28",2,0.00085726532361766
"P01","Time1","29",215,1
"P01","Time2","29",0,0
"P02","Time1","29",0,0
"P02","Time2","29",0,0
"P02","Time3","29",0,0
"P03","Time1","29",0,0
"P03","Time2","29",0,0
"P03","Time3","29",0,0
"P04","Time1","29",0,0
"P04","Time2","29",0,0
"P04","Time3","29",0,0
"P05","Time1","29",0,0
"P05","Time2","29",0,0
"P05","Time3","29",0,0
"P06","Time1","29",0,0
"P06","Time2","29",0,0
"P06","Time3","29",0,0
"P07","Time1","29",0,0
"P07","Time2","29",0,0
"P08","Time1","29",0,0
"P08","Time2","29",0,0
"P08","Time3","29",0,0
"P09","Time1","29",0,0
"P09","Time2","29",0,0
"P09","Time3","29",0,0
"P10","Pre-treatment","29",0,0
"P11","Pre-treatment","29",0,0
"P12","Pre-treatment","29",0,0
"P13","Pre-treatment","29",0,0
"P14","Pre-treatment","29",0,0
"P15","Pre-treatment","29",0,0
"P16","Pre-treatment","29",0,0
"P17","Pre-treatment","29",0,0
"P18","Post-treatment","29",0,0
"P19","Post-treatment","29",0,0
"P20","Post-treatment","29",0,0
"P21","Post-treatment","29",0,0
"P23","Post-treatment","29",0,0
"P24","Post-treatment","29",0,0
"P01","Time1","3",0,0
"P01","Time2","3",0,0
"P02","Time1","3",0,0
"P02","Time2","3",0,0
"P02","Time3","3",0,0
"P03","Time1","3",0,0
"P03","Time2","3",0,0
"P03","Time3","3",0,0
"P04","Time1","3",5,0.00106860440265014
"P04","Time2","3",4,0.00078125
"P04","Time3","3",0,0
"P05","Time1","3",6,0.00184275184275184
"P05","Time2","3",13,0.00344462109167992
"P05","Time3","3",23,0.00561797752808989
"P06","Time1","3",2,0.0015785319652723
"P06","Time2","3",2,0.0116959064327485
"P06","Time3","3",5,0.00579374275782155
"P07","Time1","3",8,0.00183739090491502
"P07","Time2","3",11,0.00116254491650814
"P08","Time1","3",5,0.00102228583111838
"P08","Time2","3",1,0.000220264317180617
"P08","Time3","3",5,0.00130412102243088
"P09","Time1","3",0,0
"P09","Time2","3",4,0.00229621125143513
"P09","Time3","3",2,0.00141043723554302
"P10","Pre-treatment","3",1,0.00359712230215827
"P11","Pre-treatment","3",12,0.00352733686067019
"P12","Pre-treatment","3",4,0.000665446681084678
"P13","Pre-treatment","3",16,0.00656544932293804
"P14","Pre-treatment","3",97,0.0271784813673298
"P15","Pre-treatment","3",22,0.00942991855979426
"P16","Pre-treatment","3",289,0.08009977827051
"P17","Pre-treatment","3",113,0.0307985827200872
"P18","Post-treatment","3",9,0.00528479154433353
"P19","Post-treatment","3",97,0.0587522713506966
"P20","Post-treatment","3",89,0.0637079455977094
"P21","Post-treatment","3",5586,0.96277145811789
"P23","Post-treatment","3",10,0.00326370757180157
"P24","Post-treatment","3",25,0.0107158165452207
"P01","Time1","30",0,0
"P01","Time2","30",162,1
"P02","Time1","30",0,0
"P02","Time2","30",0,0
"P02","Time3","30",0,0
"P03","Time1","30",0,0
"P03","Time2","30",0,0
"P03","Time3","30",0,0
"P04","Time1","30",0,0
"P04","Time2","30",0,0
"P04","Time3","30",0,0
"P05","Time1","30",0,0
"P05","Time2","30",0,0
"P05","Time3","30",0,0
"P06","Time1","30",0,0
"P06","Time2","30",0,0
"P06","Time3","30",0,0
"P07","Time1","30",0,0
"P07","Time2","30",0,0
"P08","Time1","30",0,0
"P08","Time2","30",0,0
"P08","Time3","30",0,0
"P09","Time1","30",0,0
"P09","Time2","30",0,0
"P09","Time3","30",0,0
"P10","Pre-treatment","30",0,0
"P11","Pre-treatment","30",0,0
"P12","Pre-treatment","30",0,0
"P13","Pre-treatment","30",0,0
"P14","Pre-treatment","30",0,0
"P15","Pre-treatment","30",0,0
"P16","Pre-treatment","30",0,0
"P17","Pre-treatment","30",0,0
"P18","Post-treatment","30",0,0
"P19","Post-treatment","30",0,0
"P20","Post-treatment","30",0,0
"P21","Post-treatment","30",0,0
"P23","Post-treatment","30",0,0
"P24","Post-treatment","30",0,0
"P01","Time1","31",0,0
"P01","Time2","31",0,0
"P02","Time1","31",0,0
"P02","Time2","31",0,0
"P02","Time3","31",0,0
"P03","Time1","31",0,0
"P03","Time2","31",1,0.00819672131147541
"P03","Time3","31",143,1
"P04","Time1","31",0,0
"P04","Time2","31",0,0
"P04","Time3","31",0,0
"P05","Time1","31",0,0
"P05","Time2","31",0,0
"P05","Time3","31",0,0
"P06","Time1","31",0,0
"P06","Time2","31",0,0
"P06","Time3","31",0,0
"P07","Time1","31",0,0
"P07","Time2","31",0,0
"P08","Time1","31",0,0
"P08","Time2","31",0,0
"P08","Time3","31",0,0
"P09","Time1","31",0,0
"P09","Time2","31",0,0
"P09","Time3","31",0,0
"P10","Pre-treatment","31",0,0
"P11","Pre-treatment","31",0,0
"P12","Pre-treatment","31",0,0
"P13","Pre-treatment","31",0,0
"P14","Pre-treatment","31",0,0
"P15","Pre-treatment","31",0,0
"P16","Pre-treatment","31",0,0
"P17","Pre-treatment","31",1,0.000272553829381303
"P18","Post-treatment","31",0,0
"P19","Post-treatment","31",1,0.000605693519079346
"P20","Post-treatment","31",0,0
"P21","Post-treatment","31",0,0
"P23","Post-treatment","31",0,0
"P24","Post-treatment","31",0,0
"P01","Time1","32",0,0
"P01","Time2","32",0,0
"P02","Time1","32",0,0
"P02","Time2","32",0,0
"P02","Time3","32",0,0
"P03","Time1","32",0,0
"P03","Time2","32",121,0.991803278688525
"P03","Time3","32",0,0
"P04","Time1","32",0,0
"P04","Time2","32",0,0
"P04","Time3","32",0,0
"P05","Time1","32",0,0
"P05","Time2","32",0,0
"P05","Time3","32",0,0
"P06","Time1","32",0,0
"P06","Time2","32",0,0
"P06","Time3","32",0,0
"P07","Time1","32",0,0
"P07","Time2","32",0,0
"P08","Time1","32",0,0
"P08","Time2","32",0,0
"P08","Time3","32",0,0
"P09","Time1","32",0,0
"P09","Time2","32",0,0
"P09","Time3","32",0,0
"P10","Pre-treatment","32",0,0
"P11","Pre-treatment","32",0,0
"P12","Pre-treatment","32",0,0
"P13","Pre-treatment","32",0,0
"P14","Pre-treatment","32",0,0
"P15","Pre-treatment","32",0,0
"P16","Pre-treatment","32",0,0
"P17","Pre-treatment","32",0,0
"P18","Post-treatment","32",0,0
"P19","Post-treatment","32",0,0
"P20","Post-treatment","32",0,0
"P21","Post-treatment","32",0,0
"P23","Post-treatment","32",0,0
"P24","Post-treatment","32",0,0
"P01","Time1","33",0,0
"P01","Time2","33",0,0
"P02","Time1","33",0,0
"P02","Time2","33",0,0
"P02","Time3","33",0,0
"P03","Time1","33",0,0
"P03","Time2","33",0,0
"P03","Time3","33",0,0
"P04","Time1","33",0,0
"P04","Time2","33",0,0
"P04","Time3","33",0,0
"P05","Time1","33",2,0.000614250614250614
"P05","Time2","33",0,0
"P05","Time3","33",4,0.000977039570102589
"P06","Time1","33",0,0
"P06","Time2","33",2,0.0116959064327485
"P06","Time3","33",1,0.00115874855156431
"P07","Time1","33",0,0
"P07","Time2","33",0,0
"P08","Time1","33",0,0
"P08","Time2","33",0,0
"P08","Time3","33",0,0
"P09","Time1","33",2,0.00165837479270315
"P09","Time2","33",0,0
"P09","Time3","33",0,0
"P10","Pre-treatment","33",0,0
"P11","Pre-treatment","33",0,0
"P12","Pre-treatment","33",0,0
"P13","Pre-treatment","33",0,0
"P14","Pre-treatment","33",0,0
"P15","Pre-treatment","33",0,0
"P16","Pre-treatment","33",0,0
"P17","Pre-treatment","33",0,0
"P18","Post-treatment","33",0,0
"P19","Post-treatment","33",10,0.00605693519079346
"P20","Post-treatment","33",0,0
"P21","Post-treatment","33",3,0.000517063081695967
"P23","Post-treatment","33",23,0.0075065274151436
"P24","Post-treatment","33",2,0.00085726532361766
"P01","Time1","4",0,0
"P01","Time2","4",0,0
"P02","Time1","4",0,0
"P02","Time2","4",0,0
"P02","Time3","4",0,0
"P03","Time1","4",1,0.0113636363636364
"P03","Time2","4",0,0
"P03","Time3","4",0,0
"P04","Time1","4",4,0.000854883522120111
"P04","Time2","4",12,0.00234375
"P04","Time3","4",22,0.0122018857459789
"P05","Time1","4",0,0
"P05","Time2","4",1,0.000264970853206147
"P05","Time3","4",1,0.000244259892525647
"P06","Time1","4",2,0.0015785319652723
"P06","Time2","4",0,0
"P06","Time3","4",1,0.00115874855156431
"P07","Time1","4",641,0.147220946256316
"P07","Time2","4",5584,0.590150073980131
"P08","Time1","4",3,0.000613371498671028
"P08","Time2","4",5,0.00110132158590308
"P08","Time3","4",0,0
"P09","Time1","4",0,0
"P09","Time2","4",1,0.000574052812858783
"P09","Time3","4",0,0
"P10","Pre-treatment","4",0,0
"P11","Pre-treatment","4",3,0.000881834215167548
"P12","Pre-treatment","4",0,0
"P13","Pre-treatment","4",19,0.00779647107098892
"P14","Pre-treatment","4",1,0.000280190529560101
"P15","Pre-treatment","4",13,0.00557222460351479
"P16","Pre-treatment","4",11,0.00304878048780488
"P17","Pre-treatment","4",9,0.00245298446443173
"P18","Post-treatment","4",1,0.000587199060481503
"P19","Post-treatment","4",6,0.00363416111447608
"P20","Post-treatment","4",18,0.0128847530422334
"P21","Post-treatment","4",2,0.000344708721130645
"P23","Post-treatment","4",4,0.00130548302872063
"P24","Post-treatment","4",0,0
"P01","Time1","5",0,0
"P01","Time2","5",0,0
"P02","Time1","5",0,0
"P02","Time2","5",0,0
"P02","Time3","5",0,0
"P03","Time1","5",1,0.0113636363636364
"P03","Time2","5",0,0
"P03","Time3","5",0,0
"P04","Time1","5",1,0.000213720880530028
"P04","Time2","5",1,0.0001953125
"P04","Time3","5",0,0
"P05","Time1","5",0,0
"P05","Time2","5",1,0.000264970853206147
"P05","Time3","5",4,0.000977039570102589
"P06","Time1","5",0,0
"P06","Time2","5",0,0
"P06","Time3","5",0,0
"P07","Time1","5",1,0.000229673863114378
"P07","Time2","5",0,0
"P08","Time1","5",3,0.000613371498671028
"P08","Time2","5",0,0
"P08","Time3","5",1,0.000260824204486176
"P09","Time1","5",1,0.000829187396351576
"P09","Time2","5",0,0
"P09","Time3","5",2,0.00141043723554302
"P10","Pre-treatment","5",0,0
"P11","Pre-treatment","5",0,0
"P12","Pre-treatment","5",5905,0.982365662951256
"P13","Pre-treatment","5",1,0.000410340582683627
"P14","Pre-treatment","5",0,0
"P15","Pre-treatment","5",4,0.00171453064723532
"P16","Pre-treatment","5",11,0.00304878048780488
"P17","Pre-treatment","5",16,0.00436086127010084
"P18","Post-treatment","5",0,0
"P19","Post-treatment","5",0,0
"P20","Post-treatment","5",0,0
"P21","Post-treatment","5",0,0
"P23","Post-treatment","5",0,0
"P24","Post-treatment","5",1,0.00042863266180883
"P01","Time1","6",0,0
"P01","Time2","6",0,0
"P02","Time1","6",0,0
"P02","Time2","6",0,0
"P02","Time3","6",0,0
"P03","Time1","6",0,0
"P03","Time2","6",0,0
"P03","Time3","6",0,0
"P04","Time1","6",13,0.00277837144689036
"P04","Time2","6",17,0.0033203125
"P04","Time3","6",2,0.00110926234054354
"P05","Time1","6",0,0
"P05","Time2","6",1,0.000264970853206147
"P05","Time3","6",13,0.00317537860283341
"P06","Time1","6",3,0.00236779794790845
"P06","Time2","6",0,0
"P06","Time3","6",3,0.00347624565469293
"P07","Time1","6",10,0.00229673863114378
"P07","Time2","6",13,0.00137391671950962
"P08","Time1","6",4125,0.843385810672664
"P08","Time2","6",91,0.0200440528634361
"P08","Time3","6",23,0.00599895670318206
"P09","Time1","6",4,0.0033167495854063
"P09","Time2","6",7,0.00401836969001148
"P09","Time3","6",9,0.00634696755994358
"P10","Pre-treatment","6",1,0.00359712230215827
"P11","Pre-treatment","6",0,0
"P12","Pre-treatment","6",16,0.00266178672433871
"P13","Pre-treatment","6",32,0.0131308986458761
"P14","Pre-treatment","6",87,0.0243765760717288
"P15","Pre-treatment","6",7,0.00300042863266181
"P16","Pre-treatment","6",168,0.0465631929046563
"P17","Pre-treatment","6",164,0.0446988280185337
"P18","Post-treatment","6",16,0.00939518496770405
"P19","Post-treatment","6",17,0.0102967898243489
"P20","Post-treatment","6",101,0.0722977809591983
"P21","Post-treatment","6",20,0.00344708721130645
"P23","Post-treatment","6",3,0.00097911227154047
"P24","Post-treatment","6",11,0.00471495927989713
"P01","Time1","7",0,0
"P01","Time2","7",0,0
"P02","Time1","7",0,0
"P02","Time2","7",0,0
"P02","Time3","7",0,0
"P03","Time1","7",0,0
"P03","Time2","7",0,0
"P03","Time3","7",0,0
"P04","Time1","7",926,0.197905535370806
"P04","Time2","7",4,0.00078125
"P04","Time3","7",0,0
"P05","Time1","7",38,0.0116707616707617
"P05","Time2","7",29,0.00768415474297827
"P05","Time3","7",45,0.0109916951636541
"P06","Time1","7",18,0.0142067876874507
"P06","Time2","7",20,0.116959064327485
"P06","Time3","7",72,0.0834298957126304
"P07","Time1","7",12,0.00275608635737253
"P07","Time2","7",14,0.00147960262101036
"P08","Time1","7",8,0.00163565732978941
"P08","Time2","7",10,0.00220264317180617
"P08","Time3","7",27,0.00704225352112676
"P09","Time1","7",0,0
"P09","Time2","7",2,0.00114810562571757
"P09","Time3","7",1,0.000705218617771509
"P10","Pre-treatment","7",115,0.413669064748201
"P11","Pre-treatment","7",13,0.00382128159905938
"P12","Pre-treatment","7",6,0.000998170021627017
"P13","Pre-treatment","7",65,0.0266721378744358
"P14","Pre-treatment","7",41,0.0114878117119641
"P15","Pre-treatment","7",0,0
"P16","Pre-treatment","7",794,0.220066518847007
"P17","Pre-treatment","7",953,0.259743799400382
"P18","Post-treatment","7",1,0.000587199060481503
"P19","Post-treatment","7",26,0.015748031496063
"P20","Post-treatment","7",3,0.00214745884037223
"P21","Post-treatment","7",22,0.00379179593243709
"P23","Post-treatment","7",32,0.010443864229765
"P24","Post-treatment","7",1390,0.595799399914274
"P01","Time1","8",0,0
"P01","Time2","8",0,0
"P02","Time1","8",0,0
"P02","Time2","8",0,0
"P02","Time3","8",0,0
"P03","Time1","8",2,0.0227272727272727
"P03","Time2","8",0,0
"P03","Time3","8",0,0
"P04","Time1","8",33,0.00705278905749092
"P04","Time2","8",31,0.0060546875
"P04","Time3","8",166,0.0920687742651137
"P05","Time1","8",3,0.000921375921375921
"P05","Time2","8",1,0.000264970853206147
"P05","Time3","8",2,0.000488519785051295
"P06","Time1","8",6,0.00473559589581689
"P06","Time2","8",6,0.0350877192982456
"P06","Time3","8",5,0.00579374275782155
"P07","Time1","8",823,0.189021589343133
"P07","Time2","8",3301,0.348869160853942
"P08","Time1","8",10,0.00204457166223676
"P08","Time2","8",16,0.00352422907488987
"P08","Time3","8",5,0.00130412102243088
"P09","Time1","8",5,0.00414593698175788
"P09","Time2","8",4,0.00229621125143513
"P09","Time3","8",11,0.0077574047954866
"P10","Pre-treatment","8",0,0
"P11","Pre-treatment","8",3,0.000881834215167548
"P12","Pre-treatment","8",2,0.000332723340542339
"P13","Pre-treatment","8",1,0.000410340582683627
"P14","Pre-treatment","8",1,0.000280190529560101
"P15","Pre-treatment","8",14,0.00600085726532362
"P16","Pre-treatment","8",11,0.00304878048780488
"P17","Pre-treatment","8",16,0.00436086127010084
"P18","Post-treatment","8",1,0.000587199060481503
"P19","Post-treatment","8",3,0.00181708055723804
"P20","Post-treatment","8",3,0.00214745884037223
"P21","Post-treatment","8",0,0
"P23","Post-treatment","8",27,0.00881201044386423
"P24","Post-treatment","8",3,0.00128589798542649
"P01","Time1","9",0,0
"P01","Time2","9",0,0
"P02","Time1","9",0,0
"P02","Time2","9",0,0
"P02","Time3","9",0,0
"P03","Time1","9",0,0
"P03","Time2","9",0,0
"P03","Time3","9",0,0
"P04","Time1","9",9,0.00192348792477025
"P04","Time2","9",32,0.00625
"P04","Time3","9",1,0.000554631170271769
"P05","Time1","9",2,0.000614250614250614
"P05","Time2","9",11,0.00291467938526762
"P05","Time3","9",27,0.00659501709819248
"P06","Time1","9",5,0.00394632991318074
"P06","Time2","9",0,0
"P06","Time3","9",13,0.015063731170336
"P07","Time1","9",1479,0.339687643546164
"P07","Time2","9",68,0.00718664130205031
"P08","Time1","9",38,0.00776937231649969
"P08","Time2","9",0,0
"P08","Time3","9",0,0
"P09","Time1","9",5,0.00414593698175788
"P09","Time2","9",4,0.00229621125143513
"P09","Time3","9",12,0.00846262341325811
"P10","Pre-treatment","9",12,0.0431654676258993
"P11","Pre-treatment","9",6,0.0017636684303351
"P12","Pre-treatment","9",22,0.00365995674596573
"P13","Pre-treatment","9",37,0.0151826015592942
"P14","Pre-treatment","9",486,0.136172597366209
"P15","Pre-treatment","9",548,0.234890698671239
"P16","Pre-treatment","9",396,0.109756097560976
"P17","Pre-treatment","9",508,0.138457345325702
"P18","Post-treatment","9",9,0.00528479154433353
"P19","Post-treatment","9",36,0.0218049666868565
"P20","Post-treatment","9",426,0.304939155332856
"P21","Post-treatment","9",76,0.0130989314029645
"P23","Post-treatment","9",6,0.00195822454308094
"P24","Post-treatment","9",42,0.0180025717959709
