"gene","rho","p_value","n_groups","cnv_sd","expr_sd","padj"
"TRAP1",0.427168863340303,0.00158676130900721,52,0.495454451107437,0.228478811515393,0.0153901808423288
"MED30",0.427144184374575,0.00158786224629952,52,0.851757122704842,0.378835277078541,0.0153901808423288
"CWC15",0.42707813524059,0.00159081207540855,52,0.382004714381845,0.494719598209319,0.0153901808423288
"ESF1",0.427054037949424,0.00159188950460235,52,0.528237343245815,0.242873284797656,0.0153901808423288
"PPIE",0.426601611879721,0.00161223945850694,52,0.657650188731871,0.16231845897556,0.0155588370085823
"PFDN6",0.426535373795948,0.00161523821946246,52,0.425435629811517,0.453946229607419,0.0155597408335269
"TYW3",0.426392518739872,0.0016217225643832,52,0.65564033844301,0.122499649816071,0.0155941580876776
"PABPC1",0.426249694433637,0.00162822871922593,52,0.828189251256883,0.594297286868587,0.0156039539861938
"RAB10",0.426242260167798,0.00162856801312217,52,0.419634977484967,0.197642285360701,0.0156039539861938
"CAPZB",0.426023830468588,0.00163856516152694,52,0.378534125891649,0.444396767749588,0.0156717053663184
"CLDN4",0.425778993244895,0.00164983597429947,52,0.486623482040275,0.800979063063333,0.0157513751842209
"MGP",0.42528651296221,0.00167271640981694,52,0.498489422529764,0.79761919836887,0.0159414040764761
"LST1",0.42503308757052,0.00168460036953953,52,0.340791377821662,0.239899776473743,0.0160261449009835
"CYB5R1",0.424483959637619,0.00171060945813821,52,0.749811439343343,0.1609227762058,0.0162447238613267
"HNRNPC",0.42372911710712,0.00174694625650761,52,0.459523000112046,0.534056421749558,0.016509127183341
"BRD4",0.423618853803383,0.00175231132660098,52,0.584812818927992,0.192435601667224,0.016509127183341
"MRPS12",0.42361220418163,0.00175263534553997,52,0.561120942324857,0.245374415812682,0.016509127183341
"SPCS2",0.423587007773844,0.00175386358613164,52,0.577023621203541,0.479970564366706,0.016509127183341
"PPP1R10",0.423268862464602,0.00176943823222513,52,0.397484549155683,0.189404617545292,0.0166265108277155
"RAP1B",0.421730831313911,0.00184648338754485,52,0.369970036697972,0.30804159177825,0.0173200788505959
"CASP8",0.421396071849865,0.00186364329981249,52,0.56912782893757,0.114818320447839,0.0174504781709715
"YWHAZ",0.421299781839394,0.00186860539383059,52,0.828189251256883,0.580993627194031,0.017456007400018
"SRSF10",0.421258195299718,0.00187075210000193,52,0.378534125891649,0.247372840918576,0.017456007400018
"HIST1H1C",0.42115907617085,0.00187587750792004,52,0.543714946166432,0.250327031405781,0.0174733911868169
"TMEM14A",0.420924601575791,0.00188805189561859,52,0.666760928479321,0.307377145500793,0.0175356893737593
"RBM4",0.420904216205925,0.00188911366106407,52,0.617431550422404,0.420794978031256,0.0175356893737593
"TOP1",0.420384113570334,0.00191638346797007,52,0.65793680900642,0.339454040025651,0.0177580447308783
"CSRP1",0.419159950425249,0.00198195594884707,52,0.661366563656932,0.408471410568296,0.0183339482936527
"ARHGEF2",0.418377635894242,0.00202489911125695,52,0.846205263760685,0.142339234946778,0.0186988959308487
"CHD6",0.41828411488985,0.00203008769261761,52,0.65793680900642,0.39812750222184,0.0187145433419276
"PKN2",0.418047668695283,0.00204325859971968,52,0.541978388086036,0.262600727251754,0.0187713431562583
"SCGB3A1",0.417963041311942,0.0020479910857991,52,0.533564241115052,0.535814577515127,0.0187826031772945
"HADHB",0.417563464392297,0.0020704679363486,52,0.419634977484967,0.218564912460794,0.0189562842172361
"CD63",0.417459441872744,0.00207635523969341,52,0.667043633994877,0.735590325814506,0.0189777451600646
"SF3B4",0.417328106710782,0.00208380959889846,52,0.561120942324857,0.401571552675584,0.0190134313657583
"ANKRD13D",0.417233484668096,0.00208919492171525,52,0.602596193105882,0.118011345980054,0.0190301496610661
"SLC35C2",0.417113089329737,0.00209606499375961,52,0.723449087498292,0.155347305863758,0.0190603125748327
"TPR",0.416965538833848,0.00210451199609244,52,0.577023621203541,0.350847777168186,0.0190723625229629
"HLA-E",0.416802277217174,0.00211389368742542,52,0.397484549155683,0.462059938608554,0.0190960112208146
"OTUB1",0.41679605153264,0.00211425217586689,52,0.536383622651333,0.394041369382785,0.0190960112208146
"KLK5",0.416620662857286,0.0021243736693861,52,0.621388509904494,0.477544358666599,0.0191551268909628
"ZDHHC2",0.416439460612957,0.00213487587081079,52,0.498867495714586,0.396019945387684,0.0191966236761885
"HSPB1",0.416417632846648,0.00213614408345936,52,0.470870955797419,0.765734262626123,0.0191966236761885
"CHCHD7",0.415905164842472,0.00216611198013672,52,0.602596193105882,0.369816304886546,0.0194333262405566
"TM4SF1",0.415653973738026,0.00218093701476365,52,0.489713185982251,0.575728073884537,0.0195022858002036
"HLA-DMA",0.415651543566041,0.00218108088019454,52,0.307645169843285,0.268094236646439,0.0195022858002036
"SMIM26",0.4155407912685,0.00218764633773483,52,0.556058093474279,0.442583003251881,0.0195283896415129
"UBE2M",0.4153701952475,0.00219779372275984,52,0.733542408150376,0.277372976391453,0.0195324475815835
"ATIC",0.415349267377776,0.00219904142862114,52,0.513395228487258,0.236041719894715,0.0195324475815835
"SNRPE",0.414985516776999,0.00222082876110115,52,0.783502597161409,0.609881649007205,0.0196933093451288
"C11orf54",0.414623534211588,0.00224270034062531,52,0.414663359072713,0.195137015512601,0.0198543851642796
"NDUFA4",0.414341785603766,0.00225985624287695,52,0.457466958478476,0.588040976032753,0.0199732508858893
"SNRNP35",0.413559582060524,0.00230809778622791,52,0.657650188731871,0.440249275908198,0.020332519314205
"TIMM17A",0.413472814049034,0.00231350504212557,52,0.682688324505619,0.232483832436321,0.020346688022372
"IL6R",0.413301650164786,0.00232420471088767,52,0.889014571305761,0.0543855374159512,0.0204072793959252
"BZW1",0.412573422400459,0.00237021980134352,52,0.588988959121321,0.212648695024943,0.0207772459181602
"STOML2",0.411994192969395,0.00240739545195207,52,0.584812818927992,0.364310505895488,0.0210686438572799
"MYL6B",0.411458879210126,0.00244221160130949,52,0.661366563656932,0.27861761811307,0.0213300669521113
"SON",0.411412763212373,0.0024452317230389,52,0.312509426705482,0.453293246226952,0.0213300669521113
"STYXL1",0.410918102113491,0.00247783588750621,52,0.470870955797419,0.13256643331296,0.0215793317292411
"PEF1",0.410570228990072,0.00250099529084217,52,0.397484549155683,0.13732537354548,0.0217456668469978
"DDX39A",0.410134497511105,0.00253027447354602,52,0.547860228126293,0.189393076111078,0.0219645868400526
"LSR",0.409993246880995,0.00253983088836414,52,0.588988959121321,0.408230095287142,0.0219860657345611
"OBSL1",0.40997660841547,0.0025409586799278,52,0.277350098112615,0.476721406180956,0.0219860657345611
"ZRANB2",0.409864304234288,0.00254858252166044,52,0.671269929499584,0.29345599676927,0.0220164644935698
"ADRM1",0.409770805631517,0.00255494519702317,52,0.889014571305761,0.418871177576788,0.0220358880438907
"SOX17",0.409614988519328,0.00256558000340288,52,0.573418212525121,0.557231194105121,0.0220840668251755
"NUDT22",0.409562772375574,0.00256915261986741,52,0.614063438486343,0.118197893519925,0.0220840668251755
"RNF11",0.409508056631976,0.00257290098934083,52,0.703364034699814,0.265938352419954,0.0220840668251755
"TAP1",0.409336125580812,0.00258471090614714,52,0.307645169843285,0.206868071240697,0.0221499385813185
"ZBTB8OS",0.409059042087532,0.00260384485965207,52,0.280056016805602,0.150822447291312,0.0222782636873745
"NUP62",0.408683779994598,0.00262995861481612,52,0.588988959121321,0.0879409159362806,0.0224381119872901
"RAB11FIP1",0.408670223183995,0.00263090633458143,52,0.501506027507091,0.0964097363996568,0.0224381119872901
"EBPL",0.408522910162736,0.00264122411462589,52,0.39605901719067,0.450645376133537,0.0224902962765282
"HP",0.407733576013333,0.00269712205065969,52,0.533564241115052,0.760525452204416,0.0229298185767195
"CTSD",0.407476355626081,0.00271556254153712,52,0.609131122158358,0.420752962693526,0.0230355829975554
"EDEM3",0.407439199718827,0.0027182355102344,52,0.577023621203541,0.307325500819082,0.0230355829975554
"SNRPB",0.407380469392547,0.00272246527958412,52,0.546481961217982,0.474569789000784,0.0230355829975554
"RUVBL2",0.407013299751625,0.00274904129455541,52,0.622600976442593,0.252356996430928,0.0231708126057445
"PKM",0.406944551814661,0.00275404277664214,52,0.547860228126293,0.550072783614804,0.0231708126057445
"CSNK1G2",0.406921083218393,0.00275575198466378,52,0.388367818690309,0.117123073287062,0.0231708126057445
"CMPK1",0.406687192357384,0.00277283755384074,52,0.710564536677925,0.188254196878669,0.0232779278030893
"RIPOR2",0.406560923570769,0.00278210033243269,52,0.519237752033936,0.0853359934072484,0.0233191383106565
"DNTTIP1",0.406426563779708,0.00279198672275483,52,0.690377735589647,0.151839455383074,0.0233654388860545
"BABAM1",0.406194054523976,0.00280916859444443,52,0.564136842507123,0.147066124834502,0.0234725538094296
"MRPL28",0.406112953973414,0.00281518370967301,52,0.765981069277632,0.182773922196553,0.0234861743754028
"RRAGA",0.406021050544699,0.00282201383731387,52,0.56912782893757,0.314477501607632,0.0235020498738381
"RNF169",0.405969349769323,0.00282586260618964,52,0.577023621203541,0.257661542676567,0.0235020498738381
"MRPL18",0.405411196649286,0.00286771007305871,52,0.442807442770048,0.270498610609136,0.0237762463642453
"GLO1",0.404890800714186,0.00290721975091945,52,0.609131122158358,0.204489112690598,0.02406656721163
"HOOK2",0.404215099913013,0.00295923878724688,52,0.588988959121321,0.305150307759641,0.0244216994522254
"DSTN",0.403776791582853,0.0029934207246869,52,0.536383622651333,0.543716140847018,0.0246657867714201
"CERS2",0.403528375142882,0.00301294837079854,52,0.697712271121127,0.178893278757223,0.0247885583317926
"ANAPC15",0.403355220218378,0.00302662636146785,52,0.602596193105882,0.213319355867215,0.0248550376301872
"RSBN1L",0.403308707753898,0.00303030985297092,52,0.435941795276363,0.183039601029206,0.0248550376301872
"SNHG17",0.402920974366338,0.0030611704373444,52,0.668173259925174,0.305137553033953,0.0250697689027777
"STMN1",0.402791079369177,0.00307157102876333,52,0.444082934925455,0.537158580243763,0.0251165411145899
"PCF11",0.40272577333856,0.00307681182257099,52,0.577023621203541,0.241035057697456,0.0251210428684302
"SLC25A13",0.402290720299454,0.00311192689968446,52,0.486235888603994,0.112732806589369,0.0253690722598325
"RPS19",0.402163708816208,0.00312224513900859,52,0.525374247130092,0.502178917868452,0.0254145060251216
"RABAC1",0.402060473121063,0.00313065412900754,52,0.546481961217982,0.491831216216553,0.0254442845447107
"WDR46",0.401720342825167,0.00315850097113385,52,0.412383719156125,0.106612647842489,0.0256317139415044
"TANK",0.401514693712464,0.00317544365552891,52,0.519600728486538,0.188480629013389,0.025730221208794
"CTBS",0.401177454474197,0.00320340141883428,52,0.660225291773525,0.363992718295238,0.0259175498478495
"PDK4",0.401080652679977,0.00321146653093447,52,0.486235888603994,0.182002775733737,0.0259436119753922
"TPGS1",0.400858001018569,0.00323008502632785,52,0.365870519176407,0.0716609658638126,0.0260547219894758
"EGR3",0.400612988924888,0.00325068346350639,52,0.498867495714586,0.0890558628110344,0.0261814445572033
"PIGT",0.4003959788497,0.0032690245322866,52,0.682688324505619,0.271425001028817,0.0262896327251156
"FGR",0.400006695063551,0.00330215479064012,52,0.414663359072713,0.167200354494585,0.0265162534612721
"PSMB9",0.399253362714449,0.00336711060311781,52,0.307645169843285,0.41313061856724,0.0269973718417649
"CLNS1A",0.399025342291922,0.00338699266839072,52,0.594088525786005,0.375617578023313,0.0271161924243658
"MED8",0.39893193312375,0.00339516727956668,52,0.714797274258992,0.118824141928389,0.027141068581133
"SARAF",0.398412007326753,0.00344098705149614,52,0.495454451107437,0.477382346200704,0.0274663586405564
"C4orf48",0.398270486408906,0.00345355303001205,52,0.334086629962587,0.325128559511841,0.027525639923727
"ISOC2",0.397799101204816,0.00349570096607988,52,0.733542408150376,0.288094390797993,0.0278201699469894
"DNAJC8",0.3975155680407,0.00352127046739017,52,0.444507285652881,0.225703045067702,0.0279820840108928
"YARS",0.397219836092338,0.00354811570086543,52,0.365870519176407,0.105936143731003,0.028153641027904
"AC020916.1",0.397086223435257,0.00356030354534435,52,0.602596193105882,0.209409273747,0.0282085588592668
"WNK1",0.396486782992448,0.00361543868933514,52,0.357530494222021,0.351391917308461,0.0285838942482095
"RNF114",0.396356661891652,0.00362750588440867,52,0.726569658793938,0.259733576326596,0.0285838942482095
"ITGB1BP1",0.396322402898901,0.0036306889002725,52,0.442807442770048,0.198209756898728,0.0285838942482095
"YTHDF1",0.396171120484153,0.00364477406761523,52,0.889014571305761,0.137188613804091,0.0285838942482095
"SSR2",0.395083921639153,0.00374742261433322,52,0.846205263760685,0.428842148043737,0.0293438531028783
"CCS",0.394955809275333,0.00375968460716561,52,0.617431550422404,0.297563303096554,0.0293968916145679
"USP48",0.394873427395228,0.00376758826922676,52,0.378534125891649,0.0920380889789066,0.0294157474781028
"RPS3A",0.394606066549489,0.00379333962357169,52,0.498489422529764,0.727258070819326,0.0295307078835028
"GABARAPL2",0.394288677640585,0.00382411070570007,52,0.529663087656049,0.475337636945923,0.0296839665793182
"PGLS",0.394038138729089,0.00384855568853196,52,0.564136842507123,0.397989647307641,0.0298304837449742
"ETFB",0.393826800621053,0.00386928275990316,52,0.65793680900642,0.307513883352979,0.0299478012457244
"NFE2L2",0.393614189054899,0.00389023385568227,52,0.573418212525121,0.26364054878382,0.030066511588794
"NDUFAF3",0.39338786756732,0.00391264564923972,52,0.241757017489212,0.355912745251339,0.0301961528779942
"PKIB",0.393202082860873,0.00393112811304207,52,0.631023014832953,0.156955565894478,0.0302951398179185
"TRPT1",0.393075297904721,0.00394378517395647,52,0.58125572703515,0.21904229075775,0.0303490134938374
"TSPYL1",0.392846995113122,0.00396666734141339,52,0.636970582820417,0.236290751197569,0.0304813059980059
"NCR3",0.39227247223294,0.00402476804867864,52,0.340791377821662,0.0324863854369786,0.0308834637087719
"SRSF8",0.39088124854573,0.00416857350609494,52,0.382004714381845,0.238305333671121,0.0318961829773402
"SF1",0.390880451019638,0.00416865722257994,52,0.617431550422404,0.578997912285743,0.0318961829773402
"CHMP4B",0.390689149374996,0.00418878096258699,52,0.556058093474279,0.146132563054844,0.0320044377112923
"ABI2",0.390473491919705,0.00421156917355995,52,0.444507285652881,0.176998000469168,0.0321327129538277
"APOC2",0.389649579904552,0.00429963770822658,52,0.572101521436154,0.168795369148352,0.0326620298518805
"SLC52A2",0.389596759668186,0.00430533851296259,52,0.886253319999228,0.21106443336747,0.0326620298518805
"CCNL1",0.389502134385048,0.00431556788389605,52,0.519237752033936,0.521169862557654,0.0326933261473087
"IFI6",0.38929169290421,0.00433839406253608,52,0.414663359072713,0.311961800126778,0.0328068888427617
"ZNF580",0.389251103997713,0.00434280884793093,52,0.733542408150376,0.203388190981545,0.0328068888427617
"BST2",0.389096382601098,0.00435967385816451,52,0.555718930226211,0.392076070401146,0.0328122990881516
"YWHAB",0.389075963925831,0.00436190383696115,52,0.660225291773525,0.479740106773557,0.0328122990881516
"CDC5L",0.38901782226079,0.00436825913713511,52,0.645205078064472,0.189115593448122,0.0328140195490823
"HLA-B",0.388856620691435,0.00438592219618867,52,0.340791377821662,0.823478777343294,0.032900559219589
"NSL1",0.388681042452769,0.00440523189605652,52,0.65793680900642,0.142163798271669,0.032975834142379
"ATP6V1H",0.388653474034157,0.00440827058363393,52,0.509339619175793,0.128322975684499,0.032975834142379
"POLR2K",0.388564129246871,0.00441813113766921,52,0.851757122704842,0.4456714331062,0.0330035012180702
"RBBP4",0.388364830084591,0.00444019667851519,52,0.280056016805602,0.348326856671235,0.0331221356687011
"RPS6KB2",0.388136051182362,0.00446564538636097,52,0.640512615220349,0.139892513223965,0.0332406158888975
"ACADM",0.388074427972562,0.00447252203998965,52,0.65564033844301,0.254430241070046,0.0332406158888975
"MT2A",0.388054943427716,0.0044746982927362,52,0.241757017489212,0.710773409982272,0.0332406158888975
"TCF25",0.387701106306144,0.00451438093034411,52,0.561120942324857,0.278763450260694,0.0334889532727466
"DYNLT1",0.387579854447055,0.00452805017992097,52,0.464014224570021,0.426138011671238,0.0335438959386677
"BROX",0.387457301306377,0.00454190304919261,52,0.701216353244357,0.236972348662213,0.0336000452092204
"TMEM160",0.387253957798382,0.00456497021825347,52,0.56912782893757,0.235619609995187,0.0337241110192629
"MPC2",0.387072789649021,0.00458560841058007,52,0.540933777308166,0.419894520483424,0.0337565384273578
"PACS1",0.387045055545665,0.00458877502494959,52,0.627427412830393,0.197351007685803,0.0337565384273578
"SAMD1",0.386994345662395,0.004594569924112,52,0.602596193105882,0.124282678877489,0.0337565384273578
"PTGES3",0.386093411097058,0.00469860116784959,52,0.617431550422404,0.567746693972845,0.0344735724041129
"ELOC",0.385673457660972,0.00474779566558188,52,0.785185224710751,0.452029679924328,0.0347868585292155
"ORMDL1",0.38498006514892,0.0048300110381858,52,0.607581561972936,0.182477379738913,0.035292686385434
"ARL8A",0.384858056811441,0.00484460600874499,52,0.728642614957309,0.348795794883416,0.0353511032463735
"FTL",0.384268387503385,0.00491569042858622,52,0.627126848783047,0.677710593380624,0.0358210039938881
"NEK7",0.384061902521692,0.00494079742114418,52,0.609131122158358,0.203884105621192,0.0359550421027829
"RAN",0.383588456371877,0.00499878969419738,52,0.657650188731871,0.562603452159429,0.0363277036663788
"GLMP",0.382948652841532,0.0050781065657052,52,0.846205263760685,0.205208458079165,0.0368294708256511
"HSPA4",0.382920780808926,0.00508158680734806,52,0.235435477898709,0.251548307251424,0.0368294708256511
"UQCRFS1",0.382532688521187,0.00513026356778557,52,0.554700196225229,0.450968774384058,0.0371320157689994
"MRPL57",0.38218312851162,0.0051744565802881,52,0.312509426705482,0.430294494036112,0.0374013352820824
"INTS6",0.381792043991117,0.00522429423593074,52,0.441101049360128,0.23514856770695,0.037710673756934
"URI1",0.381462106438538,0.0052666660903874,52,0.539188262020282,0.333161439951113,0.0379653614806392
"AKAP8L",0.381258073217702,0.00529301914916175,52,0.595356592385212,0.308983599539669,0.0380529000844434
"NAA20",0.38103027607965,0.00532257791816508,52,0.550263888428083,0.438746232971485,0.0382141117020002
"ADIPOR1",0.380911288608248,0.00533807501623396,52,0.730709690358428,0.289545703444716,0.0382740693265718
"USE1",0.380788956756849,0.00535404885900963,52,0.555718930226211,0.238060489356815,0.0383372803326947
"ARPC2",0.380464885789753,0.00539656780396637,52,0.541978388086036,0.515398508709871,0.0385901430681494
"HSPB11",0.380307339894111,0.00541734478220391,52,0.657650188731871,0.371157694411812,0.0386870648713122
"CCDC85B",0.380244027445736,0.00542571405745066,52,0.638153444717276,0.381892616839986,0.0386952390036028
"GADD45A",0.3800223349169,0.00545510885085202,52,0.671269929499584,0.464621357558557,0.0388531422941003
"CSNK2A1",0.379484916536528,0.00552694563921852,52,0.546481961217982,0.360720492130743,0.0393125110805503
"MRPL2",0.37920656359253,0.00556447741980128,52,0.666760928479321,0.225059975076604,0.0395269775337608
"UFL1",0.378869420803103,0.00561023453570336,52,0.607581561972936,0.125223754354498,0.0397992267195062
"RNASEH2C",0.378552777447288,0.00565350879116445,52,0.638153444717276,0.270174769409444,0.0400026557839097
"OARD1",0.378109003234072,0.00571464856009392,52,0.609131122158358,0.129895502387937,0.0402813724743712
"COX6A1",0.37809432294959,0.00571668093518181,52,0.646372871016508,0.611898049247291,0.0402813724743712
"MRPL15",0.378046368973584,0.00572332420705686,52,0.525374247130092,0.28866695718911,0.0402813724743712
"ELOF1",0.377715772002858,0.00576930716865056,52,0.518147297028362,0.182558383135249,0.0405196917542517
"FDFT1",0.377677609639185,0.00577463593192334,52,0.539188262020282,0.358839197936878,0.0405196917542517
"MAZ",0.377592309343438,0.0057865623105232,52,0.241757017489212,0.353065483310154,0.0405196917542517
"TRPS1",0.377547168620754,0.00579288242998019,52,0.851535743331979,0.329887416123829,0.0405196917542517
"DEDD",0.377531968625921,0.00579501192751247,52,0.627427412830393,0.119405949599436,0.0405196917542517
"RUNX3",0.377453520216574,0.00580601331910735,52,0.444082934925455,0.0468541124730375,0.0405255050269914
"OSER1",0.377418174448551,0.00581097607556561,52,0.645205078064472,0.200229672583684,0.0405255050269914
"SMIM19",0.376788669960602,0.00589998535455555,52,0.513395228487258,0.133807428590778,0.0409847152225536
"PUM3",0.37673649435737,0.00590741593948529,52,0.533564241115052,0.197213416683099,0.0409847152225536
"MALAT1",0.376736389037024,0.00590743094694014,52,0.606649926011712,1.43089728315919,0.0409847152225536
"HLA-DRA",0.376412101756938,0.00595379799671656,52,0.340791377821662,0.427373576624001,0.0412529651622431
"UBE2V1",0.376208093113381,0.00598313007258991,52,0.726569658793938,0.394030799770975,0.0413646480503454
"DDX41",0.376165683117811,0.00598924354457083,52,0.394150287925934,0.097765200602761,0.0413646480503454
"SMAP1",0.376084734943316,0.00600092750701259,52,0.666760928479321,0.294304454090073,0.0413646480503454
"KRIT1",0.376034293373869,0.00600821824622281,52,0.470870955797419,0.168390822045815,0.0413646480503454
"FAF1",0.375381390350987,0.0061032882399615,52,0.710564536677925,0.118812204558479,0.0418451397893209
"AP2S1",0.375338509273654,0.00610957791546844,52,0.536735004033697,0.374075302928038,0.0418451397893209
"BOP1",0.375260210461207,0.00612107716651198,52,0.860565600252449,0.129054729342326,0.0418703567098827
"MIA3",0.374981912934626,0.00616210204401849,52,0.69554713860465,0.122978873681303,0.042097217535412
"ISG20L2",0.374597406663684,0.00621917836289114,52,0.80533664957914,0.120265169945577,0.0424330182313948
"PML",0.374480493271483,0.00623662427894644,52,0.547860228126293,0.156649038869001,0.0424918155497818
"MIER1",0.374433404482403,0.0062436629644657,52,0.641395067003066,0.219640258852621,0.0424918155497818
"HPGD",0.374261405677132,0.00626943175331972,52,0.525374247130092,0.552475165922036,0.0426130412065741
"HIST1H3D",0.374066339345515,0.00629876877740223,52,0.576042565881542,0.115678101592922,0.0427581819667508
"HLA-DQA2",0.373943016926085,0.0063173776066031,52,0.307645169843285,0.0214838970230061,0.0428302208366661
"STK38",0.373883075614975,0.00632643980647491,52,0.541978388086036,0.179221917037883,0.0428374356554736
"CAPN2",0.373353215836572,0.00640704091574105,52,0.706306433696128,0.415043800128965,0.0432737845456608
"PYM1",0.372891777899888,0.00647796204241549,52,0.664494954453923,0.134954820103854,0.0436675702539479
"IP6K2",0.372421302553755,0.00655097605908583,52,0.241757017489212,0.456161646498131,0.0440529631033411
"STX12",0.372393554648951,0.00655530462908193,52,0.414663359072713,0.102372917849094,0.0440529631033411
"RBM14",0.372224683799532,0.00658170165820528,52,0.617431550422404,0.106002986522307,0.0441749299265006
"IST1",0.371783191771228,0.00665115170436215,52,0.533564241115052,0.20254723315817,0.0445851921508932
"CD151",0.371421009188065,0.00670860182291682,52,0.677977206110967,0.55301308526706,0.0448623381879107
"RBM42",0.371416950187559,0.00670924811212033,52,0.574403750140058,0.295875462214902,0.0448623381879107
"LYPLAL1",0.371340625295043,0.00672141095229858,52,0.666760928479321,0.254945666514234,0.0448876272574952
"ITGB2",0.370856557707192,0.0067989983682767,52,0.334086629962587,0.31973386977976,0.0453492344464383
"RWDD1",0.370538934247461,0.00685033065513313,52,0.636970582820417,0.293859378189959,0.0456347897871804
"SNHG15",0.370441459567428,0.00686615143755564,52,0.503382225707634,0.239374881139318,0.0456833628565814
"RASSF7",0.369891360944178,0.00695603400126584,52,0.831143427262557,0.341472527083091,0.0462239678793794
"PLOD1",0.369683825247676,0.006990209201275,52,0.382004714381845,0.1505292788338,0.0463935074126752
"DCTN6",0.369249116142309,0.00706226746740924,52,0.498867495714586,0.104498992902887,0.046813743261688
"TMEM51",0.369141522584805,0.00708020189781679,52,0.382004714381845,0.0364026536164658,0.0468746123173136
"HNRNPUL1",0.368946325724115,0.00711283985883826,52,0.53813823519705,0.222288948901651,0.047032555906096
"BCAT2",0.368891731782693,0.0071219916584342,52,0.631023014832953,0.165280803796315,0.0470350028638392
"RPS28",0.36819528664817,0.00723964185708024,52,0.479991829995829,0.698655880056823,0.0477531056484258
"SNRPB2",0.367813633911698,0.00730482865739944,52,0.536383622651333,0.396422294455253,0.0481238158536672
"RUSC1",0.367612710748376,0.00733935129171973,52,0.848208119257686,0.309523375698293,0.0482325957281606
"KDELR1",0.367423166129959,0.00737204884717205,52,0.631023014832953,0.407205176132382,0.0483288783665281
"C1orf52",0.367208375276025,0.00740925457260402,52,0.636674523969741,0.131977453919392,0.0485134076905466
"TOMM40",0.367153537515607,0.00741877960442755,52,0.565472079505124,0.321943738921355,0.0485164634448278
"SYS1",0.365810896327544,0.00765533446076715,52,0.666760928479321,0.11422247127998,0.0498807437613977
