"CNV_clone","CNV_burden_mean","CNV_burden_median","mean_score.EMT","mean_score.Hypoxia","mean_score.KRAS_UP","mean_score.KRAS_DN","mean_score.LAPTM5_axis","mean_score.Proliferation","mean_score.Immune_modulatory","mean_score.TF_SNAI1","mean_score.TF_SNAI2","mean_score.TF_ZEB1","mean_score.TF_HIF1A","mean_score.TF_EPAS1","mean_score.TF_JUN","mean_score.TF_FOS","mean_score.TF_ATF3","mean_score.TF_EGR1","mean_score.TF_STAT3","mean_score.TF_NFKB1","mean_score.TF_RELA","mean_score.TF_MYC","mean_score.TF_TP53","mean_score.TF_FOXM1","mean_score.TF_KLF4"
"Subclone_01",0.256403830178778,0.275515895147797,0.409085782722127,0.343702896260416,0.454147861830072,0.724704061480471,0.316177064815934,0.161448540181148,0.942902697068121,0.354717256081237,0.414548063887708,0.813436824601692,0.221600982960368,0.0766874615489489,0.805218248808972,1.29893579042696,1.22013428058018,1.19852172186726,0.472428060081428,0.237330022145093,0.242087838861659,0.181205661684993,0.224243905050473,0.138786160810581,0.623397721672364
"Subclone_02",0.534968873835709,0.567949432980108,0.291682316240058,0.467397133172412,0.867023245230947,1.34879263698902,0.053400265138695,0.110323587302389,0.874605420444168,0.128410539056991,0.144370341898689,0.403782174501307,0.330569522093258,0.190912655208761,1.45578726343774,2.53443901002822,2.46766532445715,2.34446325397287,0.741733814045266,0.238159898305707,0.263853098069774,0.244527675075794,0.310843961176445,0.0495762428902305,1.16728779585884
"Subclone_03",0.481619582374887,0.509016545826362,0.191747340785591,0.47293342399349,0.42467644123248,0.504663124700071,0.0433742805556392,0.15054278853735,0.684134169782798,0.0792960820130475,0.0881588197838565,0.224091889848925,0.296642144094471,0.0730060683047563,0.653753829970461,1.09841844140284,1.01776424348269,1.00336022397271,0.317278625419232,0.118234895141493,0.148348814201131,0.228180302822825,0.16134874872458,0.0967078709297999,0.468603205177603
"Subclone_04",0.584046368206993,0.586354340955568,0.266567743786848,0.4935703023044,0.773308203739977,1.26745167020862,0.106995582380647,0.11539209328854,0.984461218081911,0.141787713977353,0.160461836107667,0.46531123927858,0.350699291274044,0.171560219601339,1.30428318831169,2.27161741345543,2.21850764854701,2.11564505564325,0.721225612487659,0.24883563760124,0.270639032249072,0.220873045160694,0.329323441651658,0.0734979053562257,1.08988698266038
"Subclone_05",0.501394311210262,0.48540620933259,0.304580575242363,0.293681685043992,0.514286896948315,0.676294752603595,0.10482091235035,0.0833752757567825,0.797562267551292,0.144092845716951,0.132579940205475,0.427551505205793,0.181523992567162,0.0768922881822095,0.906548185182303,1.49041662253688,1.38180109228851,1.35139129424567,0.414016916291415,0.152382589436596,0.173305322116116,0.135500823881579,0.120576553122133,0.0603289620238205,0.589051511328561
