subcluster,n_cells,n_samples,dominant_sample_fraction,CD3_program,gamma_delta_program,NK_cytotoxic_program,effector_program,GZMK_memory_program,cycling_program,stress_program,top20_real_differential_markers,initial_supported_label,final_annotation,merge_decision
"0",298,6,0.546979865771812,1.37075585969478,0.27043451463655,0.617011556973107,1.20917749198532,0.322907912868393,0.0958078404233701,1.10208262120808,"INPP4B;CD8A;AC015849.1;CCL5","CD8_effector_T","CD8_effector_T","KEPT_DISTINCT_BY_MARKER_PROGRAM"
"1",99,5,0.333333333333333,1.42935211844322,0.191278913943818,0.342836060601748,0.747423073258303,0.189065621381338,1.64821402479613,0.774592364000328,"RRM2;FBXO43;CDCA2;UBE2C;SHCBP1;BUB1B;HJURP;CCNB1;KIF23;CDCA5;CCNA2;TOP2A;KIF18B;CDK1;DLGAP5;BIRC5;FAM111B;PCLAF;GTSE1;AURKA","CD8_effector_T","Cycling_CD8_effector_T","KEPT_DISTINCT_BY_MARKER_PROGRAM"
"2",73,4,0.835616438356164,0.492109913762228,0.567989535967431,1.83833874581643,1.87497241977424,0.205250898147927,0.0736332007148939,0.972488339776295,"SH2D1B;FCER1G;NCAM1;NCR1;TYROBP;KLRB1;TXK;KIR2DL4;GNLY;KLRC1;LINC00299;ITGAX;AC092821.3;MATK;ATP8B4;KRT86;CLNK;LAT2;PLCG2;RIN3","Gamma_delta_T","Gamma_delta_T","KEPT_DISTINCT_BY_MARKER_PROGRAM"
