dataset_id,metric,n_cells,available,n_features_used,feature_source,before_min,before_q25,before_median,before_mean,before_q75,before_max,after_min,after_q25,after_median,after_mean,after_q75,after_max
"GSE147082","percent.mt",7645,TRUE,33,"rownames_gene_symbol_dot_separator",0,0,0,0,0,0,0.0320153673763406,4.27124614707177,6.41958967571145,7.47873162761018,9.42906574394464,61.1337532419415
"GSE147082","percent.ribo",7645,TRUE,775,"explicit_features_recomputed",0.227272727272727,7.16960941680043,10.9271523178808,11.2287551613913,14.7744945567652,38.0354505169867,0.227272727272727,7.16960941680043,10.9271523178808,11.2287551613913,14.7744945567652,38.0354505169867
"GSE147082","percent.HB",7645,TRUE,8,"explicit_features_recomputed",0,0,0,0.0125020936522276,0,20.5385427666315,0,0,0,0.0125020936522276,0,20.5385427666315
