dataset_id,sample_id,percent_mt_available,max_percent_mt,n_before,n_after_mt_qc
"GSE147082","PT-3232",TRUE,13.1512758152789,879,787
"GSE147082","PT-5150",TRUE,13.5545611354355,902,804
"GSE147082","PT-6885",TRUE,11.512063099697,866,801
"GSE147082","PT-4806",TRUE,10.6106793419842,880,820
"GSE147082","PT-3401",TRUE,15.5806642799143,2552,2335
"GSE147082","PT-2834",TRUE,13.7637200259018,1566,1446
