cluster,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,gene
"Myeloid_like__A_uncorrected__0",1.77166071291266e-29,0.868584969436055,0.636,0.623,3.25843838318896e-25,"MARCO"
"Myeloid_like__A_uncorrected__0",0.000128371764888519,0.679337287822594,0.449,0.525,1,"MSR1"
"Myeloid_like__A_uncorrected__0",7.37687224381518e-23,0.596478031608213,0.702,0.779,1.35675434308249e-18,"CALR"
"Myeloid_like__A_uncorrected__0",4.25599501473454e-41,0.587092307184441,0.929,0.909,7.82762603109976e-37,"TIMP1"
"Myeloid_like__A_uncorrected__0",7.74449158304493e-07,0.573856607527636,0.129,0.216,0.0142436689195362,"TMED2"
"Myeloid_like__A_uncorrected__0",1.4260553372493e-08,0.552236905756271,0.152,0.265,0.00026228009762689,"RIN2"
"Myeloid_like__A_uncorrected__0",4.99122834267104e-07,0.550418384173639,0.167,0.276,0.00917986716784058,"CSNK2B"
"Myeloid_like__A_uncorrected__0",4.81676706532221e-10,0.544031781699381,0.104,0.2,8.8589979865406e-06,"NENF"
"Myeloid_like__A_uncorrected__0",3.55839541118911e-17,0.543513813844331,0.632,0.56,6.54460084025901e-13,"RNASE1"
"Myeloid_like__A_uncorrected__0",0.000214136489089522,0.539122223459839,0.539,0.675,1,"FCGRT"
"Myeloid_like__A_uncorrected__0",0.0366254558694503,0.532505642417975,0.235,0.316,1,"TREM2"
"Myeloid_like__A_uncorrected__0",4.30392608202065e-10,0.530389035182999,0.14,0.257,7.91578085005237e-06,"SECTM1"
"Myeloid_like__A_uncorrected__0",9.44436310020305e-08,0.517595053091167,0.115,0.202,0.00173700726138934,"AP2A2"
"Myeloid_like__A_uncorrected__0",4.42076378725125e-05,0.50739298191101,0.147,0.227,0.813066875751251,"RAB13"
"Myeloid_like__A_uncorrected__0",1.11112531074519e-10,0.500440514450952,0.132,0.247,2.04358167152255e-06,"ACP2"
"Myeloid_like__A_uncorrected__0",5.00165738151186e-08,0.492920580667234,0.151,0.259,0.00091990482560766,"ANXA4"
"Myeloid_like__A_uncorrected__0",4.94365910920444e-07,0.489606470171515,0.177,0.291,0.00909237783364881,"RTCB"
"Myeloid_like__A_uncorrected__0",0.0185650108427429,0.485405182215949,0.365,0.547,1,"P4HB"
"Myeloid_like__A_uncorrected__0",1.61083404333943e-06,0.482756031637072,0.22,0.357,0.0296264597250989,"CD99"
"Myeloid_like__A_uncorrected__0",1.15103460430998e-05,0.480803530456792,0.197,0.307,0.211698284424692,"SLC39A8"
"Myeloid_like__A_uncorrected__1",2.70160326232133e-142,4.39914432800945,0.292,0.019,4.96878872006139e-138,"PDK4"
"Myeloid_like__A_uncorrected__1",5.1168286420844e-294,4.32875626363925,0.505,0.02,9.41087123852163e-290,"NR4A1"
"Myeloid_like__A_uncorrected__1",2.41210316843422e-254,4.15888708735353,0.491,0.03,4.43634014738422e-250,"ZNF331"
"Myeloid_like__A_uncorrected__1",1.34474644472571e-205,3.93411149317686,0.379,0.018,2.47325766113952e-201,"EGR3"
"Myeloid_like__A_uncorrected__1",7.27130342479328e-308,3.92970912610019,0.597,0.038,1.33733812588798e-303,"NR4A2"
"Myeloid_like__A_uncorrected__1",1.8180103286306e-200,3.85952367997969,0.389,0.022,3.3436845964174e-196,"NR4A3"
"Myeloid_like__A_uncorrected__1",7.54748702272887e-308,3.65787850505844,0.59,0.036,1.38813381322029e-303,"FOSB"
"Myeloid_like__A_uncorrected__1",3.21474013981519e-259,3.37521004336117,0.561,0.045,5.9125500651481e-255,"HBEGF"
"Myeloid_like__A_uncorrected__1",1.38954817234906e-167,3.18099852062186,0.471,0.06,2.55565699858439e-163,"MMP19"
"Myeloid_like__A_uncorrected__1",1.16124921008043e-210,3.12535954494845,0.488,0.043,2.13576954717992e-206,"EGR2"
"Myeloid_like__A_uncorrected__1",2.33635389788211e-279,2.82786794478608,0.792,0.121,4.29702208898478e-275,"RHOB"
"Myeloid_like__A_uncorrected__1",2.190831213856e-235,2.71943628449461,0.685,0.101,4.02937676852396e-231,"RGS1"
"Myeloid_like__A_uncorrected__1",7.29834572464952e-100,2.70830576324806,0.298,0.039,1.34231174567754e-95,"IL10"
"Myeloid_like__A_uncorrected__1",6.54472509142138e-154,2.70379082043296,0.422,0.05,1.20370583881422e-149,"ATF3"
"Myeloid_like__A_uncorrected__1",3.43769460264055e-150,2.58886189868075,0.522,0.09,6.3226079131765e-146,"RGS2"
"Myeloid_like__A_uncorrected__1",7.40492971170889e-252,2.58269421043023,0.849,0.175,1.3619146725775e-247,"SGK1"
"Myeloid_like__A_uncorrected__1",1.21361756070294e-176,2.50441991126021,0.67,0.14,2.23208541764485e-172,"TFRC"
"Myeloid_like__A_uncorrected__1",7.93322476024889e-169,2.42402222042383,0.678,0.153,1.45907869790498e-164,"ZFP36L2"
"Myeloid_like__A_uncorrected__1",1.9227530964816e-87,2.37758644073273,0.265,0.034,3.53632749504896e-83,"NUPR1"
"Myeloid_like__A_uncorrected__1",3.34686375463649e-162,2.33509237670371,0.471,0.059,6.15555181752743e-158,"EGR1"
"Myeloid_like__A_uncorrected__2",2.95862327742834e-31,1.12274890421033,0.224,0.066,5.4414999318462e-27,"SLC2A6"
"Myeloid_like__A_uncorrected__2",8.37040332624702e-24,0.993538807911694,0.278,0.114,1.53948457976335e-19,"NRP2"
"Myeloid_like__A_uncorrected__2",6.75469146549695e-41,0.931626239285994,0.5,0.211,1.2423228543342e-36,"ME2"
"Myeloid_like__A_uncorrected__2",3.87130321766443e-47,0.884817155690964,0.885,0.613,7.12010087792843e-43,"FN1"
"Myeloid_like__A_uncorrected__2",1.37658638142918e-22,0.882461757247811,0.222,0.082,2.53181767272454e-18,"SLC7A8"
"Myeloid_like__A_uncorrected__2",9.09401523888825e-28,0.8785899142691,0.322,0.131,1.67257128273633e-23,"MYO5A"
"Myeloid_like__A_uncorrected__2",1.34440089028011e-24,0.857174965976379,0.226,0.08,2.47262211740319e-20,"OLFML2B"
"Myeloid_like__A_uncorrected__2",0.000193315170723881,0.847993173548001,0.209,0.142,1,"MT1G"
"Myeloid_like__A_uncorrected__2",2.69650261391047e-11,0.822735234445009,0.365,0.213,4.95940760750413e-07,"MT1X"
"Myeloid_like__A_uncorrected__2",9.44430925406941e-47,0.820335750278422,0.667,0.294,1.73699735800845e-42,"GPNMB"
"Myeloid_like__A_uncorrected__2",1.29328214350812e-49,0.815566822606487,0.978,0.874,2.37860451834013e-45,"SPP1"
"Myeloid_like__A_uncorrected__2",3.74880352301434e-22,0.812363191722371,0.25,0.1,6.89479943952798e-18,"NRP1"
"Myeloid_like__A_uncorrected__2",3.53707583216342e-21,0.799135162937882,0.25,0.103,6.50538987051496e-17,"ABHD2"
"Myeloid_like__A_uncorrected__2",1.40485514349504e-23,0.784718524001247,0.213,0.073,2.58380957991607e-19,"GCHFR"
"Myeloid_like__A_uncorrected__2",1.59088972625847e-37,0.776656138417045,0.613,0.288,2.92596438453457e-33,"LGMN"
"Myeloid_like__A_uncorrected__2",1.19809631541938e-15,0.765202136033416,0.207,0.092,2.20353874331932e-11,"MANBA"
"Myeloid_like__A_uncorrected__2",1.09083207191761e-47,0.763140438834321,0.887,0.538,2.00625834667086e-43,"RNASE1"
"Myeloid_like__A_uncorrected__2",1.04810532229117e-16,0.758698181723375,0.217,0.093,1.92767530875791e-12,"ABCG1"
"Myeloid_like__A_uncorrected__2",5.03218700177191e-25,0.739320688659019,0.346,0.152,9.25519833365889e-21,"TNFAIP8"
"Myeloid_like__A_uncorrected__2",7.280015736836e-29,0.733772140868678,0.469,0.223,1.33894049431888e-24,"DAB2"
"Myeloid_like__A_uncorrected__3",9.22546520016224e-78,2.43416845313474,0.294,0.043,1.69674755961384e-73,"S100A12"
"Myeloid_like__A_uncorrected__3",7.70911774640344e-49,1.75551322596356,0.277,0.061,1.41786093591852e-44,"LILRA1"
"Myeloid_like__A_uncorrected__3",2.65354712526842e-87,1.74546320948241,0.535,0.13,4.88040387279367e-83,"PLAC8"
"Myeloid_like__A_uncorrected__3",5.08089878765237e-44,1.7226843427429,0.277,0.067,9.34478905025023e-40,"RETN"
