cluster,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,gene
"Fibroblast_like__A_uncorrected__0",0,4.35764876650886,0.51,0.079,0,"GZMK"
"Fibroblast_like__A_uncorrected__0",1.48840978979772e-264,4.12118486398189,0.641,0.38,4.9918287530236e-260,"CCL4"
"Fibroblast_like__A_uncorrected__0",3.68255400272605e-87,3.9542387619976,0.314,0.151,1.23505496143426e-82,"CCL4L2"
"Fibroblast_like__A_uncorrected__0",1.17750444744471e-166,3.9352165752423,0.251,0.046,3.94911441584007e-162,"CD8B"
"Fibroblast_like__A_uncorrected__0",2.35208485911474e-166,3.69159947005468,0.261,0.051,7.888422200499e-162,"CD8A"
"Fibroblast_like__A_uncorrected__0",0,3.49357916673148,0.489,0.11,0,"GZMA"
"Fibroblast_like__A_uncorrected__0",6.85636481966635e-226,3.44775222114419,0.385,0.096,2.2994876332197e-221,"CD69"
"Fibroblast_like__A_uncorrected__0",4.26008401837825e-128,3.42377902934324,0.251,0.065,1.4287469780837e-123,"GZMH"
"Fibroblast_like__A_uncorrected__0",1.76790846897752e-128,3.39166387283336,0.228,0.05,5.9292114232568e-124,"GZMM"
"Fibroblast_like__A_uncorrected__0",0,3.31477591115436,0.928,0.536,0,"CXCR4"
"Fibroblast_like__A_uncorrected__0",0,3.25759765777013,0.814,0.395,0,"CCL5"
"Fibroblast_like__A_uncorrected__0",1.418848370701e-215,3.15780126193306,0.412,0.124,4.758533665657e-211,"DUSP4"
"Fibroblast_like__A_uncorrected__0",1.70653266879282e-249,3.12023621371704,0.42,0.106,5.72336926459736e-245,"PTPRC"
"Fibroblast_like__A_uncorrected__0",1.7872920036106e-185,3.09432556183906,0.341,0.089,5.99421992170923e-181,"FYB1"
"Fibroblast_like__A_uncorrected__0",2.33008514872559e-130,3.07474676054456,0.269,0.075,7.81463957179587e-126,"CD3E"
"Fibroblast_like__A_uncorrected__0",1.08126864514327e-138,3.06239970104344,0.28,0.076,3.6263587820815e-134,"CTSW"
"Fibroblast_like__A_uncorrected__0",1.66876755784354e-251,3.05896501488784,0.54,0.228,5.59671263549567e-247,"TUBA4A"
"Fibroblast_like__A_uncorrected__0",2.67629225895083e-259,2.98386743301828,0.436,0.11,8.9757489780693e-255,"CD2"
"Fibroblast_like__A_uncorrected__0",3.2315454731339e-206,2.96947485873375,0.42,0.138,1.08379572077965e-201,"HCST"
"Fibroblast_like__A_uncorrected__0",6.6144987496623e-122,2.9582562697876,0.235,0.057,2.21837059066174e-117,"SAMSN1"
"Fibroblast_like__A_uncorrected__1",0,2.69159945061742,0.576,0.104,0,"EPYC"
"Fibroblast_like__A_uncorrected__1",3.12098778523836e-180,2.38553813446063,0.251,0.032,1.04671688341324e-175,"C1QTNF7"
"Fibroblast_like__A_uncorrected__1",2.46719268419861e-147,2.31340355366668,0.217,0.03,8.2744708242653e-143,"C2orf40"
"Fibroblast_like__A_uncorrected__1",0,2.15734208018421,0.596,0.114,0,"ITGBL1"
"Fibroblast_like__A_uncorrected__1",1.095003619538e-202,2.13596686919515,0.334,0.057,3.67242313920654e-198,"OMD"
"Fibroblast_like__A_uncorrected__1",1.38077543266618e-162,1.98489928840777,0.603,0.233,4.63084464607584e-158,"CXCL14"
"Fibroblast_like__A_uncorrected__1",9.14918962210129e-234,1.96316254840603,0.507,0.128,3.06845521546033e-229,"C1QTNF3"
"Fibroblast_like__A_uncorrected__1",2.18296205536527e-254,1.96063848286991,0.448,0.086,7.32121814128404e-250,"IQCA1"
"Fibroblast_like__A_uncorrected__1",2.65639630502494e-184,1.82862790641719,0.342,0.067,8.90902192779264e-180,"SMOC2"
"Fibroblast_like__A_uncorrected__1",5.33320433597846e-218,1.82220051387581,0.369,0.064,1.78865007020046e-213,"CILP2"
"Fibroblast_like__A_uncorrected__1",1.11253692925384e-308,1.80864915289049,0.616,0.138,1.11253693722376e-308,"COL10A1"
"Fibroblast_like__A_uncorrected__1",3.83130245583443e-100,1.7694464367238,0.291,0.086,1.28494221763775e-95,"CCL11"
"Fibroblast_like__A_uncorrected__1",2.20954525510139e-133,1.76645420614077,0.247,0.047,7.41037287655905e-129,"GLIS2"
"Fibroblast_like__A_uncorrected__1",2.75831901941146e-225,1.7648177263386,0.443,0.095,9.25085032730215e-221,"SUGCT"
"Fibroblast_like__A_uncorrected__1",1.20842974561895e-297,1.76240007229638,0.627,0.163,4.05283168085684e-293,"SFRP4"
"Fibroblast_like__A_uncorrected__1",0,1.7375736880306,0.842,0.277,0,"COL11A1"
"Fibroblast_like__A_uncorrected__1",3.33973232398257e-237,1.70012672953692,0.583,0.171,1.12007942681728e-232,"ACTG2"
"Fibroblast_like__A_uncorrected__1",9.63050691287978e-158,1.68747998247117,0.328,0.072,3.22987940844162e-153,"FNDC1"
"Fibroblast_like__A_uncorrected__1",1.96174098244123e-133,1.68228388070535,0.258,0.052,6.57928690691138e-129,"IL20RA"
"Fibroblast_like__A_uncorrected__1",0,1.64313646692737,0.894,0.302,0,"COL8A1"
"Fibroblast_like__A_uncorrected__10",2.82603509027838e-192,5.71248056734344,0.343,0.012,9.47795648577564e-188,"IL2RA"
"Fibroblast_like__A_uncorrected__10",1.54447283773929e-176,5.57028040498885,0.42,0.022,5.17985300321001e-172,"TNFRSF18"
"Fibroblast_like__A_uncorrected__10",3.46711320861493e-136,5.44889036302071,0.308,0.015,1.16280042790528e-131,"TNFRSF9"
"Fibroblast_like__A_uncorrected__10",1.03338035764155e-135,4.69789667890813,0.783,0.131,3.46575104345822e-131,"LTB"
"Fibroblast_like__A_uncorrected__10",3.1813564796845e-111,4.4725144257586,0.406,0.035,1.06696333615659e-106,"BATF"
"Fibroblast_like__A_uncorrected__10",8.49222872060308e-70,4.33425778008169,0.385,0.051,2.84812366831586e-65,"TNFRSF4"
"Fibroblast_like__A_uncorrected__10",1.09202506723112e-74,3.92204721796747,0.308,0.029,3.66243367047973e-70,"TIGIT"
"Fibroblast_like__A_uncorrected__10",4.15698063717448e-30,3.57964205094712,0.224,0.038,1.39416816609558e-25,"LINC01943"
"Fibroblast_like__A_uncorrected__10",1.20179710894364e-33,3.54763392769914,0.203,0.028,4.03058714397517e-29,"SELL"
"Fibroblast_like__A_uncorrected__10",3.640854291947e-56,3.22124175916382,0.455,0.085,1.22106971243318e-51,"CD7"
"Fibroblast_like__A_uncorrected__10",3.54298069288996e-77,3.02330514522609,0.818,0.242,1.18824486478143e-72,"TRAC"
"Fibroblast_like__A_uncorrected__10",3.90863720624504e-36,3.01246985226729,0.357,0.077,1.31087874623046e-31,"CD27"
"Fibroblast_like__A_uncorrected__10",2.62779889711683e-44,2.93249289136466,0.315,0.05,8.81311194115043e-40,"ICOS"
"Fibroblast_like__A_uncorrected__10",4.67556757180321e-28,2.84991569528657,0.392,0.114,1.56809185223136e-23,"ISG20"
"Fibroblast_like__A_uncorrected__10",6.06937588585493e-16,2.79893891645926,0.203,0.053,2.03554728459803e-11,"PIK3IP1"
"Fibroblast_like__A_uncorrected__10",1.16470100069453e-40,2.70829362984001,0.42,0.095,3.9061742161293e-36,"SPOCK2"
"Fibroblast_like__A_uncorrected__10",3.05514497776883e-58,2.6406349640701,0.776,0.271,1.02463452264411e-53,"RGS1"
"Fibroblast_like__A_uncorrected__10",2.07898382252934e-20,2.60579301741174,0.21,0.045,6.97249594399892e-16,"SKAP1"
"Fibroblast_like__A_uncorrected__10",9.22510381999911e-33,2.59823903947252,0.385,0.094,3.0939153191513e-28,"LCK"
"Fibroblast_like__A_uncorrected__10",5.99292556707394e-18,2.54357583549268,0.266,0.078,2.00990737668526e-13,"PMAIP1"
"Fibroblast_like__A_uncorrected__11",0,7.49120656498915,0.628,0.01,0,"FGFBP2"
"Fibroblast_like__A_uncorrected__11",2.43638251584426e-147,5.86497061036013,0.942,0.114,8.17113968163847e-143,"GNLY"
"Fibroblast_like__A_uncorrected__11",7.00306025021498e-217,5.7220257572015,0.872,0.058,2.3486863467171e-212,"GZMB"
"Fibroblast_like__A_uncorrected__11",1.48120315079248e-49,4.80078964425283,0.244,0.018,4.96765912712783e-45,"KLRD1"
"Fibroblast_like__A_uncorrected__11",3.68874546316627e-51,4.70659496253643,0.256,0.019,1.2371314534367e-46,"PLAC8"
"Fibroblast_like__A_uncorrected__11",8.56046117519908e-56,3.98978867405786,0.43,0.052,2.87100746893827e-51,"KLRB1"
"Fibroblast_like__A_uncorrected__11",1.31062580146598e-46,3.97504286528246,0.302,0.03,4.3955768129566e-42,"PRF1"
"Fibroblast_like__A_uncorrected__11",1.4938803184758e-52,3.47353870585592,0.779,0.206,5.01017581210413e-48,"NKG7"
"Fibroblast_like__A_uncorrected__11",5.8173074134917e-17,3.18124338390266,0.267,0.06,1.95100856033685e-12,"FCGR3A"
"Fibroblast_like__A_uncorrected__11",5.54662208646173e-24,3.12571951583531,0.384,0.089,1.86022611535753e-19,"CD7"
"Fibroblast_like__A_uncorrected__11",6.72214597131339e-20,2.82061656399022,0.256,0.047,2.25447331585908e-15,"SYTL3"
"Fibroblast_like__A_uncorrected__11",2.37099126467885e-14,2.81850030841121,0.221,0.047,7.95183050347992e-10,"SELPLG"
"Fibroblast_like__A_uncorrected__11",2.50192869950048e-13,2.74022756941461,0.221,0.05,8.39096847238472e-09,"DOK2"
"Fibroblast_like__A_uncorrected__11",9.29786321822335e-11,2.607269060354,0.221,0.059,3.11831736612775e-06,"CD247"
"Fibroblast_like__A_uncorrected__11",2.80072004425005e-19,2.59306135553042,0.349,0.085,9.39305488440582e-15,"PTPN7"
"Fibroblast_like__A_uncorrected__11",1.60741943394983e-20,2.54923821070589,0.419,0.112,5.39096329758096e-16,"GZMH"
"Fibroblast_like__A_uncorrected__11",8.87953462097025e-12,2.41590804840973,0.291,0.09,2.978018321181e-07,"RUNX3"
"Fibroblast_like__A_uncorrected__11",1.11613904236711e-17,2.41066707121275,0.419,0.129,3.74330712029082e-13,"CTSW"
"Fibroblast_like__A_uncorrected__11",3.29408543371812e-21,2.40030877882104,0.442,0.123,1.10477037276038e-16,"SLA"
"Fibroblast_like__A_uncorrected__11",1.99681979282798e-30,2.24559863243438,0.674,0.209,6.69693422118648e-26,"GZMA"
"Fibroblast_like__A_uncorrected__12",8.46558168419982e-48,10.0598492210226,1,0.172,2.83918678524694e-43,"HBB"
"Fibroblast_like__A_uncorrected__12",1.93727194219317e-171,10.0449622307019,1,0.037,6.49722263972744e-167,"HBA1"
"Fibroblast_like__A_uncorrected__12",2.03443615429395e-91,9.78795436888845,1,0.078,6.82309197427103e-87,"HBA2"
"Fibroblast_like__A_uncorrected__12",1.5648173881821e-242,8.74312109796277,0.258,0.001,5.24808455648513e-238,"ALAS2"
"Fibroblast_like__A_uncorrected__12",7.96646404653991e-07,3.90600244292225,0.323,0.091,0.0267179271192855,"SLC25A37"
"Fibroblast_like__A_uncorrected__12",0.00534746736703811,2.30358876337981,0.258,0.12,1,"FAM210B"
"Fibroblast_like__A_uncorrected__12",0.0403338606075515,1.15948284396447,0.548,0.535,1,"SPP1"
"Fibroblast_like__A_uncorrected__12",0.0195357926132343,0.395639327207459,0.871,0.886,1,"UBA52"
"Fibroblast_like__A_uncorrected__13",2.70230251549553e-103,7.85211998546793,0.621,0.022,9.06298217646891e-99,"ACKR1"
"Fibroblast_like__A_uncorrected__13",6.80476342399755e-252,7.37310358939632,0.69,0.009,2.2821815571403e-247,"RAMP3"
"Fibroblast_like__A_uncorrected__13",2.53121696100961e-226,7.24290655960808,0.345,0.002,8.48919544383404e-222,"SLCO2A1"
"Fibroblast_like__A_uncorrected__13",2.09225727090018e-157,7.03632946865924,0.276,0.002,7.01701243514501e-153,"MCTP1"
