"source_group","target_group","ligand","receptor","score","ligand_avg","receptor_avg","ligand_pct","receptor_pct"
"CNV_Subclone_01","Myeloid_Monocyte-like","MIF","CD74",7.61534314309037,2.54125547300835,3.69242344782605,0.829113924050633,0.978848413631022
"CNV_Subclone_04","T_NK_¦Ã¦ÄT","MIF","CD74",7.60978687296072,2.66794014087478,3.0508780648483,0.99000999000999,0.944347826086957
"CNV_Subclone_05","T_NK_CD8+ T resident memory","MIF","CD74",7.40600802206746,2.59194329842544,3.2212932419717,0.916666666666667,0.967647058823529
"CNV_Subclone_02","T_NK_¦Ã¦ÄT","MIF","CD74",7.32532544730079,2.56651718010494,3.0508780648483,0.990662931839402,0.944347826086957
"CNV_Subclone_04","Macrophages","MIF","CD74",7.24856796647065,2.66794014087478,3.35149696638882,0.99000999000999,0.818837505303352
"CNV_Subclone_05","T_NK_CD8+ T cytotoxic","MIF","CD74",7.23031450998396,2.59194329842544,3.18293504280933,0.916666666666667,0.956076134699854
"CNV_Subclone_03","T_NK_CD56dim cytotoxic NK","MIF","CD74",7.17640824981967,3.0661623920733,2.61789708927336,0.969637610186092,0.922040423484119
"Myeloid_Macro-MCEMP1","CNV_Subclone_04","TIMP1","CD63",7.10654046378524,4.4748490356526,1.67696768720093,0.998902305159166,0.948051948051948
"CNV_Subclone_02","Macrophages","MIF","CD74",6.97760926392647,2.56651718010494,3.35149696638882,0.990662931839402,0.818837505303352
"CNV_Subclone_02","Myeloid_Macro-C3/CX3CR1","TIMP1","CD63",6.89507406544982,3.00434822873634,2.40945263286909,0.990662931839402,0.961489088575096
"CNV_Subclone_04","T_NK_CD8+ T CXCL13","MIF","CD74",6.89064333878597,2.66794014087478,2.90619843050884,0.99000999000999,0.897674418604651
"CNV_Subclone_01","Myeloid_Macro-LYVE1","MIF","CD74",6.85506738781506,2.54125547300835,3.29909751955054,0.829113924050633,0.986175115207373
"CNV_Subclone_05","T_NK_¦Ã¦ÄT","MIF","CD74",6.8453202532187,2.59194329842544,3.0508780648483,0.916666666666667,0.944347826086957
"CNV_Subclone_03","T_NK_CD56bright regulatory","MIF","CD74",6.84248704829916,3.0661623920733,2.60922390759374,0.969637610186092,0.882059800664452
"Myeloid_Macro-THBS1","CNV_Subclone_02","TIMP1","CD63",6.83219739099763,3.83093224274777,1.88767337081777,0.996902106567534,0.947712418300654
"CNV_Subclone_01","B_Early-PC_MS4A1low","MIF","CD74",6.82391616352564,2.54125547300835,3.23870317412514,0.829113924050633,1
"CNV_Subclone_04","T_NK_CD4+ T regulatory","MIF","CD74",6.80201349829596,2.66794014087478,2.8161165104684,0.99000999000999,0.914473684210526
"CNV_Subclone_02","T_NK_CD8+ T CXCL13","MIF","CD74",6.63306421592907,2.56651718010494,2.90619843050884,0.990662931839402,0.897674418604651
"CNV_Subclone_01","T_NK_CD8+ T resident memory","MIF","CD74",6.56764663581615,2.54125547300835,3.2212932419717,0.829113924050633,0.967647058823529
"Myeloid_Macro-C3/CX3CR1","CNV_Subclone_03","C3","IFITM3",6.55128495652731,2.03441182429775,3.74799257843814,0.875481386392811,0.981390793339863
"CNV_Subclone_02","T_NK_CD4+ T regulatory","MIF","CD74",6.54774744730332,2.56651718010494,2.8161165104684,0.990662931839402,0.914473684210526
"CNV_Subclone_03","B_PC_IGHG","MIF","CD74",6.54389185410025,3.0661623920733,2.224810535442,0.969637610186092,0.98932384341637
"CNV_Subclone_05","Macrophages","MIF","CD74",6.52038880142891,2.59194329842544,3.35149696638882,0.916666666666667,0.818837505303352
"CNV_Subclone_02","Smooth_muscle_cells","TIMP1","CD63",6.47768510620602,3.00434822873634,2.42153221522681,0.990662931839402,0.898779997318675
"Myeloid_Macro-C3/CX3CR1","CNV_Subclone_02","C3","IFITM3",6.43156658377478,2.03441182429775,3.62796633032427,0.875481386392811,0.995331465919701
"CNV_Subclone_01","T_NK_CD8+ T cytotoxic","MIF","CD74",6.41184165962227,2.54125547300835,3.18293504280933,0.829113924050633,0.956076134699854
"CNV_Subclone_04","T_NK_CD56dim cytotoxic NK","MIF","CD74",6.37555784005842,2.66794014087478,2.61789708927336,0.99000999000999,0.922040423484119
"CNV_Subclone_05","T_NK_CD8+ T CXCL13","MIF","CD74",6.19842069063707,2.59194329842544,2.90619843050884,0.916666666666667,0.897674418604651
"CNV_Subclone_02","T_NK_CD56dim cytotoxic NK","MIF","CD74",6.13723312704911,2.56651718010494,2.61789708927336,0.990662931839402,0.922040423484119
