cluster,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,gene
"B_Plasma_like__A_uncorrected__0",1.12324090508731e-127,3.08015187075831,0.713,0.176,3.76712534748181e-123,"IGHGP"
"B_Plasma_like__A_uncorrected__0",1.44492037390838e-26,3.05963341369059,0.222,0.06,4.84597395001393e-22,"S100A1"
"B_Plasma_like__A_uncorrected__0",2.015387388926e-94,3.01175846711864,0.645,0.192,6.75920622498e-90,"HES1"
"B_Plasma_like__A_uncorrected__0",1.02022293700537e-45,2.75125596524542,0.445,0.152,3.42162368612859e-41,"RAB13"
"B_Plasma_like__A_uncorrected__0",3.02768090363106e-36,2.63873016173651,0.34,0.109,1.01542362145979e-31,"APOC1"
"B_Plasma_like__A_uncorrected__0",6.0566409437727e-31,2.57665424926368,0.255,0.067,2.03127623972249e-26,"SELENOP"
"B_Plasma_like__A_uncorrected__0",1.98900486232173e-23,2.30056092580437,0.245,0.078,6.67072450725463e-19,"SNCG"
"B_Plasma_like__A_uncorrected__0",2.18489211681535e-81,2.22175741645467,0.757,0.348,7.32769118137531e-77,"TUBB"
"B_Plasma_like__A_uncorrected__0",4.86152574543582e-26,2.2146690519436,0.29,0.099,1.63045850450426e-21,"RBP1"
"B_Plasma_like__A_uncorrected__0",3.0372457830391e-27,2.18457081515865,0.338,0.129,1.01863149071565e-22,"CLU"
"B_Plasma_like__A_uncorrected__0",8.50740872960215e-13,1.99251770606602,0.222,0.103,2.85321473973397e-08,"IMPDH2"
"B_Plasma_like__A_uncorrected__0",3.15372919429355e-19,1.96411128132451,0.27,0.108,1.05769769718217e-14,"ATF3"
"B_Plasma_like__A_uncorrected__0",1.4124868015443e-11,1.96149200515052,0.212,0.099,4.73719823501928e-07,"FXR1"
"B_Plasma_like__A_uncorrected__0",1.66300363483214e-14,1.93437376390807,0.268,0.127,5.57738159050005e-10,"FLOT1"
"B_Plasma_like__A_uncorrected__0",3.44595214064047e-27,1.92025066842674,0.362,0.147,1.155703428928e-22,"TM4SF1"
"B_Plasma_like__A_uncorrected__0",7.21098253702728e-13,1.8617670604298,0.218,0.096,2.41841932326821e-08,"NME4"
"B_Plasma_like__A_uncorrected__0",1.91565192565009e-105,1.83516455625169,0.96,0.539,6.42471342824527e-101,"IGHG1"
"B_Plasma_like__A_uncorrected__0",4.13525591950494e-12,1.79031760110663,0.278,0.152,1.38688213028357e-07,"ATOX1"
"B_Plasma_like__A_uncorrected__0",9.88658616375602e-27,1.74857080061559,0.475,0.25,3.31576326760049e-22,"PRDX6"
"B_Plasma_like__A_uncorrected__0",5.56674924438675e-11,1.74401529586703,0.212,0.1,1.86697636158243e-06,"ID1"
"B_Plasma_like__A_uncorrected__1",3.95942778010248e-122,4.6420868691124,0.388,0.02,1.32791288889077e-117,"LINC01781"
"B_Plasma_like__A_uncorrected__1",8.45726347995175e-148,3.43409450796757,0.53,0.04,2.83639702590622e-143,"TNFRSF13C"
"B_Plasma_like__A_uncorrected__1",1.34363385752948e-51,3.04217184307204,0.221,0.022,4.50627923138239e-47,"STAG3"
"B_Plasma_like__A_uncorrected__1",2.92938152050733e-83,2.97901549376168,0.429,0.065,9.82455974347747e-79,"HLA-DQA2"
"B_Plasma_like__A_uncorrected__1",8.54832851183367e-96,2.8730522516989,0.393,0.037,2.86693841629878e-91,"ARHGAP24"
"B_Plasma_like__A_uncorrected__1",9.06750296022683e-75,2.76265423692438,0.342,0.039,3.04105914280088e-70,"CHPT1"
"B_Plasma_like__A_uncorrected__1",2.57322824957832e-39,2.74919014894141,0.21,0.031,8.63009290343575e-35,"ARRDC2"
"B_Plasma_like__A_uncorrected__1",7.29159683353836e-44,2.74703932858964,0.221,0.03,2.44545574603209e-39,"TLE1"
"B_Plasma_like__A_uncorrected__1",1.43056765463504e-69,2.7153048571712,0.369,0.055,4.797837800115e-65,"RBM38"
"B_Plasma_like__A_uncorrected__1",2.85099059213328e-43,2.59183418582346,0.24,0.037,9.56165224789659e-39,"CLECL1"
