cluster,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,gene
"Cycling_like__A_uncorrected__0",2.62743230293836e-22,4.71566224869736,0.25,0.02,8.81188245759468e-18,"LY6K"
"Cycling_like__A_uncorrected__0",1.95753318200698e-29,4.4645879747249,0.352,0.035,6.565174785815e-25,"IGHGP"
"Cycling_like__A_uncorrected__0",3.67816024849757e-39,3.76824988734368,0.734,0.219,1.23358138414112e-34,"IGLC3"
"Cycling_like__A_uncorrected__0",6.77877365739068e-12,3.58973824247057,0.211,0.04,2.27346510921569e-07,"IGHM"
"Cycling_like__A_uncorrected__0",3.77321862554604e-48,3.57500055358926,0.758,0.182,1.26546206263563e-43,"HES1"
"Cycling_like__A_uncorrected__0",1.66578140323692e-16,3.2550571014457,0.266,0.044,5.58669767017597e-12,"TPPP3"
"Cycling_like__A_uncorrected__0",4.83416723806111e-19,2.98465738144501,0.453,0.142,1.62128300830093e-14,"IGHG1"
"Cycling_like__A_uncorrected__0",3.54266558464171e-09,2.93153450361081,0.219,0.06,0.000118813918377714,"CCL2"
"Cycling_like__A_uncorrected__0",1.89217248720397e-10,2.8414158159829,0.234,0.06,6.34596808758466e-06,"PSAT1"
"Cycling_like__A_uncorrected__0",5.26735308369331e-10,2.799775318217,0.219,0.055,1.76656487720906e-05,"ID4"
"Cycling_like__A_uncorrected__0",5.4744545013797e-25,2.79697352451436,0.484,0.115,1.83602255067272e-20,"CLU"
"Cycling_like__A_uncorrected__0",5.73688323531793e-12,2.7606345981161,0.328,0.106,1.92403589946093e-07,"PTGDS"
"Cycling_like__A_uncorrected__0",1.25473882988053e-60,2.68787170480998,1,0.714,4.20814308765332e-56,"IGKC"
"Cycling_like__A_uncorrected__0",1.80444303959445e-09,2.68357903262013,0.227,0.062,6.05174106619186e-05,"ZSCAN16-AS1"
"Cycling_like__A_uncorrected__0",2.40279185646074e-14,2.55004868189414,0.367,0.111,8.05848332819803e-10,"FXR1"
"Cycling_like__A_uncorrected__0",6.91209242209871e-12,2.51046547684294,0.227,0.046,2.31817755652347e-07,"CFAP36"
"Cycling_like__A_uncorrected__0",4.55210062868438e-18,2.45966247478209,0.484,0.173,1.52668350884817e-13,"TM4SF1"
"Cycling_like__A_uncorrected__0",3.91219141243318e-15,2.42745161611014,0.484,0.19,1.31207075590184e-10,"RAB13"
"Cycling_like__A_uncorrected__0",9.81505235430269e-24,2.42690587230787,0.625,0.239,3.29177225858604e-19,"IGHG4"
"Cycling_like__A_uncorrected__0",3.80798833620995e-14,2.3835143113491,0.344,0.095,1.27712312819809e-09,"SELENOP"
"Cycling_like__A_uncorrected__1",1.37342106002798e-31,2.96754070421725,0.331,0.018,4.60617955112183e-27,"ASF1B"
"Cycling_like__A_uncorrected__1",7.97950896116974e-30,2.95530323729632,0.323,0.02,2.67616771539711e-25,"ASPM"
"Cycling_like__A_uncorrected__1",1.52699995731343e-20,2.89927529021711,0.25,0.022,5.12125245683779e-16,"CD79B"
"Cycling_like__A_uncorrected__1",7.15414682705222e-19,2.79896719175807,0.242,0.024,2.39935776285677e-14,"CTLA4"
"Cycling_like__A_uncorrected__1",1.09884405764342e-22,2.75864388333906,0.25,0.016,3.68530320052451e-18,"TSPAN5"
"Cycling_like__A_uncorrected__1",7.32633738179917e-38,2.75432630501123,0.484,0.049,2.45710703110781e-33,"TNFRSF18"
"Cycling_like__A_uncorrected__1",7.61685003851957e-27,2.74390747863544,0.323,0.027,2.55453916591869e-22,"IL2RA"
"Cycling_like__A_uncorrected__1",3.0546097413831e-25,2.7406007541047,0.411,0.063,1.02445501506506e-20,"GZMB"
"Cycling_like__A_uncorrected__1",9.71369930474983e-23,2.67527765569453,0.25,0.016,3.257780472827e-18,"CNTRL"
"Cycling_like__A_uncorrected__1",1.03316261857183e-22,2.59631960327357,0.25,0.016,3.46502079016621e-18,"ATAD2"
"Cycling_like__A_uncorrected__1",7.9451789617957e-34,2.5314283605819,0.379,0.025,2.66465412020704e-29,"CLSPN"
"Cycling_like__A_uncorrected__1",3.03435779881671e-20,2.5155576003301,0.242,0.02,1.01766291856715e-15,"CDKN2D"
"Cycling_like__A_uncorrected__1",4.67199472657906e-18,2.5049303338585,0.25,0.029,1.56689359140008e-13,"GNLY"
"Cycling_like__A_uncorrected__1",4.29817575217774e-39,2.50154824709321,0.516,0.051,1.44152218376537e-34,"RRM2"
"Cycling_like__A_uncorrected__1",1.72783050626908e-29,2.4372259105369,0.323,0.02,5.79479795192524e-25,"CENPN"
"Cycling_like__A_uncorrected__1",2.00489040120059e-20,2.38015214816959,0.258,0.024,6.72400142754653e-16,"MYO1G"
"Cycling_like__A_uncorrected__1",6.92047733714484e-21,2.35997744203987,0.274,0.027,2.32098968933164e-16,"LINC01943"
"Cycling_like__A_uncorrected__1",5.28949530407534e-22,2.31240447073006,0.266,0.022,1.77399093508079e-17,"ITSN2"
"Cycling_like__A_uncorrected__1",1.95339041790942e-19,2.2927140568121,0.323,0.051,6.5512807835846e-15,"TNFRSF4"
