label_type,cnv_subclone,neighbor_label,clone_n_cells,neighbor_n,observed_prop,expected_prop_perm_mean,enrichment_ratio,z_score,empirical_p_greater,empirical_p_less,global_prop
interaction_group,Subclone_01,B cells,3318,156,0.001567209162145871,0.01333793718367815,0.11750011568983022,-6.234420239618049,1.0,0.000999000999000999,0.013360094068037141
interaction_group,Subclone_01,B_Bm_stress-response,3318,0,0.0,0.0022562092635780573,0.0,-2.9263489999920727,1.0,0.000999000999000999,0.0022300612253172768
interaction_group,Subclone_01,B_Bn_TCL1A,3318,6,6.027727546714889e-05,0.02391432598233223,0.0025205508828340553,-9.292539652306171,1.0,0.000999000999000999,0.023983294814093985
interaction_group,Subclone_01,B_Classical-Bm_TXNIP,3318,0,0.0,0.012820011004805565,0.0,-6.656012587323742,1.0,0.000999000999000999,0.012832988687507603
interaction_group,Subclone_01,B_Early-PC_MS4A1low,3318,5,5.023106288929074e-05,0.0013523499947041273,0.03714353760934535,-2.202876936245516,1.0,0.000999000999000999,0.0013583100190568869
interaction_group,Subclone_01,B_PC_IGHG,3318,2,2.0092425155716293e-05,0.005705428775399923,0.003521632807397181,-4.81517662887794,1.0,0.000999000999000999,0.005696792766492317
interaction_group,Subclone_01,CNV_Subclone_01,3318,65108,0.6540888085191883,0.0671912208199501,9.73473618334643,142.22083945188544,0.000999000999000999,1.0,0.06726675586911568
interaction_group,Subclone_01,CNV_Subclone_02,3318,2288,0.02298573437813944,0.02169153466820717,1.0596638149272652,0.528672527652414,0.2827172827172827,0.7182817182817183,0.021712687021043668
interaction_group,Subclone_01,CNV_Subclone_03,3318,12193,0.12249346996182439,0.020738810300827026,5.906484903665837,42.237912527680336,0.000999000999000999,1.0,0.020699022827717635
interaction_group,Subclone_01,CNV_Subclone_04,3318,3066,0.03080168776371308,0.02027292363345623,1.5193510477631023,4.374411077319092,0.000999000999000999,1.0,0.02029355715038722
interaction_group,Subclone_01,CNV_Subclone_05,3318,406,0.004078762306610408,0.001915631117299199,2.1292002775361856,2.975568138050482,0.00999000999000999,0.991008991008991,0.001946235251185987
interaction_group,Subclone_01,DC,3318,1,1.0046212577858147e-05,0.004235222935676575,0.0023720622811212815,-3.916230974925161,1.0,0.000999000999000999,0.004277662895835867
interaction_group,Subclone_01,Macrophages,3318,832,0.00835844886477798,0.047838591039180756,0.17472188630999277,-11.000502094829002,1.0,0.000999000999000999,0.04778413007338929
interaction_group,Subclone_01,Monocytes,3318,6,6.027727546714889e-05,0.0055001103319227695,0.010959284783306648,-4.4317042789292715,1.0,0.000999000999000999,0.005595426347159713
interaction_group,Subclone_01,Myeloid_Interferon-Responsive Myeloid,3318,3,3.0138637733574443e-05,0.00845564529299736,0.003564321431332284,-5.436213577193931,1.0,0.000999000999000999,0.008453959372339132
interaction_group,Subclone_01,Myeloid_Macro-C3/CX3CR1,3318,7,7.032348804500703e-05,0.015822725370526314,0.00444446114043044,-7.568792483245383,1.0,0.000999000999000999,0.015792888132019626
interaction_group,Subclone_01,Myeloid_Macro-Inflammatory_M1,3318,19,0.0001908780389793048,0.02587738260626793,0.0073762498272553646,-9.657605214511797,1.0,0.000999000999000999,0.02580789036208085
interaction_group,Subclone_01,Myeloid_Macro-Inflammatory_TNF,3318,36,0.0003616636528028933,0.020736346021294594,0.017441050242482124,-8.639464776911899,1.0,0.000999000999000999,0.020719296111584153
interaction_group,Subclone_01,Myeloid_Macro-LYVE1,3318,8,8.036970062286517e-05,0.03977097570896149,0.0020208128965957376,-12.476328641153088,1.0,0.000999000999000999,0.03959372339131492
