cluster,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,gene
"T_NK_like__A_uncorrected__0",0,5.7867208331401,0.317,0.007,0,"COMP"
"T_NK_like__A_uncorrected__0",0,4.63781915870674,0.473,0.023,0,"TIMP3"
"T_NK_like__A_uncorrected__0",8.83609714116719e-230,4.35156711539346,0.234,0.017,2.96345025920465e-225,"SFRP2"
"T_NK_like__A_uncorrected__0",0,4.17780557529488,0.372,0.023,0,"AEBP1"
"T_NK_like__A_uncorrected__0",0,3.63849660992652,0.77,0.1,0,"FN1"
"T_NK_like__A_uncorrected__0",0,3.57877830007658,0.886,0.157,0,"COL1A1"
"T_NK_like__A_uncorrected__0",0,3.56736518444269,0.405,0.044,0,"BGN"
"T_NK_like__A_uncorrected__0",0,3.27601980202397,0.68,0.107,0,"RARRES2"
"T_NK_like__A_uncorrected__0",6.38682903682835e-146,3.20987642527295,0.202,0.028,2.14201472237149e-141,"THY1"
"T_NK_like__A_uncorrected__0",0,3.16493907351733,0.59,0.107,0,"COL1A2"
"T_NK_like__A_uncorrected__0",3.7914437703769e-285,3.00148616306591,0.417,0.068,1.271574411709e-280,"IGHA1"
"T_NK_like__A_uncorrected__0",3.26070625362821e-166,2.93049939411336,0.267,0.047,1.09357566334183e-161,"CCDC80"
"T_NK_like__A_uncorrected__0",0,2.87699301533645,0.615,0.112,0,"SPARC"
"T_NK_like__A_uncorrected__0",0,2.86508216224532,0.532,0.082,0,"CALD1"
"T_NK_like__A_uncorrected__0",0,2.8533641629628,0.504,0.083,0,"TPM2"
"T_NK_like__A_uncorrected__0",6.61473368562235e-143,2.75750311978745,0.203,0.027,2.21844938348402e-138,"MMP11"
"T_NK_like__A_uncorrected__0",4.1117336135563e-223,2.54953738792344,0.372,0.069,1.37899321931451e-218,"LUM"
"T_NK_like__A_uncorrected__0",1.97251089575434e-117,2.54479357779796,0.216,0.043,6.61540704218091e-113,"DCN"
"T_NK_like__A_uncorrected__0",0,2.53838062675209,0.693,0.196,0,"SLPI"
"T_NK_like__A_uncorrected__0",5.88227158889623e-152,2.4998968984809,0.296,0.066,1.97279624548402e-147,"NBL1"
"T_NK_like__A_uncorrected__1",7.12019419135075e-88,2.13220500665274,0.264,0.081,2.38797072789522e-83,"YBX3"
