dataset_id,provisional_broad_lineage,n_cells,n_samples,median_module_top_score,median_score_margin,author_supported_fraction
"GSE154600","Myeloid_like",6721,5,1.91484123495438,0.945946922522637,0.878143133462282
"GSE154600","Epithelial_like",4512,5,1.27536269813805,0.485842683763353,0.673980496453901
"GSE154600","Fibroblast_like",7560,5,1.83702000874921,1.06681281750143,0.659656084656085
"GSE154600","Uncertain",1067,5,0.733379020843297,0,0
"GSE154600","Endothelial_like",524,5,1.42791066227873,0.453627503441111,0.946564885496183
"GSE154600","B_Plasma_like",2185,5,1.20969789220267,0.518628545561693,0
"GSE154600","T_NK_like",7858,5,1.20507318324865,0.502596258672612,0
"GSE154600","Cycling_like",676,5,1.05001699508903,0.334268610230646,0
