"sample_id","qc_scope","min_features","max_features","min_counts","max_counts","max_percent_mt","n_before","n_after_basic_qc"
"T59","sample_wise",200,2602,500,6021.5,8.48421667135198,16280,10410
"T76","sample_wise",200,2394,500,7006,10.6751447477254,16679,12066
"T77","sample_wise",200,2755,500,8002,10.1027154990833,8136,5235
"T89","sample_wise",200,1776.5,500,5922.5,8.0934023224743,6100,3559
"T90","sample_wise",200,1877,500,5884.5,9.33886546727584,4926,3406
