cluster,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,gene
"Epithelial_like__A_uncorrected__0",0,6.58945082165528,0.745,0.037,0,"AOC1"
"Epithelial_like__A_uncorrected__0",0,5.94877348743274,0.69,0.023,0,"LY6D"
"Epithelial_like__A_uncorrected__0",0,5.64281705766294,0.792,0.052,0,"LYPD2"
"Epithelial_like__A_uncorrected__0",0,5.5724178776361,0.471,0.015,0,"VSTM2L"
"Epithelial_like__A_uncorrected__0",0,5.19993034934682,0.222,0.005,0,"PHACTR3"
"Epithelial_like__A_uncorrected__0",0,5.13014024604253,0.981,0.198,0,"KRT17"
"Epithelial_like__A_uncorrected__0",0,5.03364969009123,0.318,0.014,0,"UPK2"
"Epithelial_like__A_uncorrected__0",0,4.85492783703303,0.594,0.057,0,"KRT16"
"Epithelial_like__A_uncorrected__0",0,4.85017306434794,0.697,0.044,0,"MXRA8"
"Epithelial_like__A_uncorrected__0",0,4.76812748878965,0.229,0.006,0,"PPP1R1C"
"Epithelial_like__A_uncorrected__0",0,4.39552055606902,0.856,0.111,0,"CLIC3"
"Epithelial_like__A_uncorrected__0",0,4.36900863456421,0.22,0.01,0,"ASPG"
"Epithelial_like__A_uncorrected__0",0,4.32580405451872,0.295,0.011,0,"HLA-G"
"Epithelial_like__A_uncorrected__0",0,4.2626977941519,0.549,0.071,0,"TMEM176A"
"Epithelial_like__A_uncorrected__0",0,4.16965382659036,0.445,0.02,0,"TNNT2"
"Epithelial_like__A_uncorrected__0",0,4.1683322293385,0.236,0.018,0,"ICAM4"
"Epithelial_like__A_uncorrected__0",0,4.14043334486941,0.26,0.022,0,"KRT13"
"Epithelial_like__A_uncorrected__0",0,4.11215675928099,0.721,0.06,0,"CDC42EP5"
"Epithelial_like__A_uncorrected__0",0,4.07786210161576,0.597,0.083,0,"TMEM176B"
"Epithelial_like__A_uncorrected__0",0,3.86368249333556,0.49,0.055,0,"DHRS9"
"Epithelial_like__A_uncorrected__1",0,4.03541343364997,0.264,0.068,0,"SST"
"Epithelial_like__A_uncorrected__1",2.14219357413816e-60,3.37555396499683,0.24,0.155,3.93992242155491e-56,"C12orf75"
"Epithelial_like__A_uncorrected__1",5.72125093508709e-39,1.92131228818524,0.421,0.442,1.05225247198122e-34,"H2AFJ"
"Epithelial_like__A_uncorrected__1",2.63325748293759e-65,1.84923176676241,0.258,0.157,4.84308716261882e-61,"MT1H"
"Epithelial_like__A_uncorrected__1",1.43425521292429e-77,1.76463807480834,0.398,0.289,2.63788218761036e-73,"MT1G"
"Epithelial_like__A_uncorrected__1",1.19812085140262e-38,1.61966955192868,0.224,0.151,2.2035838698997e-34,"IGFBP5"
"Epithelial_like__A_uncorrected__1",0,1.53327190806698,0.961,0.863,0,"FTL"
"Epithelial_like__A_uncorrected__1",3.23595705537818e-77,1.51650352843687,0.49,0.464,5.95157221625155e-73,"LDHB"
"Epithelial_like__A_uncorrected__1",5.95519864710254e-58,1.50660638670147,0.411,0.332,1.0952801351751e-53,"S100A1"
"Epithelial_like__A_uncorrected__1",1.14844594394071e-46,1.45095933907743,0.461,0.493,2.11222178009576e-42,"BRK1"
"Epithelial_like__A_uncorrected__1",2.75165059405468e-13,1.38643643437461,0.204,0.17,5.06083577258537e-09,"IL32"
"Epithelial_like__A_uncorrected__1",1.18283937543572e-101,1.38497558368767,0.564,0.569,2.17547817930137e-97,"MIF"
"Epithelial_like__A_uncorrected__1",0,1.31912485318256,0.929,0.855,0,"RPL32"
"Epithelial_like__A_uncorrected__1",8.0885713300943e-07,1.31411817118865,0.358,0.423,0.0148765003903094,"MRPL12"
"Epithelial_like__A_uncorrected__1",0,1.28093952319722,0.986,0.931,0,"RPLP1"
"Epithelial_like__A_uncorrected__1",1.196054163856e-77,1.27303487328327,0.619,0.609,2.19978281816396e-73,"IGFBP2"
"Epithelial_like__A_uncorrected__1",7.75937605162307e-25,1.23136190000412,0.442,0.5,1.42710444341451e-20,"BANF1"
"Epithelial_like__A_uncorrected__1",3.48113415455054e-15,1.22649799749696,0.411,0.455,6.40250193704935e-11,"TKT"
"Epithelial_like__A_uncorrected__1",0.043680936965223,1.22209631225359,0.399,0.486,1,"TALDO1"
"Epithelial_like__A_uncorrected__1",0,1.22180566146724,0.934,0.82,0,"RPL29"
"Epithelial_like__A_uncorrected__10",0,6.96658879892112,0.354,0.007,0,"HOXA9"
"Epithelial_like__A_uncorrected__10",0,4.82253768019187,0.348,0.044,0,"HOXA5"
"Epithelial_like__A_uncorrected__10",3.83579642556305e-286,4.67459332852735,0.249,0.033,7.05479678589556e-282,"AJAP1"
"Epithelial_like__A_uncorrected__10",0,4.38646894479633,0.348,0.054,0,"HOXA3"
"Epithelial_like__A_uncorrected__10",7.43537360335106e-193,3.97347794394425,0.243,0.046,1.36751391312833e-188,"HOXA4"
"Epithelial_like__A_uncorrected__10",2.64849953816557e-223,3.94257174649341,0.227,0.035,4.87112035059411e-219,"NDUFA4L2"
"Epithelial_like__A_uncorrected__10",5.53884024838039e-205,3.83586099191046,0.308,0.07,1.01870349848212e-200,"LCN12"
