"source_group","target_group","n_lr_pairs","total_score","mean_score","max_score","top_ligand","top_receptor"
"B_Early-PC_MS4A1low","Myeloid_Macro-C3/CX3CR1",154,41.3222967089767,0.268326602006343,14.3669611413212,"MIF","CD74"
"B_Bm_stress-response","Myeloid_Macro-MCEMP1",113,41.3198201804021,0.365662125490284,5.70320329080288,"RPS19","C5AR1"
"CNV_Subclone_05","Myeloid_Macro-TIMD4",207,41.2779272770536,0.199410276700742,8.59547169959652,"MIF","CD74"
"Myeloid_Monocyte-like","B cells",241,41.2723816167965,0.17125469550538,4.11095534316643,"MIF","CD74"
"CNV_Subclone_04","Myeloid_Macro-Inflammatory_TNF",337,41.1715862501937,0.122170879080693,12.4559784487509,"MIF","CD74"
"Myeloid_Monocyte-like","T_NK_CD4+ T naive",94,41.1597510577828,0.437869692104072,3.63069140127662,"B2M","CD3D"
"T_NK_CD8+ T cytotoxic","Myeloid_Proliferating Myeloid",150,41.1514812243085,0.274343208162057,6.29392635933178,"MIF","CD74"
"CNV_Subclone_04","DC",356,41.140905360948,0.115564340901539,14.8064386839429,"MIF","CD74"
"T_NK_CD8+ T CXCL13","Myeloid_cDC2",141,41.127477928033,0.291684240624348,9.42056701378505,"MIF","CD74"
"DC","Myeloid_mDC_LAMP3",180,41.0698506307699,0.228165836837611,9.55096057639978,"MIF","CD74"
"T_NK_CD4+ T naive","Myeloid_Macro-TIMD4",120,40.9549239392114,0.341291032826761,7.11957865314683,"MIF","CD74"
"T cells","Myeloid_Monocyte-like",130,40.8405160849905,0.314157816038388,5.52868598063286,"MIF","CD74"
"Myeloid_Macro-Inflammatory_TNF","Macrophages",257,40.7706873305026,0.158640806733473,6.09548622276894,"MIF","CD74"
"CNV_Subclone_04","Myeloid_Macro-Inflammatory_M1",307,40.5883052922802,0.132209463492769,12.6733783129899,"MIF","CD74"
"Myeloid_mDC_LAMP3","Myeloid_Macro-Inflammatory_TNF",209,40.588266486254,0.194202231991646,7.20080619332616,"MIF","CD74"
"Myeloid_mDC_LAMP3","Myeloid_cDC1",164,40.562581524577,0.24733281417425,10.1270193106369,"MIF","CD74"
"CNV_Subclone_02","T_NK_CD56dim cytotoxic NK",200,40.4954096108014,0.202477048054007,6.13723312704911,"MIF","CD74"
"Myeloid_Macro-M2-like","T_NK_CD8+ T cytotoxic",104,40.4815668149994,0.38924583475961,5.07070957326586,"B2M","CD3D"
"Myeloid_Macro-C3/CX3CR1","B_Early-PC_MS4A1low",162,40.4324375205421,0.249582947657667,5.81361467936804,"MIF","CD74"
"Myeloid_Proliferating Myeloid","T cells",152,40.3393760594462,0.265390631970041,3.28900114133477,"B2M","CD3D"
"B_Bn_TCL1A","Myeloid_Macro-TIMD4",114,40.3199135804538,0.353683452460121,3.6516301007977,"HLA-A","APLP2"
"CNV_Subclone_04","T_NK_CD56dim cytotoxic NK",208,40.2646377539657,0.193579989201758,6.37555784005842,"MIF","CD74"
"T cells","Myeloid_cDC2-like",163,40.2490968517401,0.246926974550553,9.33885439309845,"MIF","CD74"
"T_NK_¦Ã¦ÄT","Myeloid_Macro-C3/CX3CR1",124,40.1823914032177,0.324051543574336,8.53600764231002,"MIF","CD74"
"CNV_Subclone_04","T_NK_CD8+ T cytotoxic",168,40.1778618222383,0.239153939418085,8.03777623400193,"MIF","CD74"
"Myeloid_Macro-THBS1","Macrophages",268,40.1369360715018,0.149764686833962,5.640222514846,"MIF","CD74"
"Myeloid_Monocyte-like","Myeloid_Macro-Inflammatory_TNF",178,40.125294508034,0.225423002854124,4.63302678840702,"MIF","CD74"
"NK cells","Myeloid_cDC2",193,40.0687187199392,0.207609941554089,11.9679128045199,"MIF","CD74"
"Myeloid_Macro-Inflammatory_TNF","T cells",137,40.0384677360821,0.292251589314468,3.13719790157401,"B2M","CD3D"
"NK cells","T_NK_CD56bright regulatory",90,40.0380151825214,0.444866835361349,5.30341212507783,"B2M","KLRD1"
"T_NK_CD8+ T resident memory","T cells",80,40.0282650838719,0.500353313548398,4.097260622821,"B2M","CD3D"
"Myeloid_Macro-THBS1","B_Classical-Bm_TXNIP",104,40.0190186191491,0.384798255953357,11.2519940558874,"MIF","CD74"
"Myeloid_Macro-Inflammatory_TNF","Smooth_muscle_cells",235,39.8289806789445,0.169485024165721,3.54861806368105,"C3","IFITM3"
"CNV_Subclone_04","B cells",453,39.8241344179825,0.0879119965076876,11.0523796854334,"MIF","CD74"
"B_Bm_stress-response","T_NK_CD56dim cytotoxic NK",86,39.7821687435679,0.462583357483348,4.44687528235831,"B2M","CD247"
"CNV_Subclone_03","Myeloid_Interferon-Responsive Myeloid",204,39.7271498475745,0.194740930625365,14.7743111889392,"MIF","CD74"
"Myeloid_Proliferating Myeloid","Macrophages",296,39.6931214004176,0.134098383109519,6.80562460377481,"MIF","CD74"
"Myeloid_Macro-M2-like","T_NK_CD56dim cytotoxic NK",132,39.6763601494179,0.300578485980439,4.1957282829392,"B2M","CD247"
"Myeloid_Macro-M2-like","Myeloid_Proliferating Myeloid",233,39.6582575899374,0.170207114119903,4.11010502938931,"MIF","CD74"
"Myeloid_Proliferating Myeloid","B_Classical-Bm_TXNIP",107,39.6492392615086,0.370553637958024,13.5769195961174,"MIF","CD74"
"T_NK_CD4+ T regulatory","Myeloid_Proliferating Myeloid",150,39.648603518419,0.264324023456127,6.82611339497544,"MIF","CD74"
"T_NK_CD4+ T effector","DC",158,39.5862878259959,0.250546125480987,11.3469561743481,"MIF","CD74"
"CNV_Subclone_05","Myeloid_cDC2-like",212,39.5644021913842,0.186624538638605,14.505595341475,"MIF","CD74"
"T_NK_CD8+ T cytotoxic","Myeloid_cDC2",142,39.5501406527992,0.278522117273234,9.67088384167624,"MIF","CD74"
"T_NK_CD8+ T CXCL13","DC",151,39.5316731362514,0.261799159842725,8.81233033180767,"MIF","CD74"
"T_NK_CD56bright regulatory","B_Early-PC_MS4A1low",89,39.5301830469892,0.44415936007853,6.18873297122344,"MIF","CD74"
"Myeloid_Macro-LYVE1","T cells",148,39.4151354772722,0.266318482954542,3.03238798220066,"B2M","CD3D"
"Myeloid_Monocyte-like","Myeloid_cDC1",138,39.39417416531,0.285465030183406,6.51576372050968,"MIF","CD74"
"B_Classical-Bm_TXNIP","DC",141,39.3806354422302,0.279295286824328,7.22277379663711,"MIF","CD74"
"B_Classical-Bm_TXNIP","Myeloid_cDC2",127,39.3611663994018,0.309930444089778,7.7212975472599,"MIF","CD74"
"Myeloid_Macro-THBS1","T_NK_CD8+ T effector",112,39.3538756506302,0.35137388973777,3.93473216417351,"MIF","CD74"
"T_NK_CD4+ T regulatory","T_NK_CD56bright regulatory",63,39.3222500497633,0.624162699202591,5.8831821448201,"B2M","KLRD1"
"T_NK_CD56bright regulatory","B_Classical-Bm_TXNIP",50,39.3005473768272,0.786010947536545,10.4616554047165,"MIF","CD74"
"T_NK_CD8+ T effector","T_NK_CD4+ T effector",69,39.2535617444277,0.568892199194605,6.51916260291463,"B2M","CD3D"
"T_NK_CD8+ T resident memory","Myeloid_mDC_LAMP3",90,39.2280168291121,0.435866853656801,10.4214278111956,"MIF","CD74"
"Myeloid_Macro-M2-like","T_NK_Th17",108,39.1914601300891,0.362883890093417,5.28427686026522,"B2M","CD3D"
"T_NK_CD8+ T CXCL13","T_NK_CD4+ T naive",60,39.1725819124231,0.652876365207051,5.04711698033417,"B2M","CD3D"
"CNV_Subclone_02","Myeloid_mDC_LAMP3",210,39.1531166002908,0.186443412382337,14.8680229295842,"MIF","CD74"
"T_NK_CD8+ T resident memory","B cells",171,39.1419959347974,0.228900561022207,7.45734488651466,"MIF","CD74"
"B cells","B_Early-PC_MS4A1low",271,39.1220324748226,0.14436174344953,7.15996438331947,"MIF","CD74"
"Myeloid_Macro-LYVE1","B_Classical-Bm_TXNIP",105,39.0619728514323,0.37201878906126,10.407594043709,"MIF","CD74"
"Myeloid_Macro-Inflammatory_TNF","B_Classical-Bm_TXNIP",96,38.9894867524033,0.406140487004201,12.160224985062,"MIF","CD74"
"Myeloid_mDC_LAMP3","B cells",300,38.9365292507199,0.129788430835733,6.38938517895734,"MIF","CD74"
"T_NK_CD4+ T effector","Myeloid_Macro-C3/CX3CR1",121,38.9322377562438,0.321754031043337,11.1210460339418,"MIF","CD74"
"T_NK_¦Ã¦ÄT","Myeloid_cDC1",112,38.9144549461665,0.347450490590772,10.3042476012945,"MIF","CD74"
"Smooth_muscle_cells","T_NK_CD8+ T effector",166,38.8550641593747,0.234066651562498,4.89250435419328,"LGALS1","CD69"
"Myeloid_Proliferating Myeloid","T_NK_CD8+ T effector",109,38.8303955829454,0.356242161311425,4.7477399970087,"MIF","CD74"
"B_Early-PC_MS4A1low","T_NK_CD56bright regulatory",84,38.8175166210019,0.462113293107166,6.01828958417484,"MIF","CD74"
"Macrophages","T_NK_CD4+ T regulatory",142,38.7746090259168,0.273060626943076,5.28657160642149,"B2M","CD3D"
"Macrophages","Myeloid_Macro-C3/CX3CR1",282,38.7045410221745,0.137250145468704,8.17156588968299,"MIF","CD74"
"T_NK_MAIT","DC",155,38.6860733783408,0.249587570182844,9.86017873896767,"MIF","CD74"
"Myeloid_Interferon-Responsive Myeloid","Myeloid_Macro-M2-like",200,38.5767282472824,0.192883641236412,10.2000128587803,"MIF","CD74"
"Macrophages","T_NK_CD56bright regulatory",137,38.5758178904576,0.281575313069033,4.27131016845262,"B2M","KLRD1"
"T_NK_CD4+ T regulatory","Myeloid_cDC2",139,38.448639926858,0.276608920337108,10.4886117129477,"MIF","CD74"
"Myeloid_Macro-Inflammatory_M1","B_Early-PC_MS4A1low",166,38.3909888003025,0.231271016869292,6.92356121731728,"MIF","CD74"
"T_NK_CD8+ T cytotoxic","T_NK_CD4+ T naive",66,38.3546045548079,0.581130372042544,4.94828074316121,"B2M","CD3D"
"T_NK_CD8+ T resident memory","Myeloid_Macro-Inflammatory_TNF",125,38.3491217856805,0.306792974285444,8.40439161837272,"MIF","CD74"
"T_NK_¦Ã¦ÄT","T_NK_CD8+ T effector",62,38.3387904467812,0.618367587851309,4.59012367049885,"B2M","CD3D"
"T_NK_CD4+ T effector","T_NK_CD4+ T naive",62,38.3352698954602,0.618310804765487,4.87997187685352,"B2M","CD3D"
"Smooth_muscle_cells","CNV_Subclone_02",436,38.257044662019,0.0877455152798602,5.35811692855591,"TIMP1","CD63"
"T cells","T_NK_CD4+ T effector",77,38.225519921471,0.496435323655467,5.78286509795387,"B2M","CD3D"
"B_Early-PC_MS4A1low","Myeloid_cDC1",138,38.2094992616179,0.276880429432014,17.3430871997541,"MIF","CD74"
"Smooth_muscle_cells","CNV_Subclone_04",452,38.2064325283096,0.0845275055936054,4.76173909090777,"TIMP1","CD63"
"B_Bn_TCL1A","T_NK_Th17",71,38.180601124503,0.537754945415535,5.49647645808204,"B2M","CD3D"
"NK cells","Myeloid_Macro-C3/CX3CR1",166,38.1713438395352,0.229947854455031,10.9723184188933,"MIF","CD74"
"T_NK_CD8+ T cytotoxic","DC",154,38.1706756129495,0.247861529954218,9.04648551288749,"MIF","CD74"
"T_NK_Th17","DC",158,38.1522674247807,0.241470046992283,9.66982595715705,"MIF","CD74"
"T_NK_CD56dim cytotoxic NK","B_Early-PC_MS4A1low",86,38.1176118241253,0.443228044466573,5.49824825904108,"HLA-B","CANX"
"T_NK_CD8+ T effector","Myeloid_Monocyte-like",105,38.1163475438919,0.363012833751352,4.34901162384722,"HLA-A","APLP2"
"CNV_Subclone_02","T_NK_CD8+ T cytotoxic",161,38.0996762649574,0.236643951956257,7.73731613901768,"MIF","CD74"
"Macrophages","DC",315,38.0579923443259,0.12081902331532,8.33756103005409,"MIF","CD74"
"NK cells","DC",206,38.0324938310007,0.184623756461169,11.1952073438227,"MIF","CD74"
"T_NK_MAIT","T_NK_CD4+ T naive",60,38.0319311846253,0.633865519743755,4.79201197027285,"B2M","CD3D"
"Myeloid_Macro-MCEMP1","T cells",129,38.0217560260038,0.294742294775223,3.17452545246906,"B2M","CD3D"
"Myeloid_Macro-Inflammatory_TNF","T_NK_CD8+ T effector",95,38.0160474541338,0.400168920569829,4.28721142883985,"LGALS1","CD69"
"NK cells","Myeloid_cDC1",144,37.9573159283442,0.263592471724612,13.2452418608572,"MIF","CD74"
"Myeloid_Macro-LYVE1","Macrophages",277,37.9303046901649,0.136932507906733,5.21695496452832,"MIF","CD74"
"DC","T_NK_CD4+ T naive",137,37.915039277597,0.276752111515307,4.09982237231477,"B2M","CD3D"
"CNV_Subclone_04","Myeloid_mDC_LAMP3",217,37.8979721327387,0.174645032869763,15.445386901973,"MIF","CD74"
"T_NK_CD4+ T effector","Myeloid_cDC1",109,37.8875634612384,0.347592325332463,13.424778505484,"MIF","CD74"
"T_NK_Th17","Myeloid_Macro-C3/CX3CR1",118,37.824738277965,0.32054862947428,9.4773063328525,"MIF","CD74"
"T_NK_CD8+ T effector","T_NK_CD4+ T regulatory",58,37.668540584922,0.649457596291759,6.7627892660484,"B2M","CD3D"
"Myeloid_Monocyte-like","Myeloid_Macro-Inflammatory_M1",163,37.6571327570023,0.231025354337437,4.71388911479589,"MIF","CD74"
"Myeloid_Macro-LYVE1","T_NK_CD8+ T effector",110,37.4819499284505,0.34074499934955,4.22582001331917,"LGALS1","CD69"
"B_Bn_TCL1A","Myeloid_cDC2-like",124,37.3817461401326,0.301465694678489,4.3583725562755,"MIF","CD74"
"Myeloid_Macro-M2-like","T_NK_MAIT",103,37.3713987513159,0.362829114090445,5.18620996530906,"B2M","CD3D"
"T cells","T_NK_CD4+ T regulatory",65,37.3101582750529,0.574002435000814,5.99897569573791,"B2M","CD3D"
"T_NK_¦Ã¦ÄT","T cells",85,37.28358135181,0.438630368844824,4.04743695007581,"B2M","CD3D"
"Myeloid_Macro-MCEMP1","T_NK_CD8+ T effector",94,37.2306311566314,0.396070544219483,4.40886043870084,"LGALS1","CD69"
"T_NK_CD8+ T resident memory","Myeloid_Macro-Inflammatory_M1",114,37.2085937980561,0.326391173667159,8.55107729259443,"MIF","CD74"
"Myeloid_cDC1","T_NK_CD8+ T effector",77,37.2075796951277,0.483215320715945,4.03834391669749,"B2M","CD3D"
"B cells","T cells",224,37.163473255046,0.165908362745741,3.30164087046069,"B2M","CD3D"
"T_NK_MAIT","Myeloid_Macro-C3/CX3CR1",117,37.11885125891,0.317255138965043,9.66386932090654,"MIF","CD74"
"T_NK_Th17","T_NK_CD4+ T naive",59,37.038516997957,0.627771474541644,4.63487672694622,"B2M","CD3D"
"B_Bm_stress-response","Myeloid_Macro-TIMD4",111,37.0286565788912,0.333591500710731,3.70666011859284,"HLA-A","APLP2"
"Monocytes","T cells",146,37.0120953101032,0.253507502123994,3.45215629777146,"B2M","CD3D"
"Monocytes","T_NK_CD8+ T effector",108,36.9858788703066,0.342461841391728,3.91502685084832,"B2M","CD3D"
"Myeloid_cDC2-like","T cells",139,36.9798404380581,0.266042017539986,3.3200857110826,"B2M","CD3D"
"B_Classical-Bm_TXNIP","Myeloid_Macro-C3/CX3CR1",109,36.9657678797613,0.339135485135424,7.07897330799065,"MIF","CD74"
"T_NK_Th17","Myeloid_cDC1",106,36.9056190259853,0.348166217226276,11.4405369745664,"MIF","CD74"
"T_NK_CD4+ T naive","T_NK_CD56bright regulatory",58,36.8226894641863,0.634873956279075,5.36242695688787,"B2M","KLRD1"
"T_NK_CD4+ T regulatory","T_NK_CD4+ T naive",62,36.7736619426475,0.59312357972012,4.98191322891992,"B2M","CD3D"
"NK cells","Myeloid_mDC_LAMP3",125,36.7645420348119,0.294116336278495,11.6783186398948,"MIF","CD74"
"Myeloid_Macro-MCEMP1","Macrophages",234,36.7445163011259,0.157027847440709,5.86787102651651,"MIF","CD74"
"Myeloid_Macro-TIMD4","B_Classical-Bm_TXNIP",92,36.6573683808803,0.398449656313916,10.315196574383,"MIF","CD74"
"Myeloid_cDC2-like","B_Early-PC_MS4A1low",158,36.6466367064267,0.23194073864827,5.54613592262333,"MIF","CD74"
"CNV_Subclone_05","Myeloid_Macro-C3/CX3CR1",184,36.6378046438041,0.199118503498936,13.0538359600894,"MIF","CD74"
"T_NK_MAIT","Myeloid_cDC1",102,36.593996079879,0.358764667449795,11.6657466162046,"MIF","CD74"
"Myeloid_cDC2-like","Macrophages",247,36.5409720525655,0.147939158107552,4.69954615349053,"MIF","CD74"
"T_NK_CD4+ T effector","Myeloid_mDC_LAMP3",91,36.5250691862925,0.401374386662555,11.8366159488844,"MIF","CD74"
"Myeloid_cDC1","T cells",112,36.5157453967154,0.326033441042102,3.56089368367257,"B2M","CD3D"
"T_NK_CD8+ T effector","Myeloid_cDC2-like",138,36.3396254677118,0.263330619331245,6.90270252725359,"MIF","CD74"
"Myeloid_mDC_LAMP3","T_NK_CD8+ T effector",92,36.3205818880923,0.394788933566221,4.43254034047933,"B2M","CD3D"
"T_NK_CD4+ T regulatory","DC",153,36.2102924763877,0.236668578277044,9.81141697748251,"MIF","CD74"
"T_NK_CD56dim cytotoxic NK","B_Classical-Bm_TXNIP",49,36.2032828315664,0.738842506766662,8.15508096789984,"MIF","CD74"
"B cells","T_NK_CD8+ T effector",170,36.1361212491042,0.212565419112377,4.23248287621248,"MIF","CD74"
"T_NK_CD4+ T naive","Myeloid_Proliferating Myeloid",139,36.1169764246667,0.259834362767387,7.67535077606857,"MIF","CD74"
"Smooth_muscle_cells","Myeloid_Macro-M2-like",282,36.0595312530342,0.127870678202249,9.4336239954321,"MIF","CD74"
"Myeloid_Proliferating Myeloid","Smooth_muscle_cells",271,36.0568388942057,0.133051066030279,3.28628120806857,"TIMP1","CD63"
"Myeloid_Macro-C3/CX3CR1","Myeloid_Macro-M2-like",165,36.0381801345016,0.218413212936373,6.87636893055397,"MIF","CD74"
"Myeloid_cDC2-like","T_NK_CD8+ T effector",98,36.0167770358036,0.367518133018404,3.76524803190319,"B2M","CD3D"
"Myeloid_Macro-TIMD4","T cells",126,35.9471125698344,0.285294544205035,3.19274528510976,"B2M","CD3D"
"Myeloid_Macro-TIMD4","Macrophages",248,35.9314580206889,0.144884911373746,5.17063941510489,"MIF","CD74"
"T cells","Myeloid_Macro-TIMD4",145,35.8766968644813,0.247425495617112,5.53385481621796,"MIF","CD74"
"Myeloid_Macro-THBS1","Smooth_muscle_cells",229,35.8687250229983,0.156631986999992,8.31190620931278,"TIMP1","CD63"
"T_NK_CD8+ T CXCL13","Myeloid_Macro-C3/CX3CR1",114,35.8217848895145,0.314226183241356,8.63688285920123,"MIF","CD74"
"T_NK_CD56bright regulatory","B_Bn_TCL1A",48,35.8110863133749,0.74606429819531,10.5210867690309,"MIF","CD74"
"Myeloid_cDC2","Macrophages",271,35.800412122275,0.132104841779613,5.42793196874791,"MIF","CD74"
"Myeloid_mDC_LAMP3","T cells",127,35.7581682056539,0.281560379572078,3.90848457353392,"B2M","CD3D"
"B_Bm_stress-response","T_NK_Th17",70,35.7472413374774,0.510674876249677,5.60058196585364,"B2M","CD3D"
"B_PC_IGHG","T_NK_CD8+ T cytotoxic",82,35.6639732609439,0.434926503182243,4.87956704517988,"MIF","CD74"
"Myeloid_Macro-Inflammatory_M1","T cells",143,35.626189283701,0.249134190795112,3.47163394776764,"B2M","CD3D"
"B_Bn_TCL1A","Myeloid_Monocyte-like",105,35.5652458645756,0.338716627281672,3.32794473868551,"HLA-A","APLP2"
"T_NK_CD8+ T cytotoxic","Myeloid_Macro-C3/CX3CR1",117,35.5490862957821,0.303838344408394,8.86637617069931,"MIF","CD74"
"T_NK_¦Ã¦ÄT","B cells",178,35.5195340640152,0.199547944179861,6.50120285984497,"MIF","CD74"
"Myeloid_cDC2","T cells",145,35.4842020937477,0.244718635129294,3.32457367589691,"B2M","CD3D"
"B_Early-PC_MS4A1low","Myeloid_Macro-Inflammatory_TNF",160,35.4776094206218,0.221735058878886,12.3317835079284,"MIF","CD74"
"B_PC_IGHG","Myeloid_Macro-LYVE1",166,35.4341677062514,0.213458841603924,5.2168725763637,"MIF","CD74"
"Myeloid_Macro-M2-like","T_NK_CD4+ T effector",105,35.4214850294453,0.337347476470908,5.32249620733209,"B2M","CD3D"
"Myeloid_Interferon-Responsive Myeloid","NK cells",118,35.3620702848918,0.299678561736372,5.90144123629009,"LGALS1","CD69"
"CNV_Subclone_05","Myeloid_Proliferating Myeloid",238,35.3317613812524,0.148452778912825,9.26645572642331,"MIF","CD74"
"T_NK_CD4+ T naive","Myeloid_cDC2",128,35.3221169669795,0.275954038804528,11.7935008390151,"MIF","CD74"
"Myeloid_Macro-C3/CX3CR1","CNV_Subclone_04",209,35.295190804611,0.168876511026847,6.08535515844428,"C3","IFITM3"
"T_NK_¦Ã¦ÄT","Myeloid_mDC_LAMP3",94,35.2390065056808,0.374883047932774,9.0852464678589,"MIF","CD74"
"CNV_Subclone_04","T_NK_Th17",188,35.2086152831262,0.187279868527267,3.27829621969875,"B2M","CD3D"
"CNV_Subclone_05","Myeloid_Monocyte-like",177,35.1901814178378,0.19881458428157,8.58744319478982,"MIF","CD74"
"Myeloid_Macro-C3/CX3CR1","CNV_Subclone_02",194,35.1885700420481,0.181384381660042,6.43156658377478,"C3","IFITM3"
"Myeloid_Macro-THBS1","B_Bn_TCL1A",75,35.1119976642843,0.468159968857124,11.3159152358659,"MIF","CD74"
"Myeloid_Macro-M2-like","Myeloid_cDC2",205,35.1017768966633,0.171228179983724,6.31535007672592,"MIF","CD74"
"NK cells","T_NK_CD4+ T naive",87,35.0724145610098,0.403131201850688,4.4909605675905,"B2M","CD3D"
"T_NK_CD4+ T regulatory","Myeloid_Macro-C3/CX3CR1",116,35.046007257878,0.302120752223086,9.61607837275796,"MIF","CD74"
"T_NK_¦Ã¦ÄT","Myeloid_Macro-Inflammatory_TNF",128,35.0139608674924,0.273546569277284,7.32682417886111,"MIF","CD74"
"CNV_Subclone_02","T_NK_CD56bright regulatory",149,34.9886719944517,0.234823301976186,5.85166516763889,"MIF","CD74"
"B_Early-PC_MS4A1low","T_NK_CD4+ T naive",88,34.8973312601743,0.396560582501981,4.1019367691147,"B2M","CD3D"
"B cells","Macrophages",424,34.8942773825027,0.0822978240153366,6.06703181209492,"MIF","CD74"
"Myeloid_Macro-Inflammatory_M1","T_NK_CD8+ T effector",101,34.8526433194669,0.345075676430365,4.09273743916566,"MIF","CD74"
"T_NK_CD8+ T CXCL13","Myeloid_cDC1",104,34.8114100400234,0.334725096538686,10.4260191899854,"MIF","CD74"
"Myeloid_Macro-MCEMP1","B_Classical-Bm_TXNIP",87,34.7820902977149,0.399794141353045,11.7061427518663,"MIF","CD74"
"T_NK_CD8+ T CXCL13","T_NK_CD8+ T effector",52,34.7659635975093,0.668576223029026,4.67685928576478,"B2M","CD3D"
"Macrophages","B cells",396,34.7430723327883,0.0877350311434047,6.22363635994144,"MIF","CD74"
"B_Bm_stress-response","Myeloid_Monocyte-like",100,34.7010841145165,0.347010841145165,3.37809682231279,"HLA-A","APLP2"
"B_Early-PC_MS4A1low","Myeloid_mDC_LAMP3",114,34.698416573741,0.304372075208254,15.2913854383255,"MIF","CD74"
"B_Early-PC_MS4A1low","B cells",228,34.640958542692,0.151934028696018,10.9421796199285,"MIF","CD74"
"Myeloid_Proliferating Myeloid","B_Bn_TCL1A",74,34.6290960156085,0.467960756967683,13.6540483891782,"MIF","CD74"
"B_Early-PC_MS4A1low","Myeloid_Macro-Inflammatory_M1",149,34.6148122993951,0.232314176506007,12.5470157413077,"MIF","CD74"
"B_Bn_TCL1A","T_NK_CD4+ T effector",68,34.5961594052193,0.508767050076754,5.53623057145486,"B2M","CD3D"
"B_PC_IGHG","Myeloid_Macro-MCEMP1",145,34.5822000674833,0.238497931499885,6.37477805203102,"MIF","CD74"
"Myeloid_Macro-LYVE1","Smooth_muscle_cells",247,34.5614003255867,0.13992469767444,6.3281004963621,"TIMP1","CD63"
"B_Bm_stress-response","Myeloid_cDC2-like",125,34.5255256928032,0.276204205542426,4.98779678088465,"MIF","CD74"
"CNV_Subclone_04","T_NK_MAIT",172,34.4907781757025,0.200527780091294,4.33557510812015,"MIF","CD74"
"Myeloid_cDC2","T_NK_CD8+ T effector",103,34.4371229885009,0.334340999888359,3.78663402838481,"MIF","CD74"
"T_NK_MAIT","Myeloid_mDC_LAMP3",86,34.3660579187211,0.399605324636292,10.2856790074119,"MIF","CD74"
"CNV_Subclone_01","Monocytes",293,34.2858123067851,0.117016424255239,7.78047377825344,"MIF","CD74"
"Myeloid_Macro-Inflammatory_M1","Macrophages",261,34.26749181791,0.131293072099272,5.86671440102559,"MIF","CD74"
"CNV_Subclone_01","Myeloid_Interferon-Responsive Myeloid",283,34.2611562487656,0.121064156356062,10.470445797203,"MIF","CD74"
"Macrophages","Myeloid_cDC1",218,34.2608957556895,0.157160072273805,9.86431148447278,"MIF","CD74"
"Myeloid_Interferon-Responsive Myeloid","B_Bn_TCL1A",80,34.2594213542852,0.428242766928565,14.6604280754572,"MIF","CD74"
"B_PC_IGHG","T_NK_MAIT",83,34.2585855875536,0.412754043223538,4.44720049379201,"B2M","CD3D"
"CNV_Subclone_02","T_NK_Th17",177,34.258362513292,0.193550070696565,3.17644010269575,"B2M","CD3D"
"Myeloid_Monocyte-like","Myeloid_mDC_LAMP3",123,34.2420326003669,0.278390508946072,5.74494340758337,"MIF","CD74"
"CNV_Subclone_03","Myeloid_Macro-LYVE1",199,34.2307949330679,0.172014044889789,9.67283540456165,"MIF","CD74"
"T_NK_Th17","Myeloid_mDC_LAMP3",87,34.2303261300002,0.39345202448276,10.0871118552635,"MIF","CD74"
"Myeloid_Macro-TIMD4","T_NK_CD8+ T effector",93,34.1882717227724,0.367615824976048,3.80382192181168,"LGALS1","CD69"
"T_NK_CD8+ T cytotoxic","T_NK_CD8+ T effector",58,34.1552089903563,0.588882913626833,4.5852736983109,"B2M","CD3D"
"B_Classical-Bm_TXNIP","T_NK_CD56bright regulatory",58,34.1513698290616,0.588816721190717,5.09806305548825,"B2M","KLRD1"
"Macrophages","Myeloid_Macro-Inflammatory_TNF",298,34.1253760661548,0.114514684785754,7.01400807596788,"MIF","CD74"
"Myeloid_cDC2","B_Early-PC_MS4A1low",171,34.1053311919136,0.199446381239261,6.40573525489668,"MIF","CD74"
"B_Bn_TCL1A","Myeloid_Proliferating Myeloid",129,34.0624444144299,0.264049956701007,3.10974577491183,"HLA-A","APLP2"
"CNV_Subclone_03","Myeloid_cDC2-like",184,34.045327665831,0.185028954705603,18.151111607347,"MIF","CD74"
"T_NK_CD4+ T effector","B cells",174,33.9830937317441,0.195305136389334,8.47002244022874,"MIF","CD74"
"T_NK_¦Ã¦ÄT","Myeloid_Macro-Inflammatory_M1",117,33.9588731524918,0.290246779081127,7.45470257784369,"MIF","CD74"
"Smooth_muscle_cells","B_Bn_TCL1A",109,33.9511289208746,0.311478246980501,13.5589011495106,"MIF","CD74"
"T_NK_CD4+ T effector","Myeloid_Macro-Inflammatory_TNF",126,33.9461647752084,0.269414006152447,9.54567432341958,"MIF","CD74"
"Myeloid_Macro-LYVE1","B_Bn_TCL1A",74,33.8956311009058,0.458049068931159,10.4667182921496,"MIF","CD74"
"T_NK_CD8+ T cytotoxic","Myeloid_cDC1",107,33.8777392802742,0.316614385796956,10.7030522016237,"MIF","CD74"
"Monocytes","B_Early-PC_MS4A1low",167,33.8420839392128,0.202647209216843,5.97179619840453,"MIF","CD74"
"T_NK_CD4+ T naive","DC",145,33.8077750828999,0.23315706953724,11.0320562456352,"MIF","CD74"
"T_NK_CD4+ T effector","T_NK_CD8+ T effector",58,33.8029176000794,0.582808924139301,4.52197598658042,"B2M","CD3D"
"T_NK_MAIT","T_NK_CD8+ T effector",59,33.7979637913959,0.572846843921965,4.44046883953594,"B2M","CD3D"
"Myeloid_Macro-C3/CX3CR1","NK cells",101,33.7619450314335,0.33427668347954,4.41590897993364,"C3","IFITM1"
