"source_group","target_group","n_lr_pairs","total_score","mean_score","max_score","top_ligand","top_receptor"
"T_NK_CD8+ T CXCL13","Myeloid_Macro-MCEMP1",125,66.3164400586499,0.530531520469199,6.28143453281958,"HLA-A","APLP2"
"Myeloid_cDC2","Myeloid_Macro-C3/CX3CR1",240,66.296734814937,0.276236395062238,10.8667344356877,"MIF","CD74"
"T_NK_MAIT","Myeloid_Macro-LYVE1",150,66.2153529289339,0.441435686192893,5.92137479217085,"HLA-A","APLP2"
"Myeloid_mDC_LAMP3","Myeloid_Monocyte-like",189,66.1801534072405,0.350159541837252,5.51881548147549,"MIF","CD74"
"Myeloid_Macro-MCEMP1","Myeloid_Macro-C3/CX3CR1",202,66.1784731715424,0.327616203819517,11.7474936154607,"MIF","CD74"
"T_NK_MAIT","Myeloid_Macro-MCEMP1",130,66.0234098340716,0.507872383339012,6.99284441831905,"MIF","CD74"
"T_NK_¦Ã¦ÄT","Myeloid_Interferon-Responsive Myeloid",160,66.016160250446,0.412601001565288,7.72069181824362,"MIF","CD74"
"T_NK_CD4+ T regulatory","T_NK_MAIT",74,65.9352522020569,0.891016921649418,6.8395258836601,"B2M","CD3D"
"Myeloid_mDC_LAMP3","T_NK_Th17",133,65.9201963907255,0.495640574366357,6.69124714215988,"B2M","CD3D"
"T_NK_Th17","Myeloid_Macro-MCEMP1",130,65.8941598228446,0.50687815248342,6.85784611625631,"MIF","CD74"
"Myeloid_cDC1","DC",218,65.84625175778,0.302047026411835,11.4762451075796,"MIF","CD74"
"T_NK_Th17","T_NK_MAIT",75,65.8137660260066,0.877516880346754,6.36308941663263,"B2M","CD3D"
"Myeloid_Macro-THBS1","Myeloid_cDC1",190,65.7888518245609,0.34625711486611,13.630832668582,"MIF","CD74"
"DC","T_NK_CD8+ T cytotoxic",140,65.6446664648405,0.468890474748861,5.50317750168745,"B2M","CD3D"
"T_NK_Th17","Myeloid_Macro-LYVE1",153,65.5680356356428,0.428549252520541,5.79648599170249,"VIM","CD44"
"Myeloid_Proliferating Myeloid","DC",309,65.5392331902276,0.212101078285526,13.9016511768722,"MIF","CD74"
"DC","Myeloid_Proliferating Myeloid",316,65.4319802127822,0.207063228521463,6.37001768981116,"MIF","CD74"
"Myeloid_Macro-Inflammatory_TNF","DC",265,65.15884762056,0.24588244385117,12.4510721874615,"MIF","CD74"
"T_NK_CD8+ T cytotoxic","Myeloid_Macro-LYVE1",151,65.0615603079095,0.430871260317281,6.46406630622719,"HLA-A","APLP2"
"Myeloid_mDC_LAMP3","T_NK_CD56dim cytotoxic NK",146,64.8950965444136,0.44448696263297,5.31286600321832,"B2M","CD247"
"Myeloid_Monocyte-like","T_NK_MAIT",102,64.8501029405559,0.635785322946627,5.50877090621564,"LGALS1","CD69"
"Myeloid_Macro-C3/CX3CR1","Myeloid_Macro-Inflammatory_M1",221,64.7738647346456,0.293094410564007,8.61294824820956,"MIF","CD74"
"CNV_Subclone_02","Monocytes",370,64.7144176539244,0.174903831497093,9.38887585337388,"MIF","CD74"
"Myeloid_cDC2","T_NK_CD4+ T effector",144,64.6506033942858,0.448962523571429,5.73276880426128,"B2M","CD3D"
"Myeloid_Monocyte-like","T_NK_Th17",107,64.5490868092831,0.603262493544702,5.07872436610607,"B2M","CD3D"
"Monocytes","Myeloid_cDC2",259,64.5120483067454,0.249081267593612,11.0498163524537,"MIF","CD74"
"CNV_Subclone_04","Monocytes",390,64.2726538236452,0.164801676470885,9.75347030447487,"MIF","CD74"
"Myeloid_Monocyte-like","Myeloid_Macro-TIMD4",194,64.2601974377725,0.331238131122539,4.32865512708834,"VIM","CD44"
"Myeloid_cDC1","T_NK_CD4+ T effector",109,64.2221877009646,0.589194382577657,6.14027006621889,"B2M","CD3D"
"NK cells","T_NK_CD8+ T cytotoxic",99,64.153109077598,0.64801120280402,6.07739466888056,"MIF","CD74"
"T cells","Monocytes",183,64.1496723886014,0.35054465786121,5.64856966944962,"MIF","CD74"
"B_Bn_TCL1A","Myeloid_Macro-THBS1",125,64.1370417032623,0.513096333626098,6.0740647976957,"B2M","LILRB2"
"T_NK_CD56dim cytotoxic NK","Myeloid_Macro-TIMD4",141,64.1301253221521,0.45482358384505,6.10820011771928,"HLA-A","APLP2"
"B_Early-PC_MS4A1low","Myeloid_Macro-MCEMP1",171,64.0507756966129,0.374565939746275,10.3960350341192,"MIF","CD74"
"T_NK_CD8+ T CXCL13","T_NK_CD56dim cytotoxic NK",96,63.8129999774265,0.664718749764859,5.6057079671132,"B2M","CD247"
"Myeloid_cDC2","T_NK_CD56dim cytotoxic NK",164,63.6908252274935,0.388358690411546,4.77419738336319,"MIF","CD74"
"Myeloid_Macro-TIMD4","Myeloid_Macro-C3/CX3CR1",217,63.6580950539906,0.293355276746501,10.3516340496076,"MIF","CD74"
"B_Early-PC_MS4A1low","Myeloid_Interferon-Responsive Myeloid",206,63.6313797281698,0.308890192855193,12.9947024399341,"MIF","CD74"
"Macrophages","Myeloid_Interferon-Responsive Myeloid",358,63.6192519196972,0.17770740759692,7.39105967923438,"MIF","CD74"
"Smooth_muscle_cells","Myeloid_Macro-Inflammatory_M1",352,63.6192254301863,0.180736435881211,11.8160203570082,"MIF","CD74"
"T_NK_CD8+ T cytotoxic","T_NK_CD56dim cytotoxic NK",102,63.6056887314864,0.623585183642024,5.49593300364025,"B2M","CD247"
"Myeloid_Macro-C3/CX3CR1","T_NK_CD4+ T regulatory",118,63.5496403171485,0.53855627387414,6.38273604106008,"B2M","CD3D"
"Myeloid_Macro-THBS1","T_NK_CD4+ T regulatory",134,63.4484530447956,0.473495918244744,5.66297761843621,"B2M","CD3D"
"CNV_Subclone_02","Myeloid_Macro-TIMD4",343,63.4254745436676,0.184913919952384,9.19820041188021,"MIF","CD74"
"B_Early-PC_MS4A1low","T_NK_CD8+ T cytotoxic",93,63.4246334719107,0.681985306149577,7.95763390332651,"MIF","CD74"
"T_NK_CD8+ T cytotoxic","Myeloid_Macro-MCEMP1",130,63.3636936292976,0.487413027917673,6.41577271557885,"MIF","CD74"
"T_NK_CD8+ T resident memory","T_NK_CD4+ T effector",75,63.2752917716977,0.84367055695597,7.06516088114652,"B2M","CD3D"
"T_NK_CD56bright regulatory","Myeloid_Macro-TIMD4",149,63.2563125265723,0.424539010245452,6.91294937454896,"MIF","CD74"
"B_Classical-Bm_TXNIP","Myeloid_Interferon-Responsive Myeloid",138,63.2161333994294,0.458087923184271,6.40282595691043,"MIF","CD74"
"B cells","T_NK_CD4+ T effector",216,63.2139438146998,0.292657147290277,5.69322434400398,"B2M","CD3D"
"T_NK_CD8+ T resident memory","Myeloid_cDC2-like",148,63.204566509451,0.427057881820615,10.8803461743984,"MIF","CD74"
"T_NK_CD8+ T effector","Monocytes",157,63.1908317532062,0.402489374224243,6.06714438716964,"B2M","LILRB2"
"T_NK_CD56dim cytotoxic NK","T_NK_CD56bright regulatory",72,63.1729818766019,0.877402526063915,5.8595093733078,"B2M","KLRD1"
"NK cells","Myeloid_Macro-LYVE1",213,63.1029504573735,0.296257983367951,6.4975013746641,"MIF","CD74"
"T_NK_MAIT","T_NK_CD56dim cytotoxic NK",103,63.0784855644333,0.612412481208091,5.32236914359805,"B2M","CD247"
"CNV_Subclone_02","Myeloid_Macro-MCEMP1",327,63.0385442391616,0.19277842274973,10.1082068650656,"MIF","CD74"
"T_NK_CD4+ T effector","T_NK_CD56dim cytotoxic NK",102,63.0315724075398,0.617956592230783,5.42006403575669,"B2M","CD247"
"Myeloid_Macro-Inflammatory_M1","T_NK_CD4+ T effector",141,62.9881810020631,0.446724687957895,5.98635396167225,"B2M","CD3D"
"Myeloid_Macro-TIMD4","T_NK_CD4+ T effector",124,62.9575899882132,0.507722499904945,5.69847617050318,"LGALS1","CD69"
"Myeloid_Macro-Inflammatory_TNF","B cells",322,62.9012918228815,0.195345626779135,9.29419830413385,"MIF","CD74"
"Myeloid_Macro-LYVE1","Myeloid_cDC1",194,62.7166829362935,0.323281870805637,12.6079139562023,"MIF","CD74"
"Myeloid_Macro-THBS1","B cells",331,62.6504371434767,0.189276245146455,8.60002707193493,"MIF","CD74"
"Myeloid_Macro-LYVE1","T_NK_CD56bright regulatory",129,62.6237279659984,0.485455255550375,4.57947868134775,"TIMP1","CD63"
"Myeloid_Macro-Inflammatory_TNF","T_NK_CD56bright regulatory",112,62.6131413037786,0.559045904498023,5.1118861862907,"MIF","CD74"
"DC","T_NK_MAIT",139,62.5512018992083,0.450008646756894,5.62852862853552,"B2M","CD3D"
"Monocytes","T_NK_CD4+ T effector",141,62.5461859844895,0.443589971521202,5.95276744046264,"B2M","CD3D"
"Myeloid_cDC1","Myeloid_Macro-C3/CX3CR1",173,62.5422576492874,0.361515940169292,11.2477609128974,"MIF","CD74"
"B_Bm_stress-response","Myeloid_Macro-THBS1",125,62.5148614143824,0.500118891315059,6.1891100643905,"B2M","LILRB2"
"Myeloid_Macro-C3/CX3CR1","Myeloid_Macro-Inflammatory_TNF",243,62.2816574027194,0.256303116883619,8.46520123603842,"MIF","CD74"
"Myeloid_Macro-THBS1","Myeloid_Macro-Inflammatory_TNF",244,62.2482421575422,0.255115746547304,9.69218891456272,"MIF","CD74"
"T_NK_CD4+ T regulatory","Myeloid_Macro-LYVE1",149,62.2366699303301,0.417695771344497,6.33358598735658,"HLA-A","APLP2"
"T_NK_CD4+ T naive","T_NK_CD8+ T cytotoxic",67,62.2085568518941,0.928485923162599,6.09528103072325,"B2M","CD3D"
"T_NK_¦Ã¦ÄT","T_NK_Th17",86,62.1429441463816,0.722592373795135,6.92913082186738,"B2M","CD3D"
"NK cells","Myeloid_Macro-MCEMP1",185,62.1181027421014,0.335773528335683,7.93964747076898,"MIF","CD74"
"T_NK_Th17","T_NK_CD56dim cytotoxic NK",102,61.8571869936755,0.606443009741917,5.14784291627608,"B2M","CD247"
"Myeloid_Proliferating Myeloid","Myeloid_cDC1",205,61.8239012425711,0.301580006061323,16.4472819884433,"MIF","CD74"
"T_NK_CD4+ T regulatory","Myeloid_Macro-MCEMP1",126,61.7498870677561,0.490078468791715,6.95826254909986,"MIF","CD74"
"T_NK_CD8+ T resident memory","Myeloid_Monocyte-like",119,61.7405890429808,0.518828479352779,6.44126301008436,"MIF","CD74"
"Myeloid_Macro-LYVE1","DC",292,61.7319343979575,0.21141073423958,10.6565219718552,"MIF","CD74"
"Myeloid_Proliferating Myeloid","B cells",365,61.6603366346559,0.168932429136044,10.3769941132345,"MIF","CD74"
"Myeloid_mDC_LAMP3","T_NK_CD4+ T effector",129,61.5938391706602,0.477471621477986,6.73964261870264,"B2M","CD3D"
"Myeloid_Macro-M2-like","T_NK_CD8+ T resident memory",93,61.590930086672,0.662268065448086,7.30229061344454,"B2M","CD3D"
"DC","Myeloid_cDC2",280,61.496058481482,0.219628780291007,9.78780138668908,"MIF","CD74"
"T_NK_CD56bright regulatory","T_NK_CD56bright regulatory",72,61.4950838168988,0.854098386345816,5.48593693225908,"B2M","KLRD1"
"Myeloid_Proliferating Myeloid","T_NK_CD4+ T regulatory",138,61.4519853538009,0.445304241694209,6.3863580549071,"MIF","CD74"
"Myeloid_Macro-M2-like","Myeloid_Macro-LYVE1",231,61.4112512810397,0.265849572645194,6.39417016245806,"TYROBP","CD44"
"T_NK_CD8+ T CXCL13","Myeloid_Interferon-Responsive Myeloid",149,61.3069616022166,0.411456118135682,7.81193194997162,"MIF","CD74"
"Macrophages","T_NK_¦Ã¦ÄT",162,61.2903330489688,0.378335389191165,6.06385961894109,"B2M","CD3D"
"Myeloid_Proliferating Myeloid","Myeloid_Macro-Inflammatory_TNF",275,61.2771314969677,0.222825932716246,11.6948221755011,"MIF","CD74"
"Myeloid_Macro-MCEMP1","DC",246,61.2700480849448,0.249065236117662,11.9861292549493,"MIF","CD74"
"Macrophages","Myeloid_Macro-MCEMP1",305,61.2632760947589,0.200863200310685,5.9130030656536,"MIF","CD74"
"Myeloid_Macro-M2-like","Monocytes",242,61.2628287592927,0.253152184955755,4.95345107293521,"B2M","LILRB2"
"NK cells","T_NK_MAIT",98,61.0328817785952,0.622784507944849,6.16551104628358,"B2M","CD3D"
"Myeloid_Macro-MCEMP1","T_NK_CD56bright regulatory",108,60.9817817207686,0.564646127044154,7.04024426445926,"TIMP1","CD63"
"Myeloid_Proliferating Myeloid","T_NK_CD56bright regulatory",129,60.9396912996878,0.472400707749518,5.70743286584167,"MIF","CD74"
"T_NK_CD4+ T effector","Myeloid_Interferon-Responsive Myeloid",159,60.9005903486554,0.383022580809154,10.058820554351,"MIF","CD74"
"Myeloid_Macro-THBS1","Myeloid_Macro-Inflammatory_M1",222,60.8678117973222,0.27417933242037,9.86135110144949,"MIF","CD74"
"B cells","Myeloid_Macro-C3/CX3CR1",382,60.8532687940905,0.15930175076987,12.1462140451464,"MIF","CD74"
"Myeloid_Macro-Inflammatory_M1","Myeloid_Macro-C3/CX3CR1",229,60.825699414582,0.265614407923939,11.7451780481095,"MIF","CD74"
"B_Early-PC_MS4A1low","T_NK_MAIT",98,60.7831379879119,0.620236101917469,5.63143142330069,"B2M","CD3D"
"Myeloid_cDC2-like","Myeloid_Macro-Inflammatory_M1",206,60.7765601940503,0.295031845602186,8.21667487675385,"MIF","CD74"
"CNV_Subclone_04","Myeloid_Macro-MCEMP1",340,60.7262735372635,0.178606686874304,10.5007348088939,"MIF","CD74"
"Myeloid_Macro-Inflammatory_TNF","Myeloid_Macro-Inflammatory_TNF",241,60.7238205915834,0.251966060545989,10.4745165357725,"MIF","CD74"
"Myeloid_cDC2-like","T_NK_CD4+ T regulatory",125,60.5260627149008,0.484208501719206,5.9389791760671,"B2M","CD3D"
"Smooth_muscle_cells","B_Early-PC_MS4A1low",255,60.4119021393413,0.23690942015428,7.97564172215878,"MIF","CD74"
"CNV_Subclone_02","Myeloid_cDC2-like",350,60.4051820176946,0.17258623433627,15.5227517124844,"MIF","CD74"
"Smooth_muscle_cells","T_NK_CD4+ T regulatory",177,60.3881801460113,0.341176159017013,6.34185518490595,"MIF","CD74"
"Myeloid_Macro-LYVE1","T_NK_CD4+ T regulatory",136,60.2611024611009,0.443096341625742,5.42434462457703,"B2M","CD3D"
"T_NK_CD4+ T regulatory","T_NK_CD56dim cytotoxic NK",99,60.1369521919183,0.607443961534528,5.53328777352294,"B2M","CD247"
"DC","T_NK_Th17",155,60.0685325975774,0.38753891998437,5.73495939965056,"B2M","CD3D"
"Myeloid_mDC_LAMP3","Myeloid_Proliferating Myeloid",261,59.9229302462244,0.229589771058331,5.95519040550041,"MIF","CD74"
"T_NK_MAIT","Myeloid_Interferon-Responsive Myeloid",154,59.8503674748595,0.38863874983675,8.74082591358917,"MIF","CD74"
"Myeloid_Macro-M2-like","T_NK_CD8+ T CXCL13",95,59.8311901468885,0.629802001546195,7.83337901720295,"B2M","CD3D"
"Myeloid_Macro-Inflammatory_TNF","Myeloid_Macro-Inflammatory_M1",219,59.6628993661562,0.272433330439069,10.6573330428993,"MIF","CD74"
"Myeloid_Macro-Inflammatory_TNF","T_NK_CD4+ T regulatory",120,59.6627933931493,0.497189944942911,5.71996837964937,"MIF","CD74"
"Myeloid_Interferon-Responsive Myeloid","Myeloid_mDC_LAMP3",199,59.5706885060462,0.29935019349772,15.5704003759603,"MIF","CD74"
"Myeloid_Macro-LYVE1","B cells",343,59.5600084654433,0.173644339549397,7.95464253580674,"MIF","CD74"
"Myeloid_cDC2","Myeloid_Macro-Inflammatory_M1",232,59.5435529795381,0.256653245601457,9.49018283546683,"MIF","CD74"
"Myeloid_Monocyte-like","T_NK_CD56dim cytotoxic NK",129,59.4962649297952,0.461211356044924,4.03251911805662,"B2M","CD247"
"T_NK_CD4+ T naive","T_NK_MAIT",68,59.4111760847549,0.873693765952278,6.23411906482674,"B2M","CD3D"
"T_NK_Th17","Myeloid_Interferon-Responsive Myeloid",158,59.2758030590349,0.375163310500221,8.57208246866576,"MIF","CD74"
"Myeloid_Proliferating Myeloid","Myeloid_Macro-Inflammatory_M1",253,59.1801852804916,0.23391377581222,11.8989372326774,"MIF","CD74"
"Myeloid_Macro-LYVE1","Myeloid_Macro-Inflammatory_TNF",255,59.1252368364245,0.231863673868332,8.9648436638594,"MIF","CD74"
"Myeloid_Interferon-Responsive Myeloid","T_NK_CD4+ T naive",148,59.1194184433083,0.399455530022354,4.6843477731037,"B2M","CD3D"
"Myeloid_Macro-MCEMP1","Myeloid_Macro-Inflammatory_TNF",214,58.9755038976094,0.275586466811259,10.083381349865,"MIF","CD74"
"T_NK_CD8+ T resident memory","T_NK_CD4+ T regulatory",62,58.9693869114893,0.951119143733699,7.32919196532402,"B2M","CD3D"
"T_NK_CD8+ T cytotoxic","Myeloid_Interferon-Responsive Myeloid",153,58.9100399359268,0.385032940757692,8.01950523325247,"MIF","CD74"
"Myeloid_cDC1","T_NK_CD4+ T regulatory",97,58.8389014324085,0.606586612705243,6.36973719230412,"B2M","CD3D"
"CNV_Subclone_04","Myeloid_Macro-TIMD4",359,58.8231427280256,0.163852765259124,9.555390440022,"MIF","CD74"
"B_Bn_TCL1A","Monocytes",149,58.5516272522487,0.39296394129026,5.15236576898113,"B2M","LILRB2"
"B_Classical-Bm_TXNIP","T_NK_CD8+ T cytotoxic",71,58.5414203414036,0.824527047062023,5.79478793564448,"B2M","CD3D"
"B cells","DC",406,58.455458738717,0.143978962410633,12.3929491914599,"MIF","CD74"
"T_NK_¦Ã¦ÄT","Myeloid_Monocyte-like",125,58.1552727902238,0.46524218232179,5.61539772391372,"MIF","CD74"
"NK cells","Myeloid_Interferon-Responsive Myeloid",212,58.1266470325017,0.274182297323121,9.92429864097312,"MIF","CD74"
"Myeloid_Macro-C3/CX3CR1","Myeloid_cDC1",182,58.0975524432314,0.319217321116656,11.9052303428527,"MIF","CD74"
"DC","T_NK_CD56dim cytotoxic NK",170,58.0438122321421,0.341434189600836,4.55357128154224,"B2M","CD247"
"Myeloid_Monocyte-like","T_NK_CD4+ T effector",104,57.974405304591,0.557446204851836,5.66595631883336,"LGALS1","CD69"
"Myeloid_Macro-MCEMP1","T_NK_CD4+ T regulatory",110,57.9281878664083,0.526619889694621,5.67860055334569,"B2M","CD3D"
"Myeloid_Macro-Inflammatory_TNF","Myeloid_cDC1",177,57.909836538173,0.327174217729791,14.7310771015705,"MIF","CD74"
"Myeloid_Macro-Inflammatory_M1","DC",275,57.8298490358172,0.210290360130244,11.9837666497435,"MIF","CD74"
"T_NK_¦Ã¦ÄT","T_NK_CD4+ T effector",80,57.7638591528385,0.722048239410481,6.97924682879806,"B2M","CD3D"
"T_NK_CD56dim cytotoxic NK","T_NK_CD4+ T naive",69,57.739829645331,0.836809125294652,4.96765779647553,"KLRD1","B2M"
"Myeloid_Macro-TIMD4","DC",255,57.6962227633884,0.226259697111327,10.5619145479029,"MIF","CD74"
"T_NK_CD56dim cytotoxic NK","Myeloid_Proliferating Myeloid",156,57.6726142302111,0.369696245065456,5.8094522084511,"MIF","CD74"
"T_NK_¦Ã¦ÄT","Myeloid_cDC2-like",154,57.5538674859355,0.373726412246334,9.48532470222948,"MIF","CD74"
"B_PC_IGHG","T_NK_CD8+ T resident memory",75,57.5521118473597,0.76736149129813,6.26175003309725,"B2M","CD3D"
"Smooth_muscle_cells","Myeloid_mDC_LAMP3",254,57.5220781880715,0.226464874756187,14.4005017090447,"MIF","CD74"
"CNV_Subclone_04","Myeloid_cDC2-like",365,57.5105540955282,0.157563161905557,16.1255405051551,"MIF","CD74"
"Myeloid_Macro-MCEMP1","B cells",290,57.4815164862783,0.198212125814753,8.94713808716506,"MIF","CD74"
"T_NK_CD8+ T resident memory","Myeloid_Macro-TIMD4",135,57.4597893439459,0.425628069214414,6.44728502500366,"MIF","CD74"
"T_NK_CD4+ T naive","Myeloid_Macro-MCEMP1",115,57.3764588635749,0.498925729248477,7.82394061833698,"MIF","CD74"
"B_Bn_TCL1A","T_NK_¦Ã¦ÄT",78,57.367229092036,0.735477296051743,6.58753946374741,"B2M","CD3D"
"T_NK_CD8+ T CXCL13","T_NK_Th17",76,57.3300574876194,0.754342861679203,7.06006464157153,"B2M","CD3D"
"T_NK_CD56bright regulatory","Myeloid_Proliferating Myeloid",165,57.2959722328514,0.347248316562736,7.45259149899483,"MIF","CD74"
"Myeloid_Macro-MCEMP1","Myeloid_cDC1",164,57.2895933045087,0.349326788442127,14.1809951420774,"MIF","CD74"
"NK cells","T_NK_CD56dim cytotoxic NK",131,57.2841276685958,0.437283417317525,4.98799879848762,"B2M","CD247"
"B_Classical-Bm_TXNIP","T_NK_MAIT",70,57.1437583397549,0.816339404853641,5.92678135169474,"B2M","CD3D"
"Myeloid_cDC1","Myeloid_Macro-Inflammatory_M1",165,57.0748459225237,0.345908157106204,9.82294250262108,"MIF","CD74"
"Myeloid_cDC2","T_NK_CD4+ T regulatory",128,57.037377164554,0.445604509098078,5.94700726085003,"B2M","CD3D"
"Smooth_muscle_cells","Smooth_muscle_cells",484,56.9955376845388,0.117759375381279,6.51857123264184,"TIMP1","CD63"
"DC","DC",299,56.9523548893104,0.19047610330873,9.15585430424892,"MIF","CD74"
"B_Early-PC_MS4A1low","Myeloid_Monocyte-like",153,56.9459291336999,0.372195615252941,9.4512803025911,"MIF","CD74"
"Monocytes","Myeloid_Macro-C3/CX3CR1",225,56.9377763488638,0.253056783772728,10.1305971617396,"MIF","CD74"
"T_NK_CD56bright regulatory","Myeloid_cDC2",156,56.8712873747146,0.364559534453299,11.4512217956574,"MIF","CD74"
"CNV_Subclone_04","T_NK_CD8+ T resident memory",164,56.7946811776099,0.346309031570792,8.23309071637238,"MIF","CD74"
"Myeloid_Monocyte-like","Myeloid_Proliferating Myeloid",217,56.7805283856616,0.261661421132081,3.83159273253588,"MIF","CD74"
"T_NK_CD56dim cytotoxic NK","Myeloid_cDC2",150,56.7565104874226,0.378376736582817,8.92646883425959,"MIF","CD74"
"Myeloid_cDC2","Myeloid_Macro-Inflammatory_TNF",250,56.7416316329735,0.226966526531894,9.32738769047225,"MIF","CD74"
"Myeloid_Macro-TIMD4","Myeloid_Macro-Inflammatory_TNF",230,56.5389046966264,0.245821324767941,8.88525477290482,"MIF","CD74"
"Myeloid_Macro-LYVE1","Myeloid_Macro-Inflammatory_M1",233,56.4716457963423,0.242367578525074,9.12131116285727,"MIF","CD74"
"Myeloid_mDC_LAMP3","T_NK_CD4+ T regulatory",114,56.4496041081157,0.495171965860664,6.99150880795439,"B2M","CD3D"
"T_NK_CD4+ T effector","Myeloid_cDC2-like",155,56.4268686373825,0.364044313789564,12.3578535869062,"MIF","CD74"
"T_NK_CD4+ T regulatory","Myeloid_Interferon-Responsive Myeloid",152,56.2899100140738,0.370328355355749,8.69759971255721,"MIF","CD74"
"B_PC_IGHG","T_NK_CD8+ T CXCL13",76,56.2860126867288,0.740605430088537,6.71716094535115,"B2M","CD3D"
"Myeloid_Macro-MCEMP1","Myeloid_Macro-Inflammatory_M1",193,56.2485029401135,0.291443020415096,10.2593711964717,"MIF","CD74"
"Myeloid_Macro-TIMD4","Myeloid_cDC1",170,56.232605129133,0.33078003017137,12.4959822899458,"MIF","CD74"
"B cells","T_NK_CD56bright regulatory",192,56.2110789054818,0.292766035966051,5.0880233304745,"MIF","CD74"
"B_Early-PC_MS4A1low","Myeloid_cDC2-like",192,56.2083585269318,0.29275186732777,15.9647574276147,"MIF","CD74"
"B_Early-PC_MS4A1low","T_NK_CD56dim cytotoxic NK",120,56.1588213450048,0.46799017787504,6.31198900587057,"MIF","CD74"
"T_NK_CD8+ T cytotoxic","T_NK_Th17",81,56.0340546913559,0.691778452979703,6.92180943050952,"B2M","CD3D"
"Myeloid_Macro-TIMD4","B cells",306,55.9617403171376,0.182881504304371,7.88402209878592,"MIF","CD74"
"Myeloid_cDC2-like","Myeloid_Macro-Inflammatory_TNF",225,55.9519445431967,0.248675309080874,8.07572556090554,"MIF","CD74"
"B_Bm_stress-response","Monocytes",148,55.9123908388119,0.377786424586567,5.24995367983556,"B2M","LILRB2"
"Myeloid_Macro-M2-like","Myeloid_Interferon-Responsive Myeloid",236,55.8235757075663,0.236540575032061,5.23695494840589,"MIF","CD74"
"CNV_Subclone_02","Myeloid_Monocyte-like",274,55.766652534878,0.203527928959409,9.18960893501883,"MIF","CD74"
"T_NK_CD4+ T naive","T_NK_CD56dim cytotoxic NK",93,55.7485770611089,0.599447065173214,5.04350380228875,"B2M","CD247"
"Myeloid_mDC_LAMP3","Myeloid_cDC2",226,55.7302120327667,0.246593858552065,9.1504017331359,"MIF","CD74"
"T_NK_CD4+ T effector","Myeloid_Monocyte-like",120,55.6634249214427,0.463861874345356,7.31596071645929,"MIF","CD74"
"T_NK_CD4+ T effector","T_NK_Th17",78,55.6320254514763,0.713231095531747,6.82625685790145,"B2M","CD3D"
"DC","T_NK_CD4+ T effector",146,55.6282927785173,0.381015703962447,5.77643837766509,"B2M","CD3D"
"T_NK_Th17","Myeloid_cDC2-like",153,55.5741420244341,0.36322968643421,10.531308269222,"MIF","CD74"
"Myeloid_Macro-Inflammatory_M1","T_NK_CD4+ T regulatory",127,55.5693554373442,0.437553979821607,6.21006911173889,"B2M","CD3D"
"T_NK_CD56bright regulatory","T_NK_CD4+ T naive",71,55.5649511544272,0.782604945837003,5.36242695688787,"KLRD1","B2M"
"B_Classical-Bm_TXNIP","Myeloid_Macro-MCEMP1",119,55.5637752265442,0.466922480895329,6.02113577182142,"RPS19","C5AR1"
"B cells","T_NK_CD4+ T regulatory",202,55.553416761105,0.275016914658936,5.90598499040687,"B2M","CD3D"
"T_NK_MAIT","T_NK_Th17",78,55.5429709443267,0.712089371081111,6.70321579728292,"B2M","CD3D"
"T_NK_CD4+ T naive","Myeloid_Macro-LYVE1",140,55.4891403396494,0.396351002426067,6.40281134774504,"MIF","CD74"
"T_NK_Th17","Myeloid_Monocyte-like",115,55.4852570602679,0.482480496176243,6.23462942401149,"MIF","CD74"
"Myeloid_Monocyte-like","Myeloid_cDC2",194,55.4559584440767,0.285855455897302,5.88740416227231,"MIF","CD74"
"Myeloid_cDC2-like","Myeloid_cDC1",174,55.4357216338788,0.318596101344131,11.3574822744837,"MIF","CD74"
"Monocytes","T_NK_CD4+ T regulatory",125,55.3288923950896,0.442631139160717,6.17522743360392,"B2M","CD3D"
"T_NK_CD56bright regulatory","DC",166,55.233891500851,0.332734286149705,10.7118763677882,"MIF","CD74"
"CNV_Subclone_05","Myeloid_Macro-THBS1",223,55.1609117261234,0.247358348547639,9.78489113219483,"MIF","CD74"
"T_NK_¦Ã¦ÄT","T_NK_CD4+ T regulatory",68,55.0927326102079,0.810187244267764,7.24006723160974,"B2M","CD3D"
"T_NK_CD56bright regulatory","Myeloid_cDC1",117,55.0653688024628,0.470644177798827,12.6734046916284,"MIF","CD74"
"B_Bm_stress-response","T_NK_¦Ã¦ÄT",76,55.0312710119701,0.724095671210133,6.71231015021701,"B2M","CD3D"
"Monocytes","T_NK_CD56bright regulatory",123,55.0190796083229,0.447309590311568,4.98930378576944,"B2M","KLRD1"
"Macrophages","Myeloid_cDC2-like",336,54.9994132777314,0.163688729993248,9.0803522017853,"MIF","CD74"
"CNV_Subclone_04","T_NK_CD8+ T CXCL13",162,54.9854866178849,0.339416584061018,6.89064333878597,"MIF","CD74"
"Myeloid_Macro-TIMD4","T_NK_CD56bright regulatory",109,54.9838170158482,0.504438688218791,4.61438439165659,"B2M","KLRD1"
"Monocytes","DC",277,54.7057588854409,0.197493714387873,10.3363875721222,"MIF","CD74"
"T_NK_CD8+ T CXCL13","Myeloid_Monocyte-like",112,54.6739637341687,0.488160390483649,5.91453290161812,"HLA-A","APLP2"
"CNV_Subclone_02","Myeloid_Proliferating Myeloid",395,54.6367523093472,0.138320891922398,9.91623495002114,"MIF","CD74"
